"","Shom_PJ_011","Shom_PJ_012","Shom_PJ_013","Shom_PJ_014","Shom_PJ_015","Shom_PJ_016","Shom_PJ_017","Shom_PJ_018","Shom_PJ_019"
"Shom_DM18D10_01768",71268,66397,82612,45964,42207,38754,58941,46587,51060
"Shom_DM18D10_01769",35713,28215,45096,21953,20289,19145,28765,24268,24486
"Shom_DM18D10_01770",83863,60259,127524,27427,27420,35434,35350,32406,44272
"Shom_DM18D10_01771",8081,6669,9367,8041,7146,7272,8300,8684,9263
"Shom_DM18D10_01772",29634,13195,29832,31509,27492,51552,30695,32601,38512
"Shom_DM18D10_01773",37446,26320,53751,26657,24024,25352,30557,27332,26732
"Shom_DM18D10_01774",14795,12131,23115,10756,10275,11574,12433,13980,17013
"Shom_DM18D10_01775",18812,16004,28878,14051,12715,12739,17303,17144,18670
"Shom_DM18D10_01776",16688,9245,20015,22994,20069,26486,20261,16256,22509
"Shom_DM18D10_01777",33321,41428,41836,19499,21530,19234,19920,20223,26733
"Shom_DM18D10_01778",46090,54852,53791,31031,30870,25731,38325,31600,36517
"Shom_DM18D10_01779",77406,72936,96205,38835,38225,33309,54812,45186,49444
"Shom_DM18D10_01780",4024,4410,5429,2876,3149,2764,3837,4095,4456
"Shom_DM18D10_01789",10200,8427,12367,5254,5372,5316,5081,5175,6911
"Shom_DM18D10_01790",8731,8147,9551,5058,4924,4758,5782,5084,6754
"Shom_DM18D10_01791",4291,2934,6693,4384,4169,4457,3638,3711,4570
"Shom_DM18D10_01792",2763,2620,2919,1499,1481,1423,1891,1693,2035
"Shom_DM18D10_01793",3219,2827,3674,1859,1837,1824,2540,2299,2424
"Shom_DM18D10_01794",6072,7415,5837,96797,100760,61887,122927,104245,96880
"Shom_DM18D10_01795",22342,32923,24133,31041,30007,23193,39088,37480,43838
"Shom_DM18D10_01796",68376,71217,98554,61621,54504,45933,80792,66723,82143
"Shom_DM18D10_01797",80756,32145,73227,93554,74513,107351,106103,114986,115026
"Shom_DM18D10_01798",757,640,832,286,306,308,248,248,353
"Shom_DM18D10_01799",2399,2577,2503,997,1036,1079,979,959,1399
"Shom_DM18D10_01800",171,186,223,93,83,72,73,72,110
"Shom_DM18D10_01801",37648,24209,49463,17740,16360,24111,31510,40626,47438
"Shom_DM18D10_01802",633,660,797,202,205,221,270,268,356
"Shom_DM18D10_01803",30,25,31,43,61,64,58,36,72
"Shom_DM18D10_01804",46,43,67,106,93,105,78,63,129
"Shom_DM18D10_01805",3860,3388,5973,1251,1464,1917,1503,1875,2837
"Shom_DM18D10_01806",28700,24923,46671,13571,13673,16425,16847,16877,21281
"Shom_DM18D10_01807",24184,22562,33707,15151,14179,15575,16368,15112,20353
"Shom_DM18D10_01808",10996,15056,14756,23057,21055,31864,39322,41947,42631
"Shom_DM18D10_01809",3516,4607,4799,9672,8327,13075,20459,21006,18463
"Shom_DM18D10_01810",12649,12780,17553,25577,21931,34228,57745,57356,45175
"Shom_DM18D10_01811",6669,5892,9320,11336,9395,14829,25048,23854,18412
"Shom_DM18D10_01812",8019,4078,7863,85552,76187,102903,82281,68667,83736
"Shom_DM18D10_01813",16646,11970,24766,7517,7941,8835,6996,7837,9352
"Shom_DM18D10_01814",1144,863,1705,1664,1714,1515,1605,1645,1341
"Shom_DM18D10_01815",12755,11556,12419,5102,5338,4242,6029,5116,7378
"Shom_DM18D10_01816",17701,18619,14987,8212,9038,7423,8160,8086,12286
"Shom_DM18D10_01817",15132,19325,16352,21478,18768,17687,28021,26721,27478
"Shom_DM18D10_01818",34830,41188,36142,22241,25976,15146,48041,36180,23922
"Shom_DM18D10_01819",8675,6455,10349,6137,5781,6308,9157,7681,6163
"Shom_DM18D10_01820",25202,24940,32897,5987,5895,6032,6876,6148,6948
"Shom_DM18D10_01821",2215,1922,2848,235,269,336,326,330,364
"Shom_DM18D10_01822",4786,6240,5627,5528,5891,5167,5532,5290,5947
"Shom_DM18D10_01823",31630,37074,37627,17431,17628,14679,22078,20203,25689
"Shom_DM18D10_01824",20491,20997,23735,11952,11241,9750,17639,15081,16455
"Shom_DM18D10_01825",32816,17485,34992,49044,38779,53188,54111,68162,53937
"Shom_DM18D10_01826",57272,42017,66749,31012,27249,28341,41111,36814,38398
"Shom_DM18D10_01827",43217,30250,49400,22917,19904,20320,31007,27736,28804
"Shom_DM18D10_01828",61258,50252,81792,26892,25219,28235,35975,36696,38643
"Shom_DM18D10_01829",42010,34245,56491,18870,17622,19754,24669,24387,27151
"Shom_DM18D10_01830",4178,3286,5976,2492,2705,2915,2447,2613,3447
"Shom_DM18D10_01831",11317,10862,11453,19078,18034,26884,17820,16687,22496
"Shom_DM18D10_01832",3218,3115,3312,5500,5162,8005,5343,4814,7354
"Shom_DM18D10_01833",29026,31191,36449,28745,27852,34398,27961,26723,38921
"Shom_DM18D10_01834",14224,16037,16273,14481,13971,16175,14758,13631,18399
"Shom_DM18D10_01835",147296,183007,159666,157065,145694,153087,191852,151740,198423
"Shom_DM18D10_01836",220506,195681,290752,107488,96267,116477,154478,131833,148293
"Shom_DM18D10_01837",400319,230520,499410,256976,208453,235665,303805,328649,271845
"Shom_DM18D10_01838",294121,191683,345259,334269,263943,247242,349322,325082,313526
"Shom_DM18D10_01839",56278,43386,73375,22699,18579,22488,40810,43932,44217
"Shom_DM18D10_01840",56359,42640,74381,38066,41000,39181,33479,31829,44673
"Shom_DM18D10_01841",60118,80281,61487,75294,75919,90925,118966,122791,115251
"Shom_DM18D10_01842",3435,3326,4963,1541,1759,1918,1725,1851,2522
"Shom_DM18D10_01843",43413,31561,62756,14082,13314,12758,19960,18546,19189
"Shom_DM18D10_01844",50974,37717,71522,28896,31223,39070,42450,43367,58506
"Shom_DM18D10_01845",16986,19466,15235,11787,12864,9031,13085,10420,11654
"Shom_DM18D10_01846",26732,21464,30613,24780,24593,23006,30958,25252,25391
"Shom_DM18D10_01847",5374,3077,6364,3935,3400,3770,6862,8200,6703
"Shom_DM18D10_01848",1680,1799,1666,4844,3628,2972,11056,10874,8859
"Shom_DM18D10_01849",643,1062,556,2649,1947,1430,5797,5869,5521
"Shom_DM18D10_01850",874,635,1052,706,624,796,834,782,1025
"Shom_DM18D10_01851",4175,2518,5428,5264,4961,8429,5680,5095,6669
"Shom_DM18D10_01852",343861,325999,455775,141173,146398,117693,199133,168652,188530
"Shom_DM18D10_01853",12320,11303,16576,5462,5913,5394,6541,5610,8022
"Shom_DM18D10_01854",159712,115063,207647,77464,71706,70953,83043,76880,87769
"Shom_DM18D10_01855",7030,8275,8758,2822,2819,2723,3591,3339,4179
"Shom_DM18D10_01856",13865,13885,15544,6668,6396,5337,9940,8212,8118
"Shom_DM18D10_01857",6994,6561,8091,3028,2869,2669,4890,4172,3890
"Shom_DM18D10_01858",28523,20364,37882,16897,15759,16017,19865,18666,17953
"Shom_DM18D10_01859",6374,9593,7219,4669,4402,4128,7507,6617,6646
"Shom_DM18D10_01860",17003,37763,23959,41415,44990,36519,63709,62666,63158
"Shom_DM18D10_01861",30981,15769,23807,144663,126844,205736,104735,80461,114327
"Shom_DM18D10_01862",127551,79602,136567,276183,274566,328117,290046,279722,265770
"Shom_DM18D10_01863",23108,14899,21853,12979,11896,14610,14359,12758,13584
"Shom_DM18D10_01864",64018,26669,61137,97642,79077,101676,114439,124686,103131
"Shom_DM18D10_01865",39368,21769,52377,27650,24425,61523,25385,24423,37701
"Shom_DM18D10_01866",21798,21144,32109,15448,15407,11421,14356,13477,15151
"Shom_DM18D10_01867",21293,21327,28095,14991,14971,11397,15753,13628,16150
"Shom_DM18D10_01868",39017,55665,43869,37304,36760,24869,48311,37955,39858
"Shom_DM18D10_01869",21380,24566,25349,17135,17760,15694,16168,15741,19132
"Shom_DM18D10_01870",23831,27738,24468,17963,18432,16348,19102,17834,22289
"Shom_DM18D10_01871",141526,89509,119250,37237,35294,50651,34981,31642,45321
"Shom_DM18D10_01872",303448,191814,283573,86222,81552,123279,85159,74831,96209
"Shom_DM18D10_01873",71135,62515,74734,16567,17837,23044,22225,26243,30328
"Shom_DM18D10_01874",42116,43717,34832,229020,199480,252668,271105,242507,258449
"Shom_DM18D10_01875",50200,49319,45809,238249,208466,283017,281999,252965,266640
"Shom_DM18D10_01876",25329,21719,40378,25836,23793,25242,36266,27759,25872
"Shom_DM18D10_01877",50539,48677,84045,41043,39170,46210,58808,47320,55169
"Shom_DM18D10_01878",54062,43100,69584,31710,29917,31164,41796,39195,45642
"Shom_DM18D10_01879",16757,12719,20924,9908,9320,10297,15840,14054,14332
"Shom_DM18D10_01880",13513,8366,14827,12866,11118,26594,16134,14516,17396
"Shom_DM18D10_01881",3553,2373,4465,109974,112840,105837,136232,119024,119105
"Shom_DM18D10_01882",8947,7161,13988,5129,5338,6341,4958,5691,7807
"Shom_DM18D10_01883",35995,31098,55086,23867,22655,23495,23241,21456,30720
"Shom_DM18D10_01884",14080,11799,20651,8612,8868,8308,10564,9459,11851
"Shom_DM18D10_01885",65741,81947,65919,47476,44385,49572,66338,57565,61197
"Shom_DM18D10_01886",42668,42162,40145,12723,11958,15369,29503,27254,27358
"Shom_DM18D10_01887",116354,102770,140107,46310,48722,41675,69795,60427,57138
"Shom_DM18D10_01888",58335,49346,67661,22525,23281,19777,34812,30253,28895
"Shom_DM18D10_01889",154868,119918,185265,63077,65342,53992,100646,79747,63657
"Shom_DM18D10_01890",1768,1193,2611,745,715,868,799,845,936
"Shom_DM18D10_01891",26555,20561,33686,11983,11463,12514,12927,12093,15555
"Shom_DM18D10_01892",367251,257515,490621,151748,149854,150722,192460,186692,191786
"Shom_DM18D10_01893",108951,75506,143272,57481,54445,45916,76244,69714,62874
"Shom_DM18D10_01894",8255,7281,12591,3855,4145,4069,4261,4414,6106
"Shom_DM18D10_01895",111534,90153,168239,50054,53070,55186,51711,51508,61516
"Shom_DM18D10_01896",11265,10116,17301,5716,6061,5303,6445,5913,7285
"Shom_DM18D10_01897",35044,28876,49884,18750,19350,16972,21562,19298,23638
"Shom_DM18D10_01898",15392,14570,20244,8611,8782,9805,10863,9557,13112
"Shom_DM18D10_01899",24739,23035,26944,14899,14925,16621,20299,17528,20856
"Shom_DM18D10_01900",34006,27382,36848,19370,18490,20980,28420,24276,26610
"Shom_DM18D10_01901",3525,3119,4867,1933,1825,2088,2260,2217,2566
"Shom_DM18D10_01902",5428,4169,7355,3017,3199,3406,2609,3072,3622
"Shom_DM18D10_01903",2260,2113,2822,1378,1454,1640,1815,2333,3116
"Shom_DM18D10_01904",87197,80921,99737,47427,44792,36203,81076,71676,56012
"Shom_DM18D10_01905",49590,40358,61976,20907,19620,18981,38683,34342,27098
"Shom_DM18D10_01906",194,165,256,149,162,143,238,203,279
"Shom_DM18D10_01907",1636,1583,2083,1082,1025,1132,974,1017,1636
"Shom_DM18D10_01908",68,62,23,127,147,172,169,192,230
"Shom_DM18D10_01909",4299,3590,7189,3173,3582,4731,4521,4606,6934
"Shom_DM18D10_01910",5052,2946,7280,4129,3660,3996,4871,4692,4466
"Shom_DM18D10_01911",21508,18540,28662,8339,8812,10378,9363,11204,14028
"Shom_DM18D10_01912",7034,6912,8581,3219,3287,3557,3993,3883,5131
"Shom_DM18D10_01913",26159,24339,25521,10375,11548,10605,14643,15459,14792
"Shom_DM18D10_01914",113919,118098,101309,48593,50649,45657,71326,67787,74699
"Shom_DM18D10_01915",74404,73791,66726,38998,37498,32093,51750,46144,47241
"Shom_DM18D10_01916",7775,12211,7734,10401,10652,5875,15013,12101,9896
"Shom_DM18D10_01917",4583,7292,4775,6128,6270,3582,9321,7344,5814
"Shom_DM18D10_01918",10332,16965,10207,13763,13522,7840,21494,15444,13087
"Shom_DM18D10_01919",6255,9795,6219,8060,8320,4561,12653,10171,7915
"Shom_DM18D10_01920",9728,17550,8768,12416,12507,7350,21358,16997,13461
"Shom_DM18D10_01921",61870,74085,53639,65143,65271,50584,83015,76037,69676
"Shom_DM18D10_01922",32402,28975,36443,24572,23767,20584,29827,27585,26156
"Shom_DM18D10_01923",110111,84687,133944,46025,43961,41153,69366,57782,55128
"Shom_DM18D10_01924",30515,26814,36653,11455,13001,11551,11065,10138,12464
"Shom_DM18D10_01925",19384,13465,24528,9280,9470,9709,10801,12266,12010
"Shom_DM18D10_01926",28095,33976,31263,23699,23116,21898,28780,27130,33789
"Shom_DM18D10_01927",4544,4799,4942,3141,3336,3052,4900,4664,5539
"Shom_DM18D10_01928",19888,20362,22597,12553,12015,12617,19790,18140,21048
"Shom_DM18D10_01929",31910,38311,34725,25255,23407,17027,29765,26125,25026
"Shom_DM18D10_01930",72214,84206,68029,65006,58040,43636,87203,66073,60119
"Shom_DM18D10_01931",13520,8720,20157,5564,5712,6418,6629,7251,8070
"Shom_DM18D10_01932",19033,14859,24975,13479,12614,16969,16717,13955,18228
"Shom_DM18D10_01933",14938,11066,23856,9009,8787,9744,8794,10746,11324
"Shom_DM18D10_01934",39667,18271,44308,33854,28723,32718,37978,50528,45769
"Shom_DM18D10_01935",17951,15237,15992,16201,16349,17960,18282,17481,25162
"Shom_DM18D10_01936",9670,12273,13308,8955,9371,8090,8830,8624,12886
"Shom_DM18D10_01937",19456,24403,21231,20124,19500,14880,26648,19602,22720
"Shom_DM18D10_01938",3604,3382,4683,2741,2851,2550,2845,2727,3423
"Shom_DM18D10_01939",25677,24265,32961,20262,19963,18627,20824,19040,24100
"Shom_DM18D10_01940",64573,84593,60765,47616,45223,38682,78929,66646,58213
"Shom_DM18D10_01941",28047,28173,32807,18500,17561,16792,28510,23244,21680
"Shom_DM18D10_01942",12704,12185,15246,7971,7513,7245,12044,10587,9970
"Shom_DM18D10_01943",16308,14341,19221,9836,8485,8570,15133,12160,10424
"Shom_DM18D10_01944",6498,6364,10575,3383,3919,3073,3191,3029,4390
"Shom_DM18D10_01945",18745,18316,25259,10456,11020,8100,10761,8792,12084
"Shom_DM18D10_01946",22669,20192,28075,13877,14164,9658,17587,13336,15748
"Shom_DM18D10_01947",28651,24529,37100,18666,18381,13394,23517,18243,19516
"Shom_DM18D10_01948",26247,20321,34537,20561,19856,14080,23696,19554,18691
"Shom_DM18D10_01949",20816,20410,25001,9644,10989,15295,13956,15693,23538
"Shom_DM18D10_01950",28272,30127,30519,17373,17619,21833,29586,28502,39916
"Shom_DM18D10_01951",14321,15524,13028,11400,10574,11917,20735,17982,22292
"Shom_DM18D10_01952",26771,32539,23967,22835,22666,26164,46744,42670,47349
"Shom_DM18D10_01953",13038,13562,11409,12694,11593,13636,23562,22524,21736
"Shom_DM18D10_01954",69005,62873,65759,70411,61124,78307,124118,111920,111429
"Shom_DM18D10_01955",12984,12930,15930,4822,5174,4825,5608,5086,6142
"Shom_DM18D10_01956",7270,7339,8299,2819,2940,2422,3621,3138,3617
"Shom_DM18D10_01957",14992,13772,16288,5803,5958,4978,7942,6938,6872
"Shom_DM18D10_01958",16773,14674,18746,6437,6375,5202,9434,7776,7076
"Shom_DM18D10_01959",10435,9424,12540,3983,3956,3478,6597,4970,4504
"Shom_DM18D10_01960",18759,17119,21757,7538,7266,6149,11097,8111,7955
"Shom_DM18D10_01961",9739,7245,11477,3421,3216,2929,5457,4613,3841
"Shom_DM18D10_01962",34929,24045,46360,17078,17290,19143,21422,20003,21620
"Shom_DM18D10_01963",44651,32283,59625,21133,21907,23937,26040,24888,27036
"Shom_DM18D10_01964",2791,2414,3849,683,731,879,743,742,898
"Shom_DM18D10_01965",6160,4055,8439,2872,2734,2698,3434,3159,2816
"Shom_DM18D10_01966",465,411,632,283,263,348,376,269,450
"Shom_DM18D10_01967",8056,6254,11749,4911,5179,5229,4041,4555,5942
"Shom_DM18D10_01968",32227,24527,43913,15570,14829,12298,15672,14056,14170
"Shom_DM18D10_01969",28719,47741,35732,30177,31947,23221,31123,26485,31563
"Shom_DM18D10_01970",2970,3570,3484,2341,2509,1907,3129,2825,2903
"Shom_DM18D10_01971",67218,65871,87135,54940,50452,77924,104176,121355,158416
"Shom_DM18D10_01972",39404,42303,47200,35240,33076,43643,68056,77180,98021
"Shom_DM18D10_01973",137432,174213,145110,239964,207730,283223,386792,380696,456163
"Shom_DM18D10_01974",22570,24852,22268,19637,17939,15869,38727,39172,35471
"Shom_DM18D10_01975",16973,16660,18190,12566,11320,11372,23612,24162,22123
"Shom_DM18D10_01976",7750,7585,9354,4265,4591,4033,5283,5745,6272
"Shom_DM18D10_01977",45268,41967,56689,24510,25611,22362,31782,29797,34816
"Shom_DM18D10_01978",97109,60399,131500,61985,59667,75327,76460,80021,90081
"Shom_DM18D10_01979",7814,10914,8885,7402,7463,5730,10914,10498,8694
"Shom_DM18D10_01980",25595,37492,27700,34455,32922,24621,47003,41777,34673
"Shom_DM18D10_01981",29689,45685,31644,42895,38249,31788,57723,46951,41251
"Shom_DM18D10_01982",52028,38287,57610,30048,30108,37938,27715,27451,35908
"Shom_DM18D10_01983",16783,13176,18379,10168,9974,12711,9375,9065,11639
"Shom_DM18D10_01984",19138,16085,19139,10229,10592,14752,10204,10092,14340
"Shom_DM18D10_01985",36213,29909,39150,17588,17964,24266,18171,18211,22178
"Shom_DM18D10_01986",14487,13347,17098,6729,7376,9845,7890,8059,10216
"Shom_DM18D10_01987",160355,97477,214619,75312,70468,69265,115968,105418,99754
"Shom_DM18D10_01988",3955,4346,3900,2830,2979,2928,2823,3098,3527
"Shom_DM18D10_01989",12847,12953,12342,9612,9516,8671,10195,9548,10848
"Shom_DM18D10_01990",19352,19659,27487,12739,12441,12028,11637,11340,16455
"Shom_DM18D10_01991",53459,38063,51768,67625,61107,76427,81458,74805,75646
"Shom_DM18D10_01992",4944,6565,4966,7568,6842,5840,7946,8717,8639
"Shom_DM18D10_01993",11394,13523,11281,15198,13595,10463,17139,16551,16126
"Shom_DM18D10_01994",27711,28614,26519,30142,25800,18674,38063,33219,29965
"Shom_DM18D10_01995",19107,16126,20808,15189,13783,10076,19949,17892,15658
"Shom_DM18D10_01996",5915,4909,8602,1922,1922,1768,2428,2234,2642
"Shom_DM18D10_01997",6441,5327,9384,2207,2129,1855,2825,2614,2877
"Shom_DM18D10_01998",1773,1504,2365,639,613,521,727,736,771
"Shom_DM18D10_01999",79047,41027,84996,79905,69193,95995,121705,135383,136580
"Shom_DM18D10_02000",33046,30899,42960,18450,17865,20268,26943,29294,34538
"Shom_DM18D10_02001",22788,14826,29731,6702,6927,6327,9302,9992,8685
"Shom_DM18D10_02002",22862,20229,28669,14519,14867,14349,13420,12825,15609
"Shom_DM18D10_02003",24602,26578,29083,18248,18084,18402,18256,17886,22198
"Shom_DM18D10_02004",17037,19183,19122,15546,15583,13661,18706,17924,16685
"Shom_DM18D10_02005",17313,17447,20527,16836,15460,15057,20633,16632,17182
"Shom_DM18D10_02006",35063,32939,41325,32754,30320,31074,38658,32742,34196
"Shom_DM18D10_02007",3680,2160,4675,610,595,1166,451,493,617
"Shom_DM18D10_02008",598,382,882,146,142,234,121,113,147
"Shom_DM18D10_02009",249,157,358,96,91,185,83,79,105
"Shom_DM18D10_02010",255,171,368,106,105,176,93,114,125
"Shom_DM18D10_02011",108,118,146,60,83,110,89,89,117
"Shom_DM18D10_02012",16930,11828,20999,9800,9434,10370,11954,12522,12395
"Shom_DM18D10_02013",66429,59529,72727,82584,75568,71497,103386,91516,98626
"Shom_DM18D10_02014",84925,88266,82853,125989,115990,107009,173178,142249,148904
"Shom_DM18D10_02015",73604,74715,68145,116480,107224,103797,166385,135983,128117
"Shom_DM18D10_02016",21076,16379,28393,9738,9119,7717,11086,10494,10329
"Shom_DM18D10_02017",11948,8431,16345,5531,5773,5454,7733,7866,8187
"Shom_DM18D10_02018",4841,3953,6520,2612,2515,3242,2111,2654,3878
"Shom_DM18D10_02019",22667,27431,23125,25234,23769,22326,26271,25357,24218
"Shom_DM18D10_02020",68411,49748,89818,23536,23336,24894,31627,30993,31331
"Shom_DM18D10_02021",6793,11391,8219,5587,6726,4178,5568,5351,6780
"Shom_DM18D10_02022",20857,32499,24023,18720,22220,11597,21389,19162,20936
"Shom_DM18D10_02023",7715,9969,8176,5739,5690,3898,7136,5168,6075
"Shom_DM18D10_02024",12983,13496,15466,7810,7942,5780,10719,8543,8924
"Shom_DM18D10_02025",43205,43917,50064,19870,20271,16925,29043,23501,26093
"Shom_DM18D10_02026",8316,7107,8893,3062,3282,2861,4541,4041,4047
"Shom_DM18D10_02027",38981,35022,44702,12981,13291,12927,19817,17864,19258
"Shom_DM18D10_02028",18141,13582,24080,10279,10097,12062,11539,13320,15276
"Shom_DM18D10_02029",48457,37177,62767,27702,25854,27952,32177,33161,40156
"Shom_DM18D10_02030",9912,14727,11016,4757,5225,5637,6741,6992,10709
"Shom_DM18D10_02031",14046,18460,13316,8049,8015,6881,14360,11485,12308
"Shom_DM18D10_02032",14589,15796,13123,7799,7621,7361,14173,11531,11699
"Shom_DM18D10_02033",31874,31746,32053,16109,15170,15694,29340,23923,24122
"Shom_DM18D10_02034",14120,9983,17798,9270,9357,8726,10244,9930,11050
"Shom_DM18D10_02035",39011,31315,53108,21401,22006,21356,26418,24720,28381
"Shom_DM18D10_02036",1788,2706,1854,2890,3047,1770,3079,2761,2893
"Shom_DM18D10_02037",120683,157217,124507,76000,75223,71127,92751,83771,83397
"Shom_DM18D10_02038",58669,47979,41952,132664,125922,179807,170333,150492,166219
"Shom_DM18D10_02039",12942,11864,17476,6612,6422,7548,8346,8577,10869
"Shom_DM18D10_02040",68455,51810,96873,40851,39076,41259,42447,43929,56052
"Shom_DM18D10_02041",10835,11279,12829,3243,4064,4707,3953,4535,6371
"Shom_DM18D10_02042",3972,3474,5372,2494,2719,2898,3018,3040,3659
"Shom_DM18D10_02043",1241,1226,2070,1116,1265,1048,920,895,1318
"Shom_DM18D10_02044",11804,8666,14197,6160,6104,5017,7077,6550,5960
"Shom_DM18D10_02045",12557,9197,17340,8131,7275,7202,8216,8490,7915
"Shom_DM18D10_02046",8996,5784,12349,4489,4314,5882,5474,6490,6398
"Shom_DM18D10_02047",12934,9933,15557,10013,10176,12450,12684,13134,14795
"Shom_DM18D10_02048",1226,942,1746,827,836,1007,816,893,1314
"Shom_DM18D10_02049",11557,9843,15092,6286,6309,6829,5829,7142,8768
"Shom_DM18D10_02050",8543,6904,10914,4097,4129,4083,3900,4898,5845
"Shom_DM18D10_02051",14796,11728,18401,6713,6772,7128,7170,8273,9678
"Shom_DM18D10_02052",28063,21749,35014,22780,23402,22677,24251,25135,23838
"Shom_DM18D10_02053",40464,34321,51300,34356,32090,28218,38096,33915,38010
"Shom_DM18D10_02054",6342,6496,9677,5198,5567,6267,5705,6177,9142
"Shom_DM18D10_02055",4958,3686,7930,2251,2367,2502,2980,3361,3883
"Shom_DM18D10_02056",1933,2016,2164,1915,1719,1727,1664,1638,2504
"Shom_DM18D10_02057",5440,4982,6652,4468,4334,3930,4872,4626,6267
"Shom_DM18D10_02058",458208,266358,543476,379149,323721,388737,433667,445339,425519
"Shom_DM18D10_02059",35031,24656,52919,12145,12333,11771,11842,10462,12572
"Shom_DM18D10_02060",8970,6937,13348,2126,2255,3429,3662,3956,4953
"Shom_DM18D10_02061",10847,11550,8919,4151,4607,4145,5439,4985,5880
"Shom_DM18D10_02062",201885,116813,267543,139866,131467,148128,164891,156887,163573
"Shom_DM18D10_02063",31765,47679,32634,23823,23871,20141,29777,25736,25998
"Shom_DM18D10_02064",22669,28563,23593,16990,15783,12674,21839,18104,16354
"Shom_DM18D10_02065",164853,101203,214436,93210,78075,135361,112305,115987,131138
"Shom_DM18D10_02066",16117,16871,21373,8716,9541,9925,9064,9984,12938
"Shom_DM18D10_02067",16115,18889,19129,10239,11121,10723,12501,13437,16807
"Shom_DM18D10_02068",19816,28036,21571,11579,12543,13085,16954,17477,22512
"Shom_DM18D10_02069",35523,30498,41590,28217,32436,36165,37469,42590,46705
"Shom_DM18D10_02070",13642,13684,12058,23932,21161,17599,36537,32711,33307
"Shom_DM18D10_02071",18135,18168,16379,31246,26755,21524,50731,40846,38722
"Shom_DM18D10_02072",36415,35199,34792,54061,46432,38181,89289,72987,69017
"Shom_DM18D10_02073",30690,32789,33787,39724,34766,31114,73070,60588,59700
"Shom_DM18D10_02074",3551,5008,3454,3906,3241,3802,9039,7439,8793
"Shom_DM18D10_02075",1965,2574,2035,2005,1634,1867,4934,3980,4917
"Shom_DM18D10_02076",95432,63949,119038,77050,75403,94663,72503,78418,94578
"Shom_DM18D10_02077",774,609,986,524,528,570,481,561,623
"Shom_DM18D10_02078",15004,14866,18380,10669,10779,10167,11075,10769,14618
"Shom_DM18D10_02079",6528,6258,8238,3591,3837,3805,4523,4410,5394
"Shom_DM18D10_02080",7806,7283,8936,5526,5408,4530,7323,6194,6607
"Shom_DM18D10_02081",32589,32370,36944,23640,22191,18978,33159,24995,27562
"Shom_DM18D10_02082",115353,100900,129144,34834,34977,35751,58692,48301,50358
"Shom_DM18D10_02083",8749,8391,9092,3896,3905,3444,6670,5284,5181
"Shom_DM18D10_02084",10733,10633,11155,4760,4372,4050,7825,6432,6226
"Shom_DM18D10_02085",2888,2935,2845,1312,1113,1042,1993,1598,1503
"Shom_DM18D10_02086",194735,293578,202328,154674,147995,135529,265629,222550,229046
"Shom_DM18D10_02087",20133,25969,22844,12592,13928,11623,18020,18000,18642
"Shom_DM18D10_02088",812,651,1093,483,528,544,555,701,769
"Shom_DM18D10_02089",4075,3134,5460,2710,2572,2801,2872,3415,4033
"Shom_DM18D10_02090",17960,16241,27477,13252,13636,11263,11679,12223,14673
"Shom_DM18D10_02091",14590,16393,13731,10890,10625,10200,14610,14473,16224
"Shom_DM18D10_02092",35484,32878,42877,19095,18166,16562,29954,25046,25782
"Shom_DM18D10_02093",28127,35868,31326,38009,34969,30188,61421,49075,53066
"Shom_DM18D10_02094",7229,8046,7239,8402,7712,6328,14541,11790,10791
"Shom_DM18D10_02095",2929,2161,3674,998,1057,1196,1124,1110,1279
"Shom_DM18D10_02096",7823,7195,10998,1739,1838,1704,2263,2025,2322
"Shom_DM18D10_02097",2825,2802,4226,2370,2298,2371,2237,2208,3413
"Shom_DM18D10_02098",18260,19466,23112,17824,17073,14710,17722,16531,23921
"Shom_DM18D10_02099",8226,9451,8777,7403,7177,5838,9440,8233,9465
"Shom_DM18D10_02100",29440,39212,32658,30991,30434,25559,38568,34032,39534
"Shom_DM18D10_02101",25055,32589,26028,30270,28466,23472,36709,32345,33860
"Shom_DM18D10_02102",34580,44138,33690,36774,34337,28654,47129,42646,45264
"Shom_DM18D10_02103",64634,64120,59085,61519,55932,54597,75221,64713,69201
"Shom_DM18D10_02104",59836,56695,58026,53507,49319,49521,70895,58582,62522
"Shom_DM18D10_02105",49791,40846,51959,40700,39171,39919,52308,45980,44404
"Shom_DM18D10_02106",19481,16163,21074,16408,15593,16472,20136,18406,17693
"Shom_DM18D10_02107",25117,26147,29242,20768,19480,19201,26743,25540,26899
"Shom_DM18D10_02108",23278,21472,26542,15351,14342,13653,20849,18807,19617
"Shom_DM18D10_02109",47169,40694,53070,29286,26704,25470,39309,34375,33974
"Shom_DM18D10_02110",17809,14581,20806,10111,9769,9171,15029,13519,13071
"Shom_DM18D10_02111",8428,7160,12197,4926,4600,4423,6216,5825,6941
"Shom_DM18D10_02112",16903,14782,24600,10378,9445,9013,13773,11507,14694
"Shom_DM18D10_02113",41076,30669,24808,117948,112765,115253,228788,225657,175218
"Shom_DM18D10_02114",20815,17076,18124,77136,71232,80985,158600,146392,114253
"Shom_DM18D10_02115",35269,27107,40667,12768,14092,12369,14480,14816,14898
"Shom_DM18D10_02116",7558,6787,8403,3006,3185,2805,3684,3390,3389
"Shom_DM18D10_02117",19374,25749,20971,12510,12759,11308,17940,15649,14677
"Shom_DM18D10_02118",41648,61405,44601,28922,29634,24926,44698,36451,35494
