"","Shom_PJ_020","Shom_PJ_021","Shom_PJ_022","Shom_PJ_023","Shom_PJ_024","Shom_PJ_025","Shom_PJ_026","Shom_PJ_027","Shom_PJ_028"
"Shom_DM21B05_00704",10392,8289,8031,8273,7936,7580,6892,9293,6781
"Shom_DM21B05_00705",3287,2635,2493,2724,2553,2325,2305,3371,2169
"Shom_DM21B05_00706",6235,5160,4774,4965,4518,4144,3025,4802,3770
"Shom_DM21B05_00707",6034,5103,4613,5132,4788,4375,3768,5168,4043
"Shom_DM21B05_00708",344,335,258,295,293,265,222,240,252
"Shom_DM21B05_00709",11486,9719,10353,8278,8288,6652,8590,10392,7202
"Shom_DM21B05_00710",2836591,2000772,1547442,1660505,1546278,1252162,643354,632685,1501020
"Shom_DM21B05_00711",1036438,713874,443117,677363,682666,231458,240516,210678,467389
"Shom_DM21B05_00712",212588,152614,110614,138785,141087,57481,54185,49057,98848
"Shom_DM21B05_00713",333660,240274,194666,187276,189314,83733,70294,63025,163179
"Shom_DM21B05_00714",71758,49301,40396,35394,35228,15785,16290,14555,29569
"Shom_DM21B05_00715",565689,395989,329690,424328,445150,163216,121888,115949,246415
"Shom_DM21B05_00716",315267,223295,210423,235861,251865,107858,82213,83131,171703
"Shom_DM21B05_00717",27239,19488,18677,15473,17336,7259,5491,4675,10000
"Shom_DM21B05_00718",232534,178056,186166,105534,115361,86609,91071,64857,107951
"Shom_DM21B05_00719",181807,131573,143593,89308,96471,65928,60331,46050,82097
"Shom_DM21B05_00720",205719,152674,132783,120867,135225,66436,71140,51642,96841
"Shom_DM21B05_00721",206826,145477,120837,133959,145275,71356,63196,51702,104246
"Shom_DM21B05_00722",40038,30253,22434,30716,30949,26066,19557,21769,21547
"Shom_DM21B05_00723",3905,2913,2287,2955,2962,2789,2891,2938,2207
"Shom_DM21B05_00724",27255,20327,14577,18614,17828,23940,11067,14485,13786
"Shom_DM21B05_00725",27197,19972,14828,18388,17347,23306,10987,12984,13490
"Shom_DM21B05_00726",29928,21953,16479,21816,21047,29253,15979,19359,15827
"Shom_DM21B05_00727",18798,13953,10367,14250,13848,19536,10286,12605,10031
"Shom_DM21B05_00728",53089,39892,29553,43079,40781,55965,31347,38074,28241
"Shom_DM21B05_00729",19276,14307,10977,15681,14621,18435,9727,10408,8848
"Shom_DM21B05_00730",56568,43902,48426,32235,32564,28475,37435,38377,32012
"Shom_DM21B05_00731",19691,14351,13573,9643,9563,5876,4597,5054,7114
"Shom_DM21B05_00732",17277,11873,10861,8781,9041,4958,3972,4259,6965
"Shom_DM21B05_00733",78653,56696,47852,77428,79764,96066,61820,55859,53985
"Shom_DM21B05_00734",37539,27338,22878,35253,35773,42468,28156,24522,22647
"Shom_DM21B05_00735",17881,12774,10736,17782,18115,24831,21437,15461,10965
"Shom_DM21B05_00736",11320,8200,6929,12022,11557,16163,18342,13148,6923
"Shom_DM21B05_00737",53824,43850,50745,37899,35871,30695,41831,38688,37413
"Shom_DM21B05_00738",3288,2991,3399,8396,9027,17753,7367,12267,20290
"Shom_DM21B05_00739",3953,3392,3925,10104,11113,20085,7413,12177,24617
"Shom_DM21B05_00740",2935,2334,2143,1838,1765,1555,1578,1850,1603
"Shom_DM21B05_00757",110441,85959,72423,96962,90998,86841,104522,107146,68844
"Shom_DM21B05_00758",46067,36979,31506,43621,42628,35832,28141,32783,31242
"Shom_DM21B05_00759",6756,5518,5370,7094,6799,6116,4681,5748,6283
"Shom_DM21B05_00760",5144,4199,4096,5511,5202,4501,4524,6057,4937
"Shom_DM21B05_00761",113826,80595,39655,146932,146180,195016,521107,493342,188639
"Shom_DM21B05_00762",7682,5670,5257,5338,6148,3332,4453,5451,4037
"Shom_DM21B05_00763",324249,238169,233529,180218,185664,105633,79824,85416,120265
"Shom_DM21B05_00764",23143,18274,17318,14055,13938,11270,8737,10854,12537
"Shom_DM21B05_00765",11147,8671,9273,7090,7032,5283,5830,7089,5880
"Shom_DM21B05_00766",29957,23637,22510,18771,19008,16400,19226,19797,14334
"Shom_DM21B05_00767",10625,7940,7445,6004,6002,4342,5057,5296,4226
"Shom_DM21B05_00768",7242,5716,5449,4302,4318,3361,3796,3800,2920
"Shom_DM21B05_00769",17744,12881,13889,9349,9737,6543,4356,4744,7167
"Shom_DM21B05_00770",38043,28197,29345,19314,19525,12481,6455,7865,14761
"Shom_DM21B05_00771",66514,50296,55424,36533,38346,26894,18243,24191,31049
"Shom_DM21B05_00772",8260,6332,6312,4697,4734,3518,4430,5273,4037
"Shom_DM21B05_00773",335684,269390,271873,149296,162742,129436,167954,123834,153640
"Shom_DM21B05_00774",110823,85498,85644,69046,66642,66176,49753,64771,74636
"Shom_DM21B05_00775",104387,80221,81324,58697,56909,51964,32035,41304,63652
"Shom_DM21B05_00776",226351,154226,87778,219539,200965,232836,147260,156159,189946
"Shom_DM21B05_00777",283148,206565,122206,309762,276861,312443,193337,228226,265088
"Shom_DM21B05_00778",130341,97687,61578,132830,121053,127156,76622,87210,105239
"Shom_DM21B05_00779",16346,13160,12577,15529,16524,11108,9010,11057,10879
"Shom_DM21B05_00780",42275,32970,27702,44154,43000,42016,52333,49125,34158
"Shom_DM21B05_00781",14694,11431,10383,11095,10998,9970,8978,9730,8302
"Shom_DM21B05_00782",3807,2971,2578,3120,3201,3017,2773,2916,2233
"Shom_DM21B05_00783",30179,22607,21975,19833,19993,17418,15589,16228,15607
"Shom_DM21B05_00784",129332,98928,93824,85397,83770,70844,48295,57692,66491
"Shom_DM21B05_00785",8860,6935,6622,6719,6294,6039,4732,5792,5827
"Shom_DM21B05_00786",3001,2227,2260,2157,2221,1889,1446,1914,1948
"Shom_DM21B05_00787",5434,4038,4225,4025,3790,3300,2247,2946,3417
"Shom_DM21B05_00788",9121,7660,6226,8292,8023,9096,9451,10120,6590
"Shom_DM21B05_00789",16898,13220,11061,15428,14620,16347,19619,20398,12089
"Shom_DM21B05_00790",21833,17383,13994,22737,21181,21370,21019,24752,16799
"Shom_DM21B05_00791",25401,18580,11599,29028,27095,39955,76383,64472,22134
"Shom_DM21B05_00792",20385,14564,9796,22936,21454,27906,43895,43835,16460
"Shom_DM21B05_00793",9635,7399,7834,6362,6608,4387,4477,6807,4971
"Shom_DM21B05_00797",17971,14025,13854,13938,13567,9620,12680,13587,8740
"Shom_DM21B05_00798",47159,38072,35790,33085,33785,26721,26837,29108,21672
"Shom_DM21B05_00799",61245,48895,45203,43249,45152,34870,24418,32139,35398
"Shom_DM21B05_00800",5211,4299,3599,3907,4123,3279,3000,3479,2528
"Shom_DM21B05_00802",6499,4325,3433,8514,8270,4158,6435,5525,5245
"Shom_DM21B05_00803",17308,13046,8739,25667,26616,10100,13654,12100,15575
"Shom_DM21B05_00804",13924,10639,7664,10916,9919,10804,5498,6260,7351
"Shom_DM21B05_00805",8696,6958,6305,7034,6387,5291,3184,4223,4938
"Shom_DM21B05_00806",9010,7268,6543,7122,6741,6004,3884,4557,5745
"Shom_DM21B05_00807",1784,1355,1489,1414,1471,1030,1114,1254,1098
"Shom_DM21B05_00808",16962,13458,13873,11146,10520,9078,12212,13553,10309
"Shom_DM21B05_00809",35271,25201,31092,20684,21199,15586,6004,6784,17989
"Shom_DM21B05_00810",10621,9960,6781,18282,19987,11371,18278,25685,21121
"Shom_DM21B05_00811",1848,1859,1096,3591,4196,2136,4357,6260,3749
"Shom_DM21B05_00812",2968,3007,1927,5755,6925,3711,7604,11197,5828
"Shom_DM21B05_00813",29398,22794,21085,15228,16736,13639,10941,11350,16312
"Shom_DM21B05_00814",11031,8336,7844,6245,6947,5539,4544,5647,6657
"Shom_DM21B05_00815",1645,1349,1339,1173,1262,1279,1912,2268,1262
"Shom_DM21B05_00816",24695,21385,15214,6356,6815,3970,4137,3576,4358
"Shom_DM21B05_00817",3567,2696,2371,2286,2225,1628,1887,2339,1511
"Shom_DM21B05_00818",14951,11353,10218,10020,9621,6233,4356,6235,6554
"Shom_DM21B05_00819",4693,3839,3244,3282,3118,1840,1863,2299,1836
"Shom_DM21B05_00820",8731,6438,5377,5522,5618,3929,3898,3406,2870
"Shom_DM21B05_00821",57958,43530,29978,33476,35065,19242,8414,6777,13829
"Shom_DM21B05_00822",32205,23711,14666,18015,18020,9437,4065,3292,7089
"Shom_DM21B05_00823",1060,870,787,633,661,395,585,497,474
"Shom_DM21B05_00824",8260,6879,6346,5144,5452,4179,4968,7160,6649
"Shom_DM21B05_00825",1941,1539,1178,1851,2054,1342,1794,1470,1011
"Shom_DM21B05_00826",394,291,243,405,382,216,407,377,169
"Shom_DM21B05_00827",1019,822,635,1026,1125,589,753,751,368
"Shom_DM21B05_00828",433,315,188,485,505,382,1295,839,233
"Shom_DM21B05_00829",2940,2243,1344,3471,3546,2679,4153,3586,1655
"Shom_DM21B05_00830",1446,1059,722,2103,2314,1674,3495,2635,944
"Shom_DM21B05_00831",948,708,443,1607,1698,1090,2142,1580,615
"Shom_DM21B05_00832",1421,1051,838,889,830,827,1342,1350,571
"Shom_DM21B05_00833",1190,897,813,741,724,651,1046,974,595
"Shom_DM21B05_00834",646,527,471,407,384,325,351,422,306
"Shom_DM21B05_00835",693,544,568,533,510,403,426,533,369
"Shom_DM21B05_00836",221,185,164,195,202,154,162,188,140
"Shom_DM21B05_00837",23,16,15,17,22,18,15,25,17
"Shom_DM21B05_00838",48,47,36,35,37,22,34,48,27
"Shom_DM21B05_00839",107,97,72,92,80,55,53,93,64
"Shom_DM21B05_00840",55,42,36,44,59,34,51,65,41
"Shom_DM21B05_00841",37,33,15,26,39,21,28,31,23
"Shom_DM21B05_00842",2534,2139,1867,1876,2047,1600,1753,2081,1599
"Shom_DM21B05_00843",29473,23950,20976,20894,19166,18141,17529,15814,14992
"Shom_DM21B05_00844",42516,33208,31175,28795,26477,24944,30711,27102,21715
"Shom_DM21B05_00845",51305,39690,37482,32490,30213,29546,31607,29520,25187
"Shom_DM21B05_00846",9790,7851,7522,6657,6092,5938,6742,6122,5025
"Shom_DM21B05_00847",87362,65473,71230,54132,57341,38327,34212,38252,54230
"Shom_DM21B05_00848",86177,62397,60579,75361,78692,39736,29013,37104,62512
"Shom_DM21B05_00849",28055,20275,18532,22408,25111,8704,8181,9572,15100
"Shom_DM21B05_00850",5160,3821,3663,4115,4846,2127,2938,3212,3004
"Shom_DM21B05_00851",102595,78004,47526,82233,72582,95622,130548,141338,66299
"Shom_DM21B05_00852",13209,10911,9641,14463,14677,10720,11832,13552,11289
"Shom_DM21B05_00853",34976,28113,27020,30806,31433,22838,26847,30197,24648
"Shom_DM21B05_00854",13569,10194,8748,5267,6709,5017,6639,5545,4527
"Shom_DM21B05_00855",10033,7587,8045,6689,7203,6132,9743,19425,9347
"Shom_DM21B05_00856",4031,3191,1942,4274,3929,2131,9177,10171,6212
"Shom_DM21B05_00857",69632,56432,49152,67189,68796,58713,49762,91969,86936
"Shom_DM21B05_00858",79831,64711,56697,79700,82974,72665,69217,117072,102323
"Shom_DM21B05_00859",45431,34610,30250,23078,23426,18847,12036,9325,13529
"Shom_DM21B05_00860",1294,919,851,1048,1040,805,983,1326,1019
"Shom_DM21B05_00861",152141,117184,72601,200711,155383,265632,412718,401504,193983
"Shom_DM21B05_00862",1560,1183,1017,1169,1099,849,1042,1437,768
"Shom_DM21B05_00863",22893,18518,15308,19062,17715,16241,17844,17417,13390
"Shom_DM21B05_00864",49648,34718,36534,25260,26508,15024,19565,14167,24522
"Shom_DM21B05_00865",186141,126370,125832,94405,98126,47710,44906,35158,94980
"Shom_DM21B05_00866",48721,31574,30844,24549,25368,11433,11246,8649,23053
"Shom_DM21B05_00867",3124,2319,2259,2174,1991,2348,4767,4418,2458
"Shom_DM21B05_00868",54039,39952,40170,28878,30094,23856,15984,15456,26033
"Shom_DM21B05_00869",6363,4732,4603,3539,3493,2451,1357,1427,3156
"Shom_DM21B05_00870",8750,6047,6179,4615,4978,3262,2579,2711,3911
"Shom_DM21B05_00871",2880,2281,2552,1826,2012,1291,1209,1502,1549
"Shom_DM21B05_00872",605,514,203,2223,2296,544,1958,2378,2676
"Shom_DM21B05_00873",757,707,347,3089,3264,800,1893,2332,4007
"Shom_DM21B05_00874",2029,1693,1083,6815,6839,1938,4671,6262,8748
"Shom_DM21B05_00875",4603,3559,2854,10469,9781,4455,11164,12986,15267
"Shom_DM21B05_00876",2272,1850,1778,3514,3536,1486,1760,2224,4721
"Shom_DM21B05_00877",3103,2419,2622,4507,4533,3126,5256,5303,3992
"Shom_DM21B05_00878",3042,2627,2215,2438,2360,2753,4020,5043,1945
"Shom_DM21B05_00879",1584,1146,1025,856,838,615,894,1171,644
"Shom_DM21B05_00880",12470,9143,6389,12615,11865,13486,14270,12541,9340
"Shom_DM21B05_00881",28579,22173,15093,31741,30579,32215,24755,25094,22273
"Shom_DM21B05_00882",30216,22528,16529,38530,35307,33468,18167,20556,25687
"Shom_DM21B05_00883",272457,193964,107006,219633,213340,359057,379522,325039,202969
"Shom_DM21B05_00884",1334,1084,690,1668,1647,1015,2657,2781,1188
"Shom_DM21B05_00885",510,388,368,260,247,226,209,235,237
"Shom_DM21B05_00886",16145,12406,10663,10543,10169,8146,9555,9923,8170
"Shom_DM21B05_00887",139,113,80,162,176,248,103,172,118
"Shom_DM21B05_00888",221,157,139,197,217,341,159,286,145
"Shom_DM21B05_00889",2657,2052,1885,1988,2092,1879,1599,2083,1342
"Shom_DM21B05_00890",246,206,167,186,211,204,313,342,130
"Shom_DM21B05_00891",669,501,534,394,323,333,487,572,285
"Shom_DM21B05_00892",4752,4221,3392,1709,1693,1747,1617,1940,1458
"Shom_DM21B05_00893",1239,1065,861,336,289,446,527,535,290
"Shom_DM21B05_00894",1111,1008,771,198,258,390,336,458,227
"Shom_DM21B05_00895",32235,25258,24088,23344,25733,17388,13313,14681,15417
"Shom_DM21B05_00896",10455,7695,8548,7513,8852,4234,3432,4262,6195
"Shom_DM21B05_00897",24522,17932,21121,17190,19882,9899,6407,7428,16336
"Shom_DM21B05_00898",13999,10432,12435,10211,12091,5712,4954,6265,9753
"Shom_DM21B05_00899",1452,1089,1257,869,1136,528,704,785,1000
"Shom_DM21B05_00900",9468,6236,7583,4268,4380,3150,5600,3319,3422
"Shom_DM21B05_00901",38887,31450,34694,33517,34824,25540,16572,23432,28493
"Shom_DM21B05_00902",58347,45963,48654,43400,44420,33864,33562,43844,38673
"Shom_DM21B05_00903",10961,8655,7380,5495,5632,4791,7126,6527,4382
"Shom_DM21B05_00904",44872,34587,30907,28109,28066,23161,20725,22184,22084
"Shom_DM21B05_00905",55810,41254,41662,35932,36478,26922,18052,20395,26705
"Shom_DM21B05_00906",78011,58697,58474,48275,49371,33629,23379,24865,35608
"Shom_DM21B05_00907",3238,2415,2787,1524,1842,1107,864,1105,1426
"Shom_DM21B05_00908",437496,326177,175278,97742,88698,204910,207883,157592,123081
"Shom_DM21B05_00909",2101,1682,1478,1492,1435,969,886,1047,1508
"Shom_DM21B05_00910",1446,1177,946,1027,1003,627,566,689,1013
"Shom_DM21B05_00911",2785,2101,2069,2522,2486,2215,2488,3057,1867
"Shom_DM21B05_00912",39667,30990,28118,23754,23810,17655,15664,17871,18351
"Shom_DM21B05_00913",160487,122947,115766,107320,106374,89343,67391,79349,82092
"Shom_DM21B05_00914",40197,31238,29736,26577,26712,22690,18112,20991,20249
"Shom_DM21B05_00915",55818,40364,39518,35963,36678,28889,21446,23113,26513
"Shom_DM21B05_00916",19890,13971,13046,24378,26462,15192,16074,17484,40243
"Shom_DM21B05_00919",23677,19040,18276,20784,19689,17425,16465,19724,17354
"Shom_DM21B05_00920",57005,44532,43165,47898,45730,35085,23579,28620,38953
"Shom_DM21B05_00921",33912,25048,25202,26641,26750,18276,12630,13990,21012
"Shom_DM21B05_00922",23950,17431,17090,16328,16473,11465,9655,10206,13507
"Shom_DM21B05_00923",3977,3047,3039,3636,4044,2357,2969,2954,2475
"Shom_DM21B05_00924",2636,2046,2311,2155,2123,1612,813,939,1875
"Shom_DM21B05_00925",1140,921,1014,1173,1369,548,605,831,728
"Shom_DM21B05_00926",1882,1436,1266,1452,1397,1460,1622,1669,1151
"Shom_DM21B05_00927",39588,32583,30789,29146,29966,23095,28986,35735,23701
"Shom_DM21B05_00928",1110,758,388,2058,2019,646,1444,1739,674
"Shom_DM21B05_00929",1138,714,401,2135,2149,675,1533,1835,568
"Shom_DM21B05_00930",16399,11241,7991,18436,18462,10754,14232,13519,10858
"Shom_DM21B05_00931",9905,6313,4702,11457,11018,6212,7354,6890,7198
"Shom_DM21B05_00932",1774,1352,1176,1355,1289,1365,1539,1576,1083
"Shom_DM21B05_00933",9516,7430,6481,7487,7472,4514,4623,6602,5613
"Shom_DM21B05_00934",16635,12008,15510,8070,8981,5714,15119,17232,25463
"Shom_DM21B05_00935",47825,33906,44441,22678,23721,14854,28017,36938,72153
"Shom_DM21B05_00936",1170,901,787,1039,1044,832,1402,1635,815
"Shom_DM21B05_00937",12657,10058,8756,12018,11978,10675,12898,13849,9071
"Shom_DM21B05_00938",5466,4182,4382,6563,6626,4317,4252,6460,6306
"Shom_DM21B05_00939",6960,5563,5201,3125,3180,2373,3553,4580,2820
"Shom_DM21B05_00940",22557,18088,16235,12488,12003,10255,13762,17877,9681
"Shom_DM21B05_00941",1601,1255,1179,1326,1219,1082,1229,1434,1009
"Shom_DM21B05_00942",13720,10255,9866,10409,10177,11552,8527,9137,8419
"Shom_DM21B05_00943",1596,1373,1183,1291,1205,1230,1297,1018,931
"Shom_DM21B05_00944",3045,2523,2195,2424,2295,2288,2554,2125,1675
"Shom_DM21B05_00945",3214,2791,2420,2517,2464,2412,3590,2968,1794
"Shom_DM21B05_00946",2666,2373,1792,1995,1952,1819,2167,2056,1340
"Shom_DM21B05_00947",3,7,5,3,4,2,4,3,1
"Shom_DM21B05_00948",55,61,61,51,50,24,28,41,27
"Shom_DM21B05_00949",146,126,103,113,139,62,79,79,61
"Shom_DM21B05_00950",33,25,27,29,32,16,19,25,15
"Shom_DM21B05_00951",62,45,46,48,48,33,42,41,24
"Shom_DM21B05_00952",1237,945,924,1468,1523,1116,1006,1216,929
"Shom_DM21B05_00953",693,529,585,570,673,337,270,283,432
"Shom_DM21B05_00954",914,700,717,551,605,364,540,479,370
"Shom_DM21B05_00955",14,11,6,24,38,9,4,7,10
"Shom_DM21B05_00956",351,306,290,190,209,124,142,106,138
"Shom_DM21B05_00957",3398,2549,2125,12667,14245,12044,39783,32423,26732
"Shom_DM21B05_00958",288,244,216,1340,1579,1219,1911,1969,1943
"Shom_DM21B05_00959",26135,19945,17789,83904,93528,63576,49538,53559,94602
"Shom_DM21B05_00960",178709,137192,100103,238871,217425,237779,164075,148577,161171
"Shom_DM21B05_00961",528386,401830,277487,845449,769608,805035,351258,338196,594918
"Shom_DM21B05_00962",171956,126379,84179,240884,216832,252371,137296,117227,204108
"Shom_DM21B05_00963",7400,5932,5722,3701,3783,3272,5005,5926,4700
"Shom_DM21B05_00964",1390,1179,1091,1018,1100,835,1087,1131,796
"Shom_DM21B05_00965",4675,3769,3338,2858,2860,2403,3426,4238,2444
"Shom_DM21B05_00966",9693,7522,6651,6067,5838,4802,6438,7764,4931
"Shom_DM21B05_00967",20586,16095,16539,21924,22164,12459,18124,21877,13658
"Shom_DM21B05_00968",9895,7197,6966,4093,3945,3275,3724,4091,3752
"Shom_DM21B05_00969",11138,8566,8093,5797,5405,4324,3656,4266,5261
"Shom_DM21B05_00970",2941,2235,2394,2115,2038,1601,829,945,2017
"Shom_DM21B05_00971",10786,8347,8779,7488,8033,5841,4095,4864,7732
"Shom_DM21B05_00972",8712,6479,7269,5844,5938,4915,4148,4788,6663
"Shom_DM21B05_00973",1070,835,889,721,778,657,617,589,878
"Shom_DM21B05_00974",761,682,597,563,589,502,855,971,624
"Shom_DM21B05_00975",1321,1112,975,921,996,741,1032,1220,918
"Shom_DM21B05_00976",212,167,206,315,345,261,443,480,330
"Shom_DM21B05_00977",420,289,259,349,368,326,504,540,358
"Shom_DM21B05_00978",11718,8224,8346,46154,47639,77632,41484,67969,95877
"Shom_DM21B05_00979",13818,10106,9578,42853,46693,74094,44540,68459,91562
"Shom_DM21B05_00980",5264,4007,3796,10104,10531,15820,15261,19557,18432
"Shom_DM21B05_00981",22738,17742,18247,24796,24915,13889,21035,25061,15020
"Shom_DM21B05_00982",5374,4176,1520,2633,2422,2137,2755,3297,1701
"Shom_DM21B05_00983",13536,10460,2376,942,1018,874,713,819,1008
"Shom_DM21B05_00984",13711,10596,2338,935,942,875,566,795,886
"Shom_DM21B05_00985",1103,904,873,734,832,461,556,602,555
"Shom_DM21B05_00986",46196,36189,18147,51560,44875,49612,64492,84950,39327
"Shom_DM21B05_00987",33581,24425,18395,31844,27440,27461,47541,63268,34351
"Shom_DM21B05_00988",391,304,181,438,395,331,196,254,424
"Shom_DM21B05_00989",3059,2321,1914,3110,2947,3147,1464,1707,3205
"Shom_DM21B05_00990",328,248,262,228,247,199,193,265,244
"Shom_DM21B05_00991",8760,6414,2545,9488,8782,9543,15229,12469,5549
"Shom_DM21B05_00992",6572,5684,5591,4100,4911,2614,5955,5824,2721
"Shom_DM21B05_00993",28785,21313,23724,21602,21147,18923,19723,23625,22936
"Shom_DM21B05_00994",53064,42300,43388,39427,37141,35196,36358,36780,35597
"Shom_DM21B05_00995",2472,2091,1809,1322,1402,924,1248,1182,1144
"Shom_DM21B05_00996",1290,1001,886,911,878,768,897,1178,706
"Shom_DM21B05_00997",1018,867,828,864,847,730,922,1046,719
"Shom_DM21B05_00998",65811,40435,22723,132559,134524,237025,680543,374312,238472
"Shom_DM21B05_00999",10750,8497,6591,13109,12911,10563,12390,11359,10056
"Shom_DM21B05_01000",7410,5472,4703,4301,4451,3687,8033,7183,3688
"Shom_DM21B05_01001",17295,13037,13851,11042,10462,8416,18593,20558,11473
"Shom_DM21B05_01002",11957,8883,5997,18827,16820,7936,11516,12044,15325
"Shom_DM21B05_01003",3874,3451,2914,1006,1004,687,1006,1048,977
"Shom_DM21B05_01004",10757,9218,7157,7629,7138,7395,9371,12563,6072
"Shom_DM21B05_01005",10038,9554,7865,4855,4805,3038,5588,4784,4821
"Shom_DM21B05_01006",4210,3538,3312,3110,3202,2172,2114,2454,2699
"Shom_DM21B05_01007",3435,2748,2831,2679,2641,1862,1215,1451,2271
"Shom_DM21B05_01008",11857,8944,9028,14856,13949,12175,9461,13052,15068
"Shom_DM21B05_01009",171882,135740,102921,154440,137146,93916,71441,106001,99579
"Shom_DM21B05_01010",5510,4141,3868,6700,6874,4729,4299,9764,6080
"Shom_DM21B05_01011",515143,394702,280568,654402,558650,767607,450714,674366,548932
"Shom_DM21B05_01012",3316,2557,1738,6917,6117,7245,7143,9717,5772
"Shom_DM21B05_01013",65833,47802,23581,83666,73696,77238,105788,97553,60110
"Shom_DM21B05_01014",17211,11917,11928,73426,96060,39714,104737,333706,229641
"Shom_DM21B05_01015",5833,4178,5996,6232,8993,1445,1513,1254,2739
"Shom_DM21B05_01017",3190,2663,2274,3501,3317,2560,3191,2756,2467
"Shom_DM21B05_01018",2159,1809,1759,2149,2063,1514,1801,1922,1866
"Shom_DM21B05_01019",11395,9302,8781,11977,11890,7218,9367,11481,8376
"Shom_DM21B05_01020",7443,5927,6822,6796,7080,4069,4038,5494,5876
"Shom_DM21B05_01021",19322,14642,15259,11167,10965,9488,8444,10870,11246
"Shom_DM21B05_01022",38503,29128,30900,20849,19945,17159,15147,18356,20563
"Shom_DM21B05_01023",4402,3242,3401,2196,2255,1926,2582,2824,2446
"Shom_DM21B05_01024",123031,89944,47834,125477,110660,108726,179983,201856,85114
"Shom_DM21B05_01025",5072,4209,4821,3384,3416,2261,3200,2785,2790
"Shom_DM21B05_01026",10042,7711,8349,6258,6409,5818,7821,8034,6463
"Shom_DM21B05_01027",968,821,772,714,798,460,579,810,620
"Shom_DM21B05_01028",4286,3126,3250,8515,8260,5815,7542,8401,7643
"Shom_DM21B05_01029",1543,1192,1267,880,743,565,648,715,696
"Shom_DM21B05_01030",1884,1585,1535,1374,1413,992,1166,1151,974
"Shom_DM21B05_01031",430172,347400,265420,285146,249167,479944,422173,364545,223603
"Shom_DM21B05_01032",3649,2975,2614,5757,5175,4120,8191,9024,4472
"Shom_DM21B05_01033",24768,17661,21186,10635,11917,6408,4061,3133,9958
"Shom_DM21B05_01034",10435,7591,4502,12614,11268,9440,8606,9870,8453
"Shom_DM21B05_01035",8009,6345,6293,8563,7708,6502,7251,7927,10570
"Shom_DM21B05_01036",20545,16030,15553,21271,19182,17261,22065,22159,27723
"Shom_DM21B05_01037",38639,29208,17178,49145,40404,37016,54892,75256,40550
"Shom_DM21B05_01038",4310,3340,3708,2633,2682,2148,1965,7695,2276
"Shom_DM21B05_01039",8679,6553,7284,6660,6274,5828,4728,30225,6480
"Shom_DM21B05_01040",3857,2793,3039,3075,2915,2735,2953,18763,3105
"Shom_DM21B05_01041",330,255,260,192,167,184,193,4444,143
"Shom_DM21B05_01042",380,266,253,813,1091,1035,2399,2560,2537
"Shom_DM21B05_01043",1193,961,953,713,746,552,771,2143,620
"Shom_DM21B05_01044",23375,17996,13703,31705,27664,24185,49507,76882,37707
"Shom_DM21B05_01045",7138,5812,5223,4136,3924,3445,3468,3817,3244
"Shom_DM21B05_01046",9199,7048,5652,6393,6189,4700,2908,4099,5500
"Shom_DM21B05_01047",2984,2293,1879,2142,2025,1556,1148,1611,1735
"Shom_DM21B05_01048",14155,12210,12990,10055,10109,6794,14174,14682,7613
"Shom_DM21B05_01049",371,225,129,18254,16138,5357,25874,19711,14004
"Shom_DM21B05_01050",142,101,56,8486,7381,2728,14280,9821,6669
"Shom_DM21B05_01051",929,724,480,31136,28036,10705,44209,32632,28579
"Shom_DM21B05_01052",1065,759,599,28942,26648,10671,52617,35899,29781
"Shom_DM21B05_01053",1630,1075,732,1639,1494,1579,6597,4494,1948
"Shom_DM21B05_01054",13495,9988,9400,14036,14077,10801,6467,118082,12869
"Shom_DM21B05_01055",3420,2720,2760,2583,2390,2085,1648,6499,2498
"Shom_DM21B05_01056",3937,2971,1948,3468,3205,2831,7393,12711,3852
"Shom_DM21B05_01057",179,122,120,106,106,97,205,286,110
"Shom_DM21B05_01058",64,54,63,60,51,37,33,38,52
"Shom_DM21B05_01059",69184,52168,23433,259322,263593,273418,662137,349953,206628
"Shom_DM21B05_01060",1039,884,824,589,621,537,817,745,533
"Shom_DM21B05_01061",233,178,163,155,138,131,120,128,135
"Shom_DM21B05_01062",207,192,173,145,133,150,185,223,146
"Shom_DM21B05_01063",109,92,79,68,63,59,57,83,60
"Shom_DM21B05_01064",1213,958,817,1082,966,834,1493,1742,924
"Shom_DM21B05_01065",273,223,196,185,209,178,187,240,187
"Shom_DM21B05_01066",1039,782,759,793,774,661,795,1098,641
"Shom_DM21B05_01067",27406,21110,20916,17171,16543,14914,12492,16921,15708
"Shom_DM21B05_01068",22738,17740,18247,24797,24916,13889,21033,25061,15019
"Shom_DM21B05_01069",270,172,136,289,226,214,281,294,153
"Shom_DM21B05_01070",9272,7458,7207,7949,7643,8133,7211,7205,7197
"Shom_DM21B05_01071",503,394,395,491,513,423,572,564,428
"Shom_DM21B05_01072",27828,22265,22415,17689,16395,15911,14203,17240,16834
"Shom_DM21B05_01073",1006,808,766,788,766,602,709,764,491
"Shom_DM21B05_01074",4805,4459,4949,3951,4673,2058,1803,2506,3548
"Shom_DM21B05_01075",12834,10509,10971,9118,10368,5753,5002,5765,8097
"Shom_DM21B05_01076",944966,727249,756971,508870,486826,449383,273536,374343,513972
"Shom_DM21B05_01077",9211,7399,7116,7876,7557,8061,7121,7096,7107
"Shom_DM21B05_01078",24728,19952,15999,15973,14724,16855,13486,14758,12330
"Shom_DM21B05_01079",851,786,718,580,587,434,492,629,541
