"","Scap_PJ_001","Scap_PJ_002","Scap_PJ_003","Scap_PJ_004","Scap_PJ_005","Scap_PJ_006","Scap_PJ_007","Scap_PJ_008","Scap_PJ_009"
"Scap_DM21G11_01443",1823,1899,1983,9083,8708,11997,19682,14267,19605
"Scap_DM21G11_01444",388,436,560,2352,2129,2980,4590,3119,4247
"Scap_DM21G11_01445",425,380,569,1974,1696,2658,3838,2593,3575
"Scap_DM21G11_01446",745,784,981,3284,2967,4488,6955,5401,7503
"Scap_DM21G11_01447",202,243,277,860,709,1059,1475,1152,1518
"Scap_DM21G11_01448",31649,31149,32854,26558,21938,34689,24990,25599,23343
"Scap_DM21G11_01449",1151,1095,1207,1201,922,1504,1514,1513,1416
"Scap_DM21G11_01450",1476,1577,1895,2330,1717,3009,2100,2202,2191
"Scap_DM21G11_01451",1105,1301,1521,1540,1189,1966,1501,1497,1426
"Scap_DM21G11_01452",1086,1263,1469,1282,916,1555,1149,1108,1085
"Scap_DM21G11_01453",1322,1474,1653,1297,1045,1621,1199,1243,1202
"Scap_DM21G11_01454",6898,8312,9539,10658,8575,15247,10160,11215,10946
"Scap_DM21G11_01455",57376,61784,65257,35721,27374,44185,36470,37721,37823
"Scap_DM21G11_01456",36789,37439,39678,24450,17342,26521,21720,21533,20859
"Scap_DM21G11_01457",11161,7994,7939,26891,17085,23618,24394,22626,21102
"Scap_DM21G11_01458",318,329,336,1018,590,837,1059,818,1027
"Scap_DM21G11_01459",80,92,84,572,273,380,545,454,608
"Scap_DM21G11_01460",67,55,64,681,360,507,696,722,883
"Scap_DM21G11_01461",91,94,109,1532,853,1107,1864,2154,2661
"Scap_DM21G11_01462",99,98,132,3223,1636,2627,3976,4978,6476
"Scap_DM21G11_01463",30,22,38,1055,514,783,1106,1351,1680
"Scap_DM21G11_01464",86,96,127,2774,1460,1777,3152,3260,3716
"Scap_DM21G11_01465",5644,6088,6769,7967,5713,9079,5956,5894,5547
"Scap_DM21G11_01466",746,840,952,1588,1015,1709,1499,1471,1618
"Scap_DM21G11_01467",1357,1417,1681,1364,1032,1554,1155,1158,1064
"Scap_DM21G11_01468",1506,1474,1597,1795,1047,1599,1303,1207,992
"Scap_DM21G11_01469",28097,32374,34001,24010,16277,28028,18537,19633,18499
"Scap_DM21G11_01470",25980,26884,29729,21896,17081,29019,17056,18501,19472
"Scap_DM21G11_01471",19826,24194,30996,11257,8730,13416,9435,8511,7753
"Scap_DM21G11_01472",16743,18285,20163,20017,16234,25718,21131,21696,20144
"Scap_DM21G11_01473",9249,9924,10819,6542,5420,7999,7239,7519,6471
"Scap_DM21G11_01474",30193,41275,50469,34418,25203,42514,26355,25738,25591
"Scap_DM21G11_01475",57398,76301,95419,32231,27367,43121,37686,36219,32529
"Scap_DM21G11_01476",26806,34545,43297,14925,10724,16078,13922,12044,10414
"Scap_DM21G11_01477",19423,20099,19992,8723,5818,9043,5985,5589,5159
"Scap_DM21G11_01478",345,396,343,301,175,278,171,149,140
"Scap_DM21G11_01479",4205,4227,4451,2606,1937,3096,2305,2233,2020
"Scap_DM21G11_01480",127505,122418,139640,557060,410296,660099,489799,483586,448731
"Scap_DM21G11_01481",112745,125073,142698,181226,138234,223006,211086,203344,189075
"Scap_DM21G11_01482",7189,9046,8759,6325,4107,6356,3850,3379,3278
"Scap_DM21G11_01483",13999,14309,16228,11842,9897,13741,10948,11727,10580
"Scap_DM21G11_01484",2561,2743,3091,2167,1486,2370,1879,1955,1692
"Scap_DM21G11_01485",3568,4070,4350,2085,1803,2800,2048,2125,1724
"Scap_DM21G11_01486",18,21,22,5,1,6,1,2,1
"Scap_DM21G11_01487",42,45,59,32,31,43,35,42,44
"Scap_DM21G11_01488",46,59,53,43,42,73,57,64,56
"Scap_DM21G11_01489",5,6,5,3,4,7,7,3,4
"Scap_DM21G11_01490",19,27,25,22,25,27,25,10,14
"Scap_DM21G11_01491",33,41,46,43,32,49,31,23,23
"Scap_DM21G11_01492",99,105,100,148,82,149,87,62,60
"Scap_DM21G11_01493",14861,18058,19329,6243,4852,5575,8641,7518,6701
"Scap_DM21G11_01494",166948,182214,231807,175499,141256,242068,158572,177941,177809
"Scap_DM21G11_01495",548,557,722,483,295,356,263,241,206
"Scap_DM21G11_01496",716,780,854,687,462,823,408,481,495
"Scap_DM21G11_01497",11694,11441,11760,14014,9360,14828,9205,9137,9161
"Scap_DM21G11_01498",5986,7901,8044,5871,5080,7487,5531,5547,4706
"Scap_DM21G11_01499",9284,12325,12855,10661,9187,13123,9579,8787,7205
"Scap_DM21G11_01500",276,339,368,136,106,130,120,104,108
"Scap_DM21G11_01501",11556,13136,13780,12862,8289,13317,8917,10394,11278
"Scap_DM21G11_01502",19999,14618,16587,93080,53690,84625,60600,66348,68229
"Scap_DM21G11_01503",24922,29036,30690,13823,10538,16719,13408,15156,14142
"Scap_DM21G11_01504",16888,17464,18210,14186,10962,16607,11919,12636,10428
"Scap_DM21G11_01505",5459,5358,5014,5978,3507,5644,3981,3481,3465
"Scap_DM21G11_01506",476,552,498,9295,5381,9272,7728,6843,7410
"Scap_DM21G11_01507",913,955,1024,32854,17934,30238,24946,22996,24581
"Scap_DM21G11_01508",626,700,650,26184,14139,23115,19015,18320,18589
"Scap_DM21G11_01509",564,618,695,11469,7227,12417,13558,14912,14543
"Scap_DM21G11_01510",758,728,628,13942,9422,12901,9659,8877,7492
"Scap_DM21G11_01511",18580,17657,17804,11132,9522,14814,10904,11958,11101
"Scap_DM21G11_01512",1196,1473,1505,551,325,486,519,467,425
"Scap_DM21G11_01513",2855,3002,3446,2202,1693,2594,1404,1946,2023
"Scap_DM21G11_01514",318,224,285,8325,5492,7763,9707,8752,7795
"Scap_DM21G11_01515",1997,2185,2238,1533,975,1534,1134,1029,1011
"Scap_DM21G11_01516",3906,4258,4392,3292,2364,3886,2773,2868,2708
"Scap_DM21G11_01517",179,173,164,144,112,193,129,111,106
"Scap_DM21G11_01518",270,302,308,266,216,309,227,267,270
"Scap_DM21G11_01519",58861,62715,66698,51410,41497,65780,65592,68371,62549
"Scap_DM21G11_01520",7547,7273,7037,5880,4335,5829,4674,4573,3669
"Scap_DM21G11_01521",2314,2420,2526,31931,20038,37273,31937,38207,42357
"Scap_DM21G11_01522",3,6,4,2,3,3,9,6,5
"Scap_DM21G11_01523",3758,3816,4318,3754,3011,3671,2822,3185,2578
"Scap_DM21G11_01524",762,818,912,467,363,448,328,340,280
"Scap_DM21G11_01525",315428,260520,290983,283767,224413,380069,200645,202121,195019
"Scap_DM21G11_01526",38348,29202,32161,37454,25446,43441,20306,19289,20948
"Scap_DM21G11_01527",3923,4399,6242,3231,2394,3451,3468,2976,2733
"Scap_DM21G11_01528",5375,6354,7881,3937,3246,4700,4644,4556,4215
"Scap_DM21G11_01529",17097,16450,16449,12971,10705,18104,11195,13151,11606
"Scap_DM21G11_01530",9245,8699,9488,7868,5938,8948,9841,9964,10573
"Scap_DM21G11_01531",13850,13167,14768,11945,9502,14639,15328,16748,17641
"Scap_DM21G11_01532",7709,7801,9277,6749,5118,7270,6016,5837,4896
"Scap_DM21G11_01533",90771,194790,262966,147968,102412,155632,121667,122548,111709
"Scap_DM21G11_01534",30862,42130,38614,149517,98064,156455,112053,102767,104878
"Scap_DM21G11_01535",7213,10002,7909,32483,21287,35338,23021,20732,20446
"Scap_DM21G11_01536",13499,15463,17208,9525,7756,11671,7376,7196,6636
"Scap_DM21G11_01537",33127,37959,43865,22954,18416,28914,18008,18378,16682
"Scap_DM21G11_01538",36958,41813,48598,24062,19592,30723,21360,21856,20536
"Scap_DM21G11_01539",3916,4552,4863,2982,2452,3652,3141,3015,2892
"Scap_DM21G11_01540",8557,10830,12426,8054,6645,10360,8840,8763,8618
"Scap_DM21G11_01541",18374,22925,27682,19228,15345,24498,19864,19625,18681
"Scap_DM21G11_01542",1810,1720,1810,1731,1084,1622,1101,1073,974
"Scap_DM21G11_01543",1954,1514,1696,1135,876,1299,1240,1350,1186
"Scap_DM21G11_01544",55019,45931,54307,25217,22247,33092,12565,13426,12195
"Scap_DM21G11_01545",71268,56149,75606,42085,36666,54349,22889,24157,20865
"Scap_DM21G11_01546",15379,15609,16315,9973,7195,11217,9051,8515,7680
"Scap_DM21G11_01547",35904,32322,38933,30743,21726,37666,23303,23907,22502
"Scap_DM21G11_01548",101342,108707,151496,132809,94373,155050,97966,93488,92666
"Scap_DM21G11_01549",24376,25850,36858,51505,38066,62551,40475,42395,42254
"Scap_DM21G11_01550",10527,11418,13760,9616,8229,12747,8609,9887,9380
"Scap_DM21G11_01551",13740,14886,15565,11828,8114,14357,8688,7969,7424
"Scap_DM21G11_01552",6713,7512,8191,6602,4386,6873,4492,3878,3544
"Scap_DM21G11_01553",13490,15407,17670,13595,9667,17172,11177,11081,10709
"Scap_DM21G11_01554",10441,11365,13220,7972,5331,8618,5604,4827,4484
"Scap_DM21G11_01555",16154,17674,19597,11151,7681,12886,8330,7427,7279
"Scap_DM21G11_01556",21721,23941,28084,16019,11743,19458,13426,13273,13604
"Scap_DM21G11_01557",18613,20601,25098,16789,13407,23449,16301,17918,18829
"Scap_DM21G11_01558",35304,36874,42526,28711,21319,34449,22080,22036,22234
"Scap_DM21G11_01559",110870,108725,110760,73008,52121,87290,50016,49558,48548
"Scap_DM21G11_01560",78682,81806,94914,67288,45606,73337,45103,42891,41184
"Scap_DM21G11_01561",49783,60075,61901,20625,14525,20832,15830,14204,13345
"Scap_DM21G11_01562",16445,18508,22123,9403,7170,11318,9546,9858,8743
"Scap_DM21G11_01563",7347,9242,11394,3573,2818,4356,4251,4447,3751
"Scap_DM21G11_01564",10788,12613,14628,8870,7394,11023,8899,9064,8655
"Scap_DM21G11_01565",77125,92824,110051,99645,81459,126155,83415,90207,82401
"Scap_DM21G11_01566",4815,5650,7788,7557,6134,9211,6821,7329,6832
"Scap_DM21G11_01567",5142,6133,8697,8758,6737,9652,6952,6605,6130
"Scap_DM21G11_01568",23491,27075,37368,41511,31265,49183,31884,31317,29391
"Scap_DM21G11_01569",5982,7045,9564,11587,8935,14398,10358,10920,10167
"Scap_DM21G11_01570",45285,48257,58836,44400,34683,56602,44580,43054,41000
"Scap_DM21G11_01571",39999,47190,50698,33758,23754,37881,24009,21441,21161
"Scap_DM21G11_01572",17591,20885,24456,17703,12744,20714,12135,11501,11732
"Scap_DM21G11_01573",8364,9324,10306,4735,3428,5264,4298,3983,3773
"Scap_DM21G11_01574",14564,16429,18494,11563,8712,13869,11093,10710,10055
"Scap_DM21G11_01575",22904,23859,28525,13056,9907,14504,16641,14532,13190
"Scap_DM21G11_01576",39193,42071,53219,25019,20631,30977,35863,34053,31398
"Scap_DM21G11_01577",171927,190231,217118,117010,99000,147859,141516,143072,133076
"Scap_DM21G11_01578",177146,216063,237701,72518,57624,85345,84810,80503,75138
"Scap_DM21G11_01579",35581,36266,39976,35475,24787,38144,24853,21919,21208
"Scap_DM21G11_01580",45295,48041,61886,78702,59122,98083,68527,70055,68617
"Scap_DM21G11_01581",4334,3885,4871,8130,5345,8621,5920,5384,5271
"Scap_DM21G11_01582",7096,6836,8835,14929,10757,16365,13017,13294,13416
"Scap_DM21G11_01584",39348,49492,58250,41293,32088,47122,44095,41643,36522
"Scap_DM21G11_01585",979,1023,1314,2286,1583,2896,1845,1790,2149
"Scap_DM21G11_01586",28619,29774,38714,145782,103498,164801,110515,105677,97693
"Scap_DM21G11_01587",38720,40527,49079,165594,125682,200377,136599,133215,128335
"Scap_DM21G11_01588",5276,5583,6661,8282,6313,10211,6433,6315,6346
"Scap_DM21G11_01589",4102,4126,4567,5565,3861,5818,3779,3771,3528
"Scap_DM21G11_01590",10876,12076,14252,7989,6250,10046,7641,8304,8536
"Scap_DM21G11_01591",20188,22518,24804,12925,9811,15848,11598,11480,11029
"Scap_DM21G11_01592",1221,1443,1620,684,497,847,802,686,704
"Scap_DM21G11_01593",403,459,527,207,152,268,239,216,204
"Scap_DM21G11_01594",40896,48911,51988,23345,15405,21498,20638,16091,14598
"Scap_DM21G11_01595",7522,9422,9978,5220,3741,6150,4394,4232,3831
"Scap_DM21G11_01596",3384,4182,4848,2187,1618,2420,1884,1643,1662
"Scap_DM21G11_01597",43076,52925,55579,16076,11910,17883,17082,15004,13745
"Scap_DM21G11_01598",45777,50614,55168,34228,25541,40111,30005,29294,27051
"Scap_DM21G11_01599",8088,8579,9387,5325,4007,6339,4424,4385,4032
"Scap_DM21G11_01600",19913,21169,24637,15410,11920,18392,14123,13153,11905
"Scap_DM21G11_01601",55073,58214,71214,40030,32073,49604,43482,43321,40239
"Scap_DM21G11_01602",4287,3885,4150,2232,1526,2283,1974,1916,1645
"Scap_DM21G11_01603",54595,59821,54213,16863,10081,14740,10173,7252,6690
"Scap_DM21G11_01604",37528,41880,50718,17182,13586,19879,13713,12415,11208
"Scap_DM21G11_01605",48655,56726,72345,23885,19922,28538,20234,17666,16269
"Scap_DM21G11_01606",14280,15310,16922,5048,3653,5440,3815,3157,2653
"Scap_DM21G11_01607",25430,24919,29956,9159,7221,11465,7380,6968,6061
"Scap_DM21G11_01608",11167,11653,14284,10833,9027,13669,11603,13199,11753
"Scap_DM21G11_01609",16643,19578,21958,22972,18329,28697,21425,20827,20430
"Scap_DM21G11_01610",1313,987,1100,992,696,1053,1073,1087,1076
"Scap_DM21G11_01611",50275,59467,62138,39849,31207,49141,40146,38168,35847
"Scap_DM21G11_01612",8568,10008,11104,8886,6949,10786,9069,9024,8480
"Scap_DM21G11_01613",96907,103955,106382,44812,32543,46394,41861,39109,36075
"Scap_DM21G11_01614",10024,9987,11536,8513,6080,9094,7213,6509,6147
"Scap_DM21G11_01615",18813,19731,22821,17618,13877,23338,16647,16451,15844
"Scap_DM21G11_01616",18996,19575,22686,18499,13893,21571,15475,14864,13349
"Scap_DM21G11_01617",9900,12713,13551,4518,3821,5536,5245,4810,4252
"Scap_DM21G11_01618",30159,34862,44675,33098,25983,42209,32369,31145,29333
"Scap_DM21G11_01619",9276,10259,13458,11229,7891,12271,9851,8653,7617
"Scap_DM21G11_01620",16722,19471,25276,18923,15065,23558,20014,19791,17757
"Scap_DM21G11_01621",13433,16078,20659,13569,10902,15780,13940,12982,12193
"Scap_DM21G11_01622",9996,12121,14477,8966,6839,10707,9102,8422,7576
"Scap_DM21G11_01623",1935,2269,2405,1331,1008,1569,1141,1140,1051
"Scap_DM21G11_01624",12578,10854,11557,8778,6699,9566,6301,6265,5401
"Scap_DM21G11_01625",40671,42021,49332,34055,27213,44254,32237,33316,32344
"Scap_DM21G11_01626",12160,12031,13963,10869,8037,13243,9058,9167,8251
"Scap_DM21G11_01627",2565,2804,2995,2309,1390,2158,1448,1345,1141
"Scap_DM21G11_01628",14735,16285,16717,13648,8120,12718,8751,8234,7458
"Scap_DM21G11_01629",14028,15603,17725,9551,8116,13286,10701,12309,11242
"Scap_DM21G11_01583",36385,45565,50822,27235,21601,31822,26042,24749,22851
"Scap_DM21G11_01630",4956,5102,5198,5233,3959,6705,4473,4778,4633
"Scap_DM21G11_01631",5843,6584,7420,7267,6229,7421,10530,9673,9897
"Scap_DM21G11_01632",3889,4226,4596,3595,3475,3381,8180,6577,6328
"Scap_DM21G11_01633",3658,4048,4905,4715,4457,4628,11570,9519,9523
"Scap_DM21G11_01634",32895,33867,38092,48519,49919,51717,151622,130727,129149
"Scap_DM21G11_01635",12280,11790,10947,24507,27000,30101,95054,87339,84473
"Scap_DM21G11_01636",9672,8955,7930,20528,20595,23057,68215,60472,57679
"Scap_DM21G11_01637",3233,3219,3131,4635,6724,4746,30829,24785,22958
"Scap_DM21G11_01638",3787,4043,4405,2551,7765,2177,48605,39140,33831
"Scap_DM21G11_01639",11629,12284,13127,3350,6511,3259,37795,34095,28377
"Scap_DM21G11_01640",25689,28072,30798,9957,7655,11852,10210,10078,8974
"Scap_DM21G11_01641",11092,13706,14764,4472,3879,5924,4947,5011,4272
"Scap_DM21G11_01642",3915,3877,3952,2189,1593,2688,1959,1924,1865
"Scap_DM21G11_01643",86314,91374,127602,59600,48723,78612,65837,63564,61419
"Scap_DM21G11_01644",40032,39792,41373,44167,34035,56969,32590,34667,36229
"Scap_DM21G11_01645",27685,28093,30249,34838,26846,44957,27917,30520,31677
"Scap_DM21G11_01646",7890,7806,8273,6282,4509,6986,4127,3950,4133
"Scap_DM21G11_01647",104472,110467,125061,117085,92402,152414,100644,108203,109810
"Scap_DM21G11_01648",34440,35845,38583,38991,26462,42661,28150,25969,24740
"Scap_DM21G11_01649",41160,42368,46372,37848,28162,45508,33736,32879,29206
"Scap_DM21G11_01650",93407,93058,112316,134625,91520,144516,88227,77782,74987
"Scap_DM21G11_01651",84083,86437,96817,97333,72445,114546,77674,76995,71270
"Scap_DM21G11_01652",19853,22526,26974,14356,11366,18071,12186,12113,11001
"Scap_DM21G11_01653",28847,36191,46965,21667,19214,31453,21347,22783,21597
"Scap_DM21G11_01654",10951,13007,15839,6372,5284,8787,5510,5334,5277
"Scap_DM21G11_01655",41434,47197,54758,32414,24402,40791,22897,23685,23104
"Scap_DM21G11_01656",16398,17830,23703,20958,14101,24706,12398,12509,13307
"Scap_DM21G11_01657",42604,47369,64426,59513,43027,76072,36620,40146,42898
"Scap_DM21G11_01658",40645,45182,54687,52477,36141,59187,30540,31360,31243
"Scap_DM21G11_01659",14453,15102,16229,11913,8904,14321,11227,11733,11207
"Scap_DM21G11_01660",5451,5459,5657,6662,4454,5877,4509,3952,3879
"Scap_DM21G11_01661",4966,5135,5231,3934,2797,4171,2865,2402,2398
"Scap_DM21G11_01662",19,21,26,27,28,43,35,37,33
"Scap_DM21G11_01663",83,87,101,124,109,170,133,122,117
"Scap_DM21G11_01664",60,64,65,109,82,121,109,114,109
"Scap_DM21G11_01665",93,117,124,181,134,201,189,173,169
"Scap_DM21G11_01666",86,113,123,185,146,215,185,190,197
"Scap_DM21G11_01667",221,272,289,385,331,472,385,437,376
"Scap_DM21G11_01669",6023,6269,7609,4512,3409,5035,4518,4610,4354
"Scap_DM21G11_01670",3872,4260,4325,2730,1799,2393,2446,2191,1990
"Scap_DM21G11_01671",12536,14990,16139,9332,7286,12250,10744,11384,10846
"Scap_DM21G11_01672",46546,46663,49273,92497,58764,88868,77566,67332,68035
"Scap_DM21G11_01673",87671,84507,89750,216918,144623,243747,210665,195443,200955
"Scap_DM21G11_01674",25602,24401,26296,70374,45869,72460,64765,55104,55604
"Scap_DM21G11_01675",25060,26157,32657,33067,27295,41831,35348,38746,35503
"Scap_DM21G11_01676",18263,18803,19731,13881,9169,13483,9873,8922,7764
"Scap_DM21G11_01677",17968,19490,24415,22870,18312,27839,18657,18872,17987
"Scap_DM21G11_01678",7187,7152,8720,8617,6975,10235,7409,7319,6580
"Scap_DM21G11_01679",6898,7157,7728,5275,4912,7585,5217,5539,5146
"Scap_DM21G11_01680",4431,4263,4102,3328,2280,3511,2505,2249,1921
"Scap_DM21G11_01681",9982,11644,12972,6264,4847,8332,6403,6758,6886
"Scap_DM21G11_01682",31898,34436,43199,26029,21430,33307,33984,34293,33387
"Scap_DM21G11_01683",9840,10723,12507,7432,5913,9441,10250,9864,9340
"Scap_DM21G11_01684",11406,13457,15343,10605,7804,12990,9889,10434,9338
"Scap_DM21G11_01685",945,1272,1386,430,397,611,643,759,707
"Scap_DM21G11_01686",1419,1788,2087,655,577,825,915,912,986
"Scap_DM21G11_01687",1327,1652,1836,493,420,716,809,764,836
"Scap_DM21G11_01688",1244,1529,1588,408,344,512,626,551,530
"Scap_DM21G11_01689",1032,1304,1520,243,229,348,449,443,378
"Scap_DM21G11_01690",1115,1565,1580,245,229,290,461,394,433
"Scap_DM21G11_01691",1145,1536,1503,271,198,295,442,411,364
"Scap_DM21G11_01692",41704,39159,32376,29902,18382,33133,37255,32414,38381
"Scap_DM21G11_01693",1909,2260,2778,1094,739,1216,939,876,843
"Scap_DM21G11_01694",1085,1326,1514,834,761,1134,1188,1266,1201
"Scap_DM21G11_01695",14694,16332,17914,9872,6689,10722,7992,7712,7131
"Scap_DM21G11_01696",46926,59712,73349,23844,17990,26885,23940,21751,19574
"Scap_DM21G11_01697",4047,4422,4886,3934,3290,5264,4594,4906,4304
"Scap_DM21G11_01698",17763,19560,20594,9995,8115,13213,9616,9797,9157
"Scap_DM21G11_01699",10176,10731,11431,8012,5990,9157,6556,6565,6021
"Scap_DM21G11_01700",2729,3436,3889,2872,2205,3841,2708,3035,2815
"Scap_DM21G11_01701",4018,4066,4250,3626,2746,4852,3355,3572,3377
"Scap_DM21G11_01702",14569,16774,18743,14707,12881,21221,17810,18811,17534
"Scap_DM21G11_01703",4109,4314,4592,3340,2535,4115,2763,2672,2725
"Scap_DM21G11_01704",19319,19235,20312,15637,12713,20798,13909,15283,14948
"Scap_DM21G11_01705",25211,24403,24205,23389,14125,25071,16709,14828,15804
"Scap_DM21G11_01706",73656,75543,75547,68544,45155,78034,47376,44957,44819
"Scap_DM21G11_01707",96423,100747,104359,61872,40729,65028,43224,42179,39215
"Scap_DM21G11_01708",108166,107724,130536,214816,136187,230755,139951,139368,139935
"Scap_DM21G11_01709",45735,49437,52119,33708,24950,40832,24540,23601,23830
"Scap_DM21G11_01710",47838,49737,49106,40610,30829,51307,31124,33508,29181
"Scap_DM21G11_01711",17023,18023,20086,20371,17111,27759,24423,28318,26763
"Scap_DM21G11_01712",6289,6825,7615,7481,5927,9135,7719,8167,8221
"Scap_DM21G11_01713",56148,75885,97847,49611,37976,62123,50218,50692,50081
"Scap_DM21G11_01714",5781,6185,6979,4689,3493,5467,5214,5023,4703
"Scap_DM21G11_01715",13919,12137,12945,17051,12236,19238,13889,14322,12674
"Scap_DM21G11_01716",25035,23941,24701,23810,17488,27560,17721,18812,16694
"Scap_DM21G11_01717",41009,47904,54852,75982,49735,77503,80526,78510,70228
"Scap_DM21G11_01718",5153,5769,6232,5057,3992,6516,4056,4321,4621
"Scap_DM21G11_01719",26427,31096,32077,21876,16505,25511,18284,18943,17651
"Scap_DM21G11_01720",6541,8208,8903,5139,3527,5643,4761,4503,4106
"Scap_DM21G11_01721",5263,7602,9132,2468,1707,2510,2404,2118,1876
"Scap_DM21G11_01722",6347,9835,12486,2838,2179,3285,3180,2915,2498
"Scap_DM21G11_01723",5628,8658,10232,1692,1224,1833,1438,1325,1193
"Scap_DM21G11_01724",2157,3261,3442,538,400,620,451,346,280
"Scap_DM21G11_01725",1009,1212,1442,1306,1113,1614,1062,1169,1270
"Scap_DM21G11_01726",226589,232893,285503,349989,254116,426317,301161,285029,267432
"Scap_DM21G11_01727",363610,371618,466055,703109,542243,922273,706442,721027,719699
"Scap_DM21G11_01728",96020,86876,94889,140903,99930,161256,130102,127194,118357
"Scap_DM21G11_01729",201632,198982,221010,271521,205787,332246,297790,312422,284172
"Scap_DM21G11_01730",29538,33736,34858,18011,14312,22622,14897,14636,14008
"Scap_DM21G11_01731",32351,29407,29253,18108,12573,20103,13055,12623,11903
"Scap_DM21G11_01732",18546,17388,19804,13465,9142,14268,9752,8836,8677
"Scap_DM21G11_01733",136247,139555,175028,118330,82623,142343,90169,88213,95732
"Scap_DM21G11_01734",1822,2035,2327,1593,1345,2270,1369,1514,1612
"Scap_DM21G11_01735",19486,23804,27063,12224,9431,14476,10129,10097,9820
"Scap_DM21G11_01736",16463,22217,27134,9763,8288,12466,8854,9351,9003
"Scap_DM21G11_01737",16696,21942,26876,10598,8821,13273,9997,10570,9756
"Scap_DM21G11_01738",718,788,805,210,184,262,352,341,278
"Scap_DM21G11_01739",569822,570785,596500,400202,303113,500243,319906,344919,332024
"Scap_DM21G11_01740",135895,144891,160678,105890,87127,133667,102483,109158,100134
"Scap_DM21G11_01741",6457,5740,7318,13593,9739,14351,13808,14954,13785
"Scap_DM21G11_01742",6250,6334,7886,5151,3853,5410,5155,5250,4510
"Scap_DM21G11_01743",132501,129767,139892,63128,51485,74525,52161,52270,48339
"Scap_DM21G11_01744",807,596,482,5385,3086,5547,3482,3268,3115
"Scap_DM21G11_01745",24692,27805,31199,44509,35258,54804,45507,48155,42366
"Scap_DM21G11_01746",52552,64103,80745,110179,91018,134220,118739,125569,116312
"Scap_DM21G11_01747",24797,29447,37522,43598,39297,60948,53279,63519,60410
"Scap_DM21G11_01748",2107,2109,1912,17411,10154,17934,8116,6484,6174
"Scap_DM21G11_01749",6271,6567,5834,55261,38345,71069,31387,29539,28453
"Scap_DM21G11_01750",3204,3401,3122,32043,24047,43917,19404,18296,16044
"Scap_DM21G11_01751",4082,4519,3977,44134,32334,60623,24998,25128,22123
"Scap_DM21G11_01752",5825,5711,5016,63168,44277,82024,33839,31563,25994
"Scap_DM21G11_01753",6558,5974,4922,74500,51180,94748,40178,34544,27619
"Scap_DM21G11_01754",1998,1795,1504,22489,15993,30090,11955,9673,7820
"Scap_DM21G11_01755",571,512,474,7423,5021,9183,3825,2940,2322
"Scap_DM21G11_01756",2319,2418,2427,33946,26392,47985,18138,16695,13401
"Scap_DM21G11_01757",5408,5673,6036,79916,63886,110729,38005,36319,29650
"Scap_DM21G11_01758",1805,1766,1908,22653,16254,26596,8722,8288,6362
"Scap_DM21G11_01759",8995,8743,9763,29829,25390,39913,14718,15535,13577
"Scap_DM21G11_01760",503490,472023,504583,219019,194394,291857,206421,261942,227281
"Scap_DM21G11_01761",899,845,924,933,480,803,503,423,372
"Scap_DM21G11_01762",873173,864188,941634,1165301,834915,1410269,1044881,1061316,1022984
"Scap_DM21G11_01763",1361091,1332761,1410085,1813936,1208501,2147078,1480372,1425183,1372022
"Scap_DM21G11_01764",461551,463697,477009,557963,370055,642750,420924,388700,356332
"Scap_DM21G11_01765",210048,210795,222213,260672,179387,327949,207697,202193,190526
"Scap_DM21G11_01766",5989,7309,8239,7939,6388,10975,7844,7839,7224
"Scap_DM21G11_01767",48117,50229,53784,38705,32474,51798,41552,45109,41756
"Scap_DM21G11_01768",51060,53819,58443,46478,37611,59440,46124,48068,44938
"Scap_DM21G11_01769",32109,39408,44787,32154,27340,42465,29839,33809,32117
"Scap_DM21G11_01770",13876,15132,15759,11276,8554,14293,8873,9105,8179
"Scap_DM21G11_01771",825,759,933,1708,1270,2294,2635,2674,2816
"Scap_DM21G11_01772",283752,343831,451349,1083614,804350,1418275,754197,699456,640370
"Scap_DM21G11_01773",8515,8473,8731,5910,4163,6972,4632,4793,4615
"Scap_DM21G11_01774",5833,7477,8552,4540,3721,6046,4826,4772,4616
"Scap_DM21G11_01775",8652,10254,11260,13230,10226,16322,15588,15835,15503
"Scap_DM21G11_01776",36390,39071,39410,24958,17147,29922,21610,19335,18571
"Scap_DM21G11_01777",2433,2173,1984,2713,1499,2481,1992,1644,1717
"Scap_DM21G11_01778",15994,14470,13118,20541,12642,21627,17139,15764,16093
"Scap_DM21G11_01779",13253,12566,12589,18396,12611,19469,16924,16849,16729
"Scap_DM21G11_01780",30159,37506,40966,16408,13508,20740,13957,14991,14015
"Scap_DM21G11_01781",4047,3538,3759,5672,3657,5506,4404,4313,3778
"Scap_DM21G11_01782",1336,960,1039,3830,2517,3412,4036,4134,4377
"Scap_DM21G11_01783",1215,1338,1453,6693,5382,8020,7453,8596,8346
"Scap_DM21G11_01784",1335,1477,1615,832,684,1042,799,840,754
"Scap_DM21G11_01785",2328,2509,2729,1330,1236,1957,1310,1557,1414
"Scap_DM21G11_01786",2435,2322,2271,2292,1452,2031,889,815,724
"Scap_DM21G11_01787",76,83,100,76,63,74,78,70,86
"Scap_DM21G11_01788",200,210,232,162,98,190,100,134,130
"Scap_DM21G11_01789",1524,1660,1753,5676,4294,7345,5259,5833,6177
"Scap_DM21G11_01792",330,368,447,2745,2113,3753,2860,2637,2657
"Scap_DM21G11_01793",678,583,539,16105,7174,7965,7244,5723,4439
