"","Scap_PJ_001","Scap_PJ_002","Scap_PJ_003","Scap_PJ_004","Scap_PJ_005","Scap_PJ_006","Scap_PJ_007","Scap_PJ_008","Scap_PJ_009"
"Scap_DM21G11_02142",15564,17926,19914,8553,6098,9391,8085,8594,8565
"Scap_DM21G11_02143",16089,18340,21124,10903,7980,11982,10843,11705,11247
"Scap_DM21G11_02144",18720,21258,23611,14186,9626,14647,14121,14312,13293
"Scap_DM21G11_02145",46917,51294,56816,67302,55275,89996,59159,62437,58093
"Scap_DM21G11_02146",31418,32172,34740,43956,32220,54136,34533,35372,30627
"Scap_DM21G11_02147",95876,86827,87389,37829,30579,46771,34920,36399,30336
"Scap_DM21G11_02148",6118,5579,5879,14544,11082,18900,14585,16229,16091
"Scap_DM21G11_02149",3117,2842,2810,6470,4519,7735,5334,4851,5145
"Scap_DM21G11_02150",10928,8278,9274,28425,19689,33054,21014,23535,24841
"Scap_DM21G11_02151",5633,5580,6069,3882,2879,4383,3453,3108,2611
"Scap_DM21G11_02152",11247,11996,13508,9202,8059,11737,9881,10216,9340
"Scap_DM21G11_02153",18617,20279,21926,14616,11466,18193,14130,13888,13030
"Scap_DM21G11_02154",387,419,496,355,274,465,523,523,551
"Scap_DM21G11_02155",22285,22790,23045,30296,23119,38059,24365,25092,23312
"Scap_DM21G11_02156",1248,1204,1323,2496,1682,2496,2154,2245,2047
"Scap_DM21G11_02157",85,84,100,166,100,133,117,108,105
"Scap_DM21G11_02158",5375,5996,6652,13742,9522,21426,21398,20903,19485
"Scap_DM21G11_02159",11165,12662,14611,29086,17829,30051,29991,33038,34460
"Scap_DM21G11_02160",338,351,325,720,357,561,443,392,376
"Scap_DM21G11_02161",652,805,960,500,398,680,585,624,614
"Scap_DM21G11_02162",811,977,1137,674,643,997,963,975,992
"Scap_DM21G11_02163",1435,1594,1808,1131,803,1231,1087,964,906
"Scap_DM21G11_02164",2628,2968,3520,2559,1858,3072,2579,2575,2614
"Scap_DM21G11_02165",5644,5592,6422,6744,5215,9154,5557,6828,6584
"Scap_DM21G11_02166",10047,8026,8836,18301,10348,15174,12905,13023,12205
"Scap_DM21G11_02167",15717,12874,13958,27658,17165,26752,22999,22587,20812
"Scap_DM21G11_02168",13647,13689,16090,16634,11691,19423,14695,16511,15691
"Scap_DM21G11_02169",3614,4344,6162,4993,3568,6045,4085,4182,4448
"Scap_DM21G11_02170",8251,9837,13834,11778,8034,12129,8612,9360,9373
"Scap_DM21G11_02171",11009,12833,15854,10597,7578,12044,8426,8567,8519
"Scap_DM21G11_02172",4952,5002,5895,84980,55139,90405,55888,50723,51392
"Scap_DM21G11_02173",27469,29936,31741,21110,16609,27329,15955,16352,16208
"Scap_DM21G11_02174",6091,6999,7422,5445,4040,6720,5092,4889,4912
"Scap_DM21G11_02175",6329,6700,7181,6207,4394,7225,5278,5267,5066
"Scap_DM21G11_02176",4629,4633,4904,3388,2539,4123,3137,3083,2582
"Scap_DM21G11_02177",4370,5837,6891,1855,1356,2040,1647,1667,1437
"Scap_DM21G11_02178",8455,12089,13073,3280,2514,4262,3350,3525,3422
"Scap_DM21G11_02179",296,316,352,317,207,304,284,256,218
"Scap_DM21G11_02180",9132,8249,8312,4794,3115,5064,4509,4375,3981
"Scap_DM21G11_02181",14394,14790,15460,45655,26608,45427,35810,32944,33686
"Scap_DM21G11_02182",4461,4064,4706,41471,27901,43496,21610,20029,19327
"Scap_DM21G11_02183",10897,11937,18034,21037,14822,23764,17305,15367,14109
"Scap_DM21G11_02184",3373,3527,4237,7963,6390,11666,7664,8377,8437
"Scap_DM21G11_02185",2038,1903,2327,3885,2598,4172,3645,3518,3244
"Scap_DM21G11_02186",367,385,446,400,334,535,359,420,357
"Scap_DM21G11_02187",1898,1775,2101,4825,3205,5553,3951,3767,3540
"Scap_DM21G11_02188",19278,20294,20471,71110,49934,85016,53684,52932,48816
"Scap_DM21G11_02189",12834,14068,17131,12375,8722,13700,10890,10996,8872
"Scap_DM21G11_02190",831925,814985,846211,900934,643751,1056044,850720,802847,783918
"Scap_DM21G11_02191",542422,558686,464952,438590,276181,467758,426963,352841,364279
"Scap_DM21G11_02192",64962,68303,64286,48234,29337,46842,42560,34399,33128
"Scap_DM21G11_02193",171696,199242,204399,146339,111055,188775,182448,176458,190018
"Scap_DM21G11_02194",140546,160465,170896,112606,81458,120380,115161,102451,99555
"Scap_DM21G11_02195",259419,276785,261492,335816,257278,424464,292575,277474,267073
"Scap_DM21G11_02196",218061,243782,234264,246919,180973,296449,216742,201210,189716
"Scap_DM21G11_02197",9644,11312,13360,10616,8849,13087,10472,10488,9535
"Scap_DM21G11_02198",138585,165207,164381,41137,33284,50857,43319,43079,41298
"Scap_DM21G11_02199",236620,281158,291726,82490,68949,106151,88924,91253,87363
"Scap_DM21G11_02200",174137,219054,204324,80045,61868,100452,93773,88758,91206
"Scap_DM21G11_02201",87996,99724,88572,47420,31544,54241,47307,42414,43964
"Scap_DM21G11_02202",17989,18054,16972,12581,8845,13114,9763,8627,8231
"Scap_DM21G11_02203",3145,3294,2998,2217,1546,2272,1571,1446,1332
"Scap_DM21G11_02204",8329,7721,8154,9636,9031,12747,8872,9002,8312
"Scap_DM21G11_02205",5343,4974,4975,5424,5118,7494,4281,4322,3909
"Scap_DM21G11_02206",4788,4276,4430,5894,5088,7505,4869,4684,4666
"Scap_DM21G11_02207",3915,3449,3711,5240,4873,6940,4723,4472,4184
"Scap_DM21G11_02208",9520,8056,7993,10566,9005,13007,9224,8315,7849
"Scap_DM21G11_02209",3780,3150,2546,3189,2555,3522,2558,2148,1963
"Scap_DM21G11_02210",61445,64959,68946,48420,39869,63743,47010,51627,49238
"Scap_DM21G11_02211",27211,28338,30824,15426,13476,22025,15319,16097,15750
"Scap_DM21G11_02212",10674,9750,9648,8030,5702,8659,6127,5433,4620
"Scap_DM21G11_02213",41073,38630,46631,53579,37991,59861,38036,39890,39047
"Scap_DM21G11_02214",14770,13807,15218,17292,12070,18533,11595,11250,11173
"Scap_DM21G11_02215",4144,3876,4077,4412,2757,4313,3135,2947,2855
"Scap_DM21G11_02216",4204,3598,3559,3347,2084,3400,2112,2026,1937
"Scap_DM21G11_02217",17982,21255,21060,9731,7688,11002,11718,9857,8923
"Scap_DM21G11_02218",31707,37873,36531,36717,26367,43264,21683,20384,18143
"Scap_DM21G11_02219",35568,41984,40236,40029,26250,41676,21686,19639,15945
"Scap_DM21G11_02220",2152,2239,2386,1685,1244,1970,1750,1758,1472
"Scap_DM21G11_02237",52405,60386,72217,37207,25904,40370,31323,28445,27020
"Scap_DM21G11_02238",15034,18945,23140,13132,9850,16564,11611,12342,11413
"Scap_DM21G11_02239",4115,4576,4981,3745,2451,4063,2807,2587,2356
"Scap_DM21G11_02240",3545,4356,5138,2937,1948,3103,2479,2176,2072
"Scap_DM21G11_02241",27017,25959,29581,131135,85853,130869,70857,59323,46230
"Scap_DM21G11_02242",4364,4776,6262,4808,3539,5743,4805,4847,4775
"Scap_DM21G11_02243",123665,140228,178528,106474,84524,128831,97975,94607,96118
"Scap_DM21G11_02244",13562,15265,17538,10445,8450,12959,10347,10603,10874
"Scap_DM21G11_02245",8961,9971,11598,7340,5398,8847,6126,5926,6000
"Scap_DM21G11_02246",34787,36033,34166,15500,11181,21154,12142,13046,12801
"Scap_DM21G11_02247",11124,11862,11779,6223,4859,7813,5342,5556,5244
"Scap_DM21G11_02248",4271,4090,3748,2168,1430,2316,1568,1426,1141
"Scap_DM21G11_02249",13208,13039,12852,12952,9438,16506,11881,12424,11857
"Scap_DM21G11_02250",9707,9438,8934,6862,5112,9185,7089,6974,6659
"Scap_DM21G11_02251",28740,29041,31554,20140,16275,26073,21853,20846,19988
"Scap_DM21G11_02252",5269,5455,6275,4452,3442,5285,4199,3999,3863
"Scap_DM21G11_02253",214947,264759,260321,81863,63872,110719,77328,78764,74704
"Scap_DM21G11_02254",141072,153666,184490,124228,96305,157984,112801,114520,108402
"Scap_DM21G11_02255",63186,65347,83488,61368,42867,69560,46997,45390,42268
"Scap_DM21G11_02256",20482,17700,19328,42415,25710,41324,34556,33970,36292
"Scap_DM21G11_02257",25660,21154,22187,55979,32134,52049,44086,44216,44502
"Scap_DM21G11_02258",20474,19195,19730,33084,18638,27600,22628,21164,20385
"Scap_DM21G11_02259",7524,7031,6519,9671,6348,10467,7390,7044,6653
"Scap_DM21G11_02260",120884,115742,118859,228327,147810,268858,164432,146965,146125
"Scap_DM21G11_02261",8472,8782,10740,7588,5496,9321,6737,6875,6987
"Scap_DM21G11_02262",5477,5224,5999,4570,3084,5137,3620,3179,3013
"Scap_DM21G11_02263",24101,28242,34288,22240,17257,29290,23098,22958,22225
"Scap_DM21G11_02264",95397,110339,141279,88595,72840,116358,98747,103650,101405
"Scap_DM21G11_02265",5859,6237,7112,4430,3255,5320,4389,4200,4233
"Scap_DM21G11_02266",455,442,478,255,185,282,208,202,215
"Scap_DM21G11_02267",1951,2046,2324,1363,1057,1679,1475,1531,1447
"Scap_DM21G11_02268",6502,6636,7331,4939,3332,4977,3965,3565,3481
"Scap_DM21G11_02269",12538,13083,14142,11178,7387,11948,9038,8698,8680
"Scap_DM21G11_02270",15263,15647,16561,14950,9653,16171,11276,11382,10967
"Scap_DM21G11_02271",10170,9425,9781,13038,7422,11014,9030,7969,7513
"Scap_DM21G11_02272",3816,3242,3215,3894,2221,3276,2500,2191,2021
"Scap_DM21G11_02273",7556,6785,7039,5322,3732,5982,4106,3862,3547
"Scap_DM21G11_02274",881,801,815,503,380,641,439,369,337
"Scap_DM21G11_02278",15030,15999,16401,10265,6975,10955,7084,6469,6336
"Scap_DM21G11_02279",28250,29538,29561,19269,13615,21349,15044,13947,13360
"Scap_DM21G11_02280",30483,34107,44659,35533,26959,42219,31924,31449,30259
"Scap_DM21G11_02281",3606,4059,4817,3039,2264,3539,2653,2590,2326
"Scap_DM21G11_02283",3208,3133,3191,4068,3909,5086,3581,3413,3273
"Scap_DM21G11_02284",1929,1698,1623,4183,3886,5161,4101,3326,3310
"Scap_DM21G11_02285",2935,2468,2994,7982,6761,11598,7405,8073,8897
"Scap_DM21G11_02286",5050,4948,6586,5863,4597,7761,4782,5200,5306
"Scap_DM21G11_02287",4219,4678,5543,3390,2622,4205,2797,2857,2895
"Scap_DM21G11_02288",1738,1918,1863,1762,1164,1925,1481,1272,1248
"Scap_DM21G11_02289",1763,1909,1837,2028,1265,2039,1812,1703,1630
"Scap_DM21G11_02290",6414,6987,7246,6947,5008,8119,6076,6071,5595
"Scap_DM21G11_02291",7111,8240,9123,5212,4191,6496,6273,6654,6533
"Scap_DM21G11_02292",87897,101933,117789,98732,76129,117985,50795,55993,46539
"Scap_DM21G11_02293",1733,2181,2087,15653,11143,17598,14137,15189,14581
"Scap_DM21G11_02294",175,281,245,4609,2979,4955,4229,4315,3923
"Scap_DM21G11_02295",283,440,366,7434,5167,8127,6774,7523,6633
"Scap_DM21G11_02296",1545,1751,1681,1700,1123,1733,1332,1283,1194
"Scap_DM21G11_02297",8574,9238,10003,39545,30098,49531,33811,29268,23601
"Scap_DM21G11_02298",2175,2192,2431,13924,9905,16057,10516,9357,6993
"Scap_DM21G11_02299",6492,6008,6344,6441,5849,8684,5647,6438,6037
"Scap_DM21G11_02300",9231,7609,7787,9898,7306,10839,8237,8635,7916
"Scap_DM21G11_02301",12104,13249,13120,6233,4139,6212,4945,4409,4506
"Scap_DM21G11_02302",1446,1371,1560,1750,1324,1990,1547,1782,1735
"Scap_DM21G11_02303",8787,8339,9310,10823,7982,12312,9614,10623,9711
"Scap_DM21G11_02304",4043,3716,4108,4553,3018,4701,3950,3970,3398
"Scap_DM21G11_02305",4812,4638,5219,4975,4207,5995,5139,5589,4598
"Scap_DM21G11_02306",4269,4052,4411,3389,2771,3637,3126,3454,2592
"Scap_DM21G11_02307",328,388,451,280,229,371,201,235,268
"Scap_DM21G11_02308",4102,5167,5307,2927,1981,3057,3718,2766,2909
"Scap_DM21G11_02309",22329,31343,36943,19968,14607,20449,45421,36667,39786
"Scap_DM21G11_02310",8261,11569,16366,6325,4769,6572,16615,13896,14495
"Scap_DM21G11_02311",5792,8683,11335,6086,6088,9366,8322,9980,9935
"Scap_DM21G11_02312",30640,43280,50991,31211,24623,37935,31660,32545,33363
"Scap_DM21G11_02313",1172,1668,1890,446,323,494,456,395,394
"Scap_DM21G11_02314",3919,4720,5097,5754,4396,7018,5541,5425,5230
"Scap_DM21G11_02315",74,71,81,181,132,181,139,112,86
"Scap_DM21G11_02316",2086,2177,2581,7279,5845,9538,6444,5990,5764
"Scap_DM21G11_02317",3961,4024,5016,18930,15013,23446,17337,15025,13514
"Scap_DM21G11_02318",2869,2749,3523,15403,11652,18835,13918,11638,9784
"Scap_DM21G11_02319",3404,2967,3542,12849,10661,16872,12807,11533,10150
"Scap_DM21G11_02320",841,736,768,2797,2206,3665,2748,2191,1886
"Scap_DM21G11_02321",28450,33019,30474,25679,18220,29399,25526,23639,22019
"Scap_DM21G11_02322",33071,36181,30505,35618,22946,37514,31672,26316,26103
"Scap_DM21G11_02323",15137,22694,22592,23559,16308,24921,18425,16121,13545
"Scap_DM21G11_02324",7592,11338,11503,12391,8798,12383,9015,8437,7228
"Scap_DM21G11_02325",42122,37494,39451,66234,44731,70016,65654,72568,68443
"Scap_DM21G11_02326",7645,8295,8758,7623,6275,9399,9498,10214,9481
"Scap_DM21G11_02327",54661,59660,63746,42238,35122,59093,56174,62005,59209
"Scap_DM21G11_02328",5919,5728,8085,9019,6913,10073,7174,6238,4684
"Scap_DM21G11_02329",4515,3158,3006,9838,5478,8133,7254,7069,6829
"Scap_DM21G11_02330",619,706,683,8141,5294,8852,7587,8764,10241
"Scap_DM21G11_02331",34589,37827,51219,134681,115787,173539,69602,76312,75866
"Scap_DM21G11_02332",39099,42557,55058,132623,104773,161845,63197,62973,61159
"Scap_DM21G11_02333",36951,44119,50672,14643,12024,20440,11665,13197,13443
"Scap_DM21G11_02334",5414,5352,5647,12813,9201,14813,10602,10142,9074
"Scap_DM21G11_02335",3224,3313,3538,1856,1249,2028,2009,1926,1811
"Scap_DM21G11_02336",3388,3753,3843,2669,1915,3162,3039,3067,2959
"Scap_DM21G11_02337",3491,2582,2667,8263,4787,7317,9149,8441,7095
"Scap_DM21G11_02338",1514,852,945,7682,3749,4630,4134,3689,3300
"Scap_DM21G11_02339",59,91,76,19,9,21,17,19,19
"Scap_DM21G11_02340",616,472,613,1312,830,1169,1299,1211,1095
"Scap_DM21G11_02341",3318,3205,3365,4979,2840,4649,2530,2284,1925
"Scap_DM21G11_02342",463,547,565,387,262,412,343,350,267
"Scap_DM21G11_02343",1118,1179,1208,611,399,721,584,546,508
"Scap_DM21G11_02344",169,217,229,144,85,165,156,173,156
"Scap_DM21G11_02345",30990,35736,46774,18384,13175,19052,17891,16100,14850
"Scap_DM21G11_02346",98454,129432,175418,60382,50494,73395,70818,67888,63276
"Scap_DM21G11_02347",51573,65758,91341,32910,26561,37065,37281,35946,33007
"Scap_DM21G11_02348",7310,8755,10311,7305,5924,8802,8133,8889,8312
"Scap_DM21G11_02349",2218,2725,3070,1633,1158,1672,1491,1564,1487
"Scap_DM21G11_02350",2349,2920,3421,1099,961,1369,1178,1245,1191
"Scap_DM21G11_02351",856,1014,1143,333,292,416,275,322,306
"Scap_DM21G11_02352",1797,2227,2361,656,535,844,594,595,528
"Scap_DM21G11_02353",1591,2047,2281,464,403,607,412,396,363
"Scap_DM21G11_02354",27,37,51,24,22,31,15,30,26
"Scap_DM21G11_02355",10565,13948,15673,13419,10475,16692,15132,14534,13236
"Scap_DM21G11_02356",1131,1336,1461,1404,948,1519,1296,1102,924
"Scap_DM21G11_02357",54841,54593,54499,25022,19033,31603,22182,21071,20254
"Scap_DM21G11_02358",4610,4345,4455,1845,1265,2034,1378,1296,1021
"Scap_DM21G11_02359",7521,8101,9233,3427,2658,3926,3460,3140,2756
"Scap_DM21G11_02360",2519,2618,3419,1154,950,1302,1025,1083,832
"Scap_DM21G11_02361",53,69,83,1681,1219,2091,2455,2520,2841
"Scap_DM21G11_02362",71,83,55,1715,1056,1970,2284,2236,2557
"Scap_DM21G11_02363",123,134,161,2340,1433,2540,3114,2872,3330
"Scap_DM21G11_02364",753,994,1205,4793,3350,5534,6938,6984,7662
"Scap_DM21G11_02365",735,877,1228,2301,1645,2723,3328,3563,4056
"Scap_DM21G11_02366",3295,2905,2247,982,669,985,732,677,701
"Scap_DM21G11_02367",1283,1068,780,259,157,230,183,175,142
"Scap_DM21G11_02368",6535,5483,4218,1065,898,1204,880,877,743
"Scap_DM21G11_02369",598,439,414,1627,1138,1743,1670,1960,1819
"Scap_DM21G11_02370",4306,4731,5306,4239,3646,5474,4281,4513,3992
"Scap_DM21G11_02371",1635,1694,1710,1387,1045,1570,1133,1134,984
"Scap_DM21G11_02372",2573,2571,2587,1547,991,1593,4524,4329,4412
"Scap_DM21G11_02373",7629,8012,8577,4267,3060,4776,12992,13305,12931
"Scap_DM21G11_02374",12180,13002,13210,6240,5025,8371,21021,24251,25614
"Scap_DM21G11_02375",7284,7857,8547,4412,3553,6145,15497,17078,18288
"Scap_DM21G11_02376",11,11,14,13,11,17,12,17,14
"Scap_DM21G11_02377",6798,6591,9361,14539,10136,17349,11175,10367,9575
"Scap_DM21G11_02378",10970,13291,14290,9825,7741,12578,8191,7814,7404
"Scap_DM21G11_02379",1602,1965,2109,1359,1031,1805,1173,1144,1029
"Scap_DM21G11_02380",3526,3955,4255,4668,3401,5843,3858,3316,3041
"Scap_DM21G11_02381",2523,2808,3114,3374,2616,4804,2981,2921,2797
"Scap_DM21G11_02382",123,154,161,62,40,60,37,35,17
"Scap_DM21G11_02383",211,239,299,263,275,425,278,340,303
"Scap_DM21G11_02384",172,171,181,220,185,216,154,206,185
"Scap_DM21G11_02385",171,193,208,315,216,370,226,276,224
"Scap_DM21G11_02386",1644,1732,2034,2406,1820,2774,2239,2484,2391
"Scap_DM21G11_02387",47,55,52,54,39,55,37,42,37
"Scap_DM21G11_02388",561,577,679,3769,2668,5168,3249,3536,3685
"Scap_DM21G11_02389",449,505,588,702,576,906,710,740,630
"Scap_DM21G11_02390",9,9,14,11,9,16,7,6,11
"Scap_DM21G11_02391",200,252,288,302,203,386,360,333,331
"Scap_DM21G11_02392",694,822,846,1128,839,1185,887,895,799
"Scap_DM21G11_02393",1391,1475,1243,1929,1098,1888,1663,1167,1093
"Scap_DM21G11_02394",844,1045,903,1365,825,1323,1270,916,810
"Scap_DM21G11_02395",3357,4326,4407,5676,3767,6370,5792,4677,4400
"Scap_DM21G11_02396",10152,14203,14866,12300,10830,17239,13576,13508,12817
"Scap_DM21G11_02397",75,118,171,89,108,171,147,130,122
"Scap_DM21G11_02398",5677,6224,6965,8018,6946,11447,9470,10815,10275
"Scap_DM21G11_02399",1296,1352,1557,3255,2362,3865,3201,3116,2927
"Scap_DM21G11_02400",665,613,732,1944,1532,2507,1983,2244,1885
"Scap_DM21G11_02401",2755,3397,4015,2709,2182,3185,3055,2907,2474
"Scap_DM21G11_02402",4135,4878,5760,4759,3795,5979,5290,5218,4754
"Scap_DM21G11_02403",16949,18778,20183,10751,8523,13101,9917,9949,10186
"Scap_DM21G11_02404",11355,12821,13717,8059,6221,10295,7676,7635,7408
"Scap_DM21G11_02405",12633,13703,14393,11667,9143,14912,13019,12901,13539
"Scap_DM21G11_02406",15865,17760,18627,11410,9187,13863,12738,12631,12158
"Scap_DM21G11_02407",1542,1892,2032,1044,831,1264,1310,1271,1163
"Scap_DM21G11_02408",14747,16011,17049,7270,4787,7530,5617,4825,4702
"Scap_DM21G11_02409",899,1000,990,887,785,1181,1059,1266,1058
"Scap_DM21G11_02410",6532,6816,7212,5583,4141,6588,4336,4467,5139
"Scap_DM21G11_02411",8840,10150,11662,9250,7095,10358,5853,6796,7527
"Scap_DM21G11_02412",372,432,460,133,79,117,125,109,118
"Scap_DM21G11_02413",72361,77649,97739,77563,54837,89499,66334,66104,65176
"Scap_DM21G11_02414",5041,4689,4681,4941,3257,4409,4187,3841,3817
"Scap_DM21G11_02415",64840,68244,87380,67806,55784,89794,72071,78421,75484
"Scap_DM21G11_02416",87633,88735,103886,77154,56350,91437,74354,70257,67399
"Scap_DM21G11_02417",152206,154413,186307,159175,124431,196231,172567,173945,168946
"Scap_DM21G11_02418",166493,171564,183922,190294,163908,243464,226118,250427,219628
"Scap_DM21G11_02419",13079,11953,12055,13748,8860,12568,8074,7736,6872
"Scap_DM21G11_02420",16815,17274,17981,16563,10784,16994,10355,9584,8914
"Scap_DM21G11_02421",3108,3482,3707,3347,2031,3375,2206,2238,2221
"Scap_DM21G11_02422",6659,6253,6216,5135,3806,5525,4319,4071,3976
"Scap_DM21G11_02423",21932,21072,22504,18223,14869,20845,19318,20662,19445
"Scap_DM21G11_02424",5723,5912,6523,5865,4388,6740,4804,4974,4671
"Scap_DM21G11_02425",49846,48726,45092,67377,49383,82114,70156,70196,70522
"Scap_DM21G11_02426",42794,42705,39935,53230,40934,68925,54433,55542,56152
"Scap_DM21G11_02427",23389,22873,23141,34708,25752,43515,32343,34143,33747
"Scap_DM21G11_02428",43483,44110,52722,77491,59786,97214,74141,78887,75613
"Scap_DM21G11_02429",34683,35062,37022,56026,39138,51595,53926,55172,50653
"Scap_DM21G11_02430",2103,2417,2275,1391,926,1615,1243,1220,1192
"Scap_DM21G11_02431",1579,2059,2229,1092,994,1170,1291,1263,1084
"Scap_DM21G11_02432",12195,11981,11828,12345,8546,13238,10734,10716,10312
"Scap_DM21G11_02433",3506,4211,5017,2850,2595,4456,3339,4061,4469
"Scap_DM21G11_02434",114049,108991,110943,120677,98124,138494,183316,209399,199506
"Scap_DM21G11_02435",1849,2116,2186,1302,964,1468,1148,1152,1200
"Scap_DM21G11_02436",212735,232766,249415,50156,37200,44953,61394,53023,51318
"Scap_DM21G11_02437",15041,17260,19734,11194,11049,14399,12141,15073,13722
"Scap_DM21G11_02438",383611,420735,457810,318421,239236,358875,333388,338396,311240
"Scap_DM21G11_02439",788,795,860,779,496,796,891,839,723
"Scap_DM21G11_02440",13416,15856,18380,12321,10553,14975,9534,11160,11204
"Scap_DM21G11_02441",15138,17268,19438,13022,11328,16257,12645,15557,15354
"Scap_DM21G11_02442",48551,47936,47607,45636,34070,52559,37806,36534,34782
"Scap_DM21G11_02443",169542,174398,184908,186195,160851,238956,219278,241045,212908
"Scap_DM21G11_02444",28545,29917,30811,49161,38886,63604,49017,49733,47329
"Scap_DM21G11_02445",16335,18992,22469,14282,12119,20393,10525,12204,14399
