"","Sepi_PJ_019","Sepi_PJ_020","Sepi_PJ_021","Sepi_PJ_022","Sepi_PJ_023","Sepi_PJ_024","Sepi_PJ_025","Sepi_PJ_026","Sepi_PJ_027"
"Sepi_DM21B07_01749",56664,43716,56012,28108,34176,34819,41179,45668,37876
"Sepi_DM21B07_01750",3987,3062,4081,2192,2906,3217,3082,3223,2619
"Sepi_DM21B07_01751",22524,18013,22586,12546,17375,18887,17242,18346,15015
"Sepi_DM21B07_01752",34341,30282,34088,39252,40997,42252,43084,41079,34799
"Sepi_DM21B07_01753",29848,23669,30305,25705,26320,26874,31028,29850,25533
"Sepi_DM21B07_01754",35740,28519,27404,58956,72235,65955,64112,66670,56838
"Sepi_DM21B07_01755",5657,3985,5124,3648,4547,4510,4966,5012,4124
"Sepi_DM21B07_01756",86914,60571,77902,24073,30667,28832,47290,54629,47289
"Sepi_DM21B07_01757",62143,50919,51715,25833,32937,30976,29398,32737,27466
"Sepi_DM21B07_01758",458,374,425,143,211,219,248,304,230
"Sepi_DM21B07_01759",11353,12681,9665,13535,16726,15691,14816,14936,12395
"Sepi_DM21B07_01760",239,263,287,262,324,287,392,371,282
"Sepi_DM21B07_01761",129,128,117,107,150,134,163,204,168
"Sepi_DM21B07_01762",40,39,35,25,21,32,43,48,44
"Sepi_DM21B07_01763",62,73,70,44,44,51,92,71,67
"Sepi_DM21B07_01764",817,709,747,436,514,520,601,627,516
"Sepi_DM21B07_01765",1210,1049,1196,769,799,884,897,905,774
"Sepi_DM21B07_01766",24534,20199,25170,20102,20572,21563,24544,25392,21110
"Sepi_DM21B07_01767",13744,11859,13503,12272,14549,15305,15513,15893,13173
"Sepi_DM21B07_01768",7617,7897,7157,7847,7848,8385,9140,9290,7480
"Sepi_DM21B07_01769",14158,12744,13957,15189,16661,17474,15751,16758,13636
"Sepi_DM21B07_01770",10999,9302,10833,12026,14366,14873,12418,13272,10841
"Sepi_DM21B07_01771",985,891,870,1211,1653,1813,983,1087,842
"Sepi_DM21B07_01772",7731,5619,7549,1622,2475,2470,2761,3774,3151
"Sepi_DM21B07_01773",28357,18870,26020,24159,30755,27101,28251,28529,23521
"Sepi_DM21B07_01774",34955,23356,32176,21790,27350,25860,29724,30373,25015
"Sepi_DM21B07_01775",69472,43161,63466,79743,100914,98090,89503,89389,73664
"Sepi_DM21B07_01776",469,350,473,327,467,458,656,827,573
"Sepi_DM21B07_01777",28491,25748,25555,22478,28230,26993,27291,27079,22535
"Sepi_DM21B07_01778",158444,130456,130425,92483,101071,99646,120287,118500,98609
"Sepi_DM21B07_01779",32808,22716,28745,20934,27463,26254,24955,28578,24098
"Sepi_DM21B07_01780",4019,3500,3397,35849,30944,30913,57991,48453,40779
"Sepi_DM21B07_01781",734,704,792,19524,14851,17282,32389,26153,21799
"Sepi_DM21B07_01782",491,551,545,14215,11328,13530,25600,20284,16668
"Sepi_DM21B07_01783",358,413,365,11635,11541,13039,17885,14459,11809
"Sepi_DM21B07_01784",256,204,225,6364,7432,7578,10264,9507,7793
"Sepi_DM21B07_01785",335,221,265,287,338,315,418,342,303
"Sepi_DM21B07_01786",50618,52453,35170,25967,36639,31777,17986,18906,15440
"Sepi_DM21B07_01787",29924,31138,19709,13491,20178,17367,9549,10505,8498
"Sepi_DM21B07_01788",20082,15869,14736,12076,15264,14774,14430,15964,12943
"Sepi_DM21B07_01789",33629,26754,29894,34554,39442,35834,50007,52776,44563
"Sepi_DM21B07_01790",21526,15729,24333,17383,20784,20334,17915,19072,15386
"Sepi_DM21B07_01791",82574,54806,74031,26580,35364,32570,34655,39334,33590
"Sepi_DM21B07_01792",10623,9666,9482,8935,12403,12249,10104,9828,8000
"Sepi_DM21B07_01793",8194,8192,7754,7395,8773,8826,8856,8732,6957
"Sepi_DM21B07_01794",27213,27155,25877,24773,24370,25990,27210,26105,21813
"Sepi_DM21B07_01795",13594,11659,11544,11247,13091,13012,12817,13789,11622
"Sepi_DM21B07_01796",68368,51717,69341,183076,205294,199615,225756,210621,176690
"Sepi_DM21B07_01797",33063,32213,33273,54299,51863,59323,53959,52035,43251
"Sepi_DM21B07_01798",23763,19916,23982,31179,36492,38713,37559,39141,32799
"Sepi_DM21B07_01799",23066,20535,20380,9239,12216,12185,11647,11728,9555
"Sepi_DM21B07_01800",25112,20840,22234,11212,13794,13068,14934,14773,12504
"Sepi_DM21B07_01801",11913,9268,10640,7216,7652,7663,7995,8027,7045
"Sepi_DM21B07_01802",95186,69601,103369,102328,118624,121409,98430,98789,82339
"Sepi_DM21B07_01803",1940,2188,1973,5072,3940,4669,6689,5264,4374
"Sepi_DM21B07_01804",3287,3130,3225,5965,5312,5566,8130,6961,5898
"Sepi_DM21B07_01805",219,206,212,340,400,362,420,464,366
"Sepi_DM21B07_01806",16571,18770,12844,106162,112115,116121,93487,88522,71837
"Sepi_DM21B07_01807",3538,4284,2484,42466,46381,47055,33701,31420,25518
"Sepi_DM21B07_01808",44,39,42,61,65,72,66,64,53
"Sepi_DM21B07_01809",147,138,130,138,156,175,221,226,180
"Sepi_DM21B07_01810",15172,10799,14471,15110,23473,23587,20938,22441,18311
"Sepi_DM21B07_01811",67410,51200,55595,35825,45425,41311,50132,52550,43718
"Sepi_DM21B07_01812",28455,17105,24749,15738,21771,20497,22483,22968,18976
"Sepi_DM21B07_01813",4361,3654,3822,5982,6812,6974,6584,6575,5494
"Sepi_DM21B07_01814",65549,59317,62086,51969,50841,54466,54322,52100,44063
"Sepi_DM21B07_01815",9349,8759,9063,7235,6323,6744,7154,6575,5535
"Sepi_DM21B07_01816",20000,18851,19517,15379,12898,13965,15304,14668,12101
"Sepi_DM21B07_01817",51858,46607,52870,37869,33164,36050,39123,37041,31293
"Sepi_DM21B07_01818",22382,20323,24434,16179,13659,15287,15703,15437,12947
"Sepi_DM21B07_01819",7233,6170,7524,4802,4737,5434,4933,4594,3867
"Sepi_DM21B07_01820",6794,5643,7399,4177,4420,4762,4768,4392,3699
"Sepi_DM21B07_01821",5052,3412,4466,522,541,518,922,943,772
"Sepi_DM21B07_01822",46449,40804,47288,11236,12579,12020,18498,19018,16254
"Sepi_DM21B07_01823",47791,44443,52046,9877,11320,12631,20038,20279,16410
"Sepi_DM21B07_01824",15371,16788,13379,30170,28305,28780,30679,26999,23022
"Sepi_DM21B07_01825",5946,5364,5795,10130,11873,10794,18759,15549,13369
"Sepi_DM21B07_01826",75959,53860,60699,65377,89165,84565,103769,115919,94755
"Sepi_DM21B07_01827",2748,1864,2569,3492,4719,4415,4318,4320,3580
"Sepi_DM21B07_01828",890,600,790,1192,1626,1573,1417,1453,1168
"Sepi_DM21B07_01829",11630,10301,12639,29403,31237,34386,37600,39843,32406
"Sepi_DM21B07_01830",8185,6539,7261,3772,5238,5031,5683,6743,5468
"Sepi_DM21B07_01831",5106,4824,4946,5748,8157,8324,5411,5266,4200
"Sepi_DM21B07_01832",109063,101514,120984,47056,51852,57358,38669,46361,38707
"Sepi_DM21B07_01833",16315,15493,18148,7890,8519,9483,5965,7037,6010
"Sepi_DM21B07_01834",69232,60055,73778,27908,33566,36263,23106,27827,23545
"Sepi_DM21B07_01835",114710,89644,114460,42910,60445,62341,34616,41719,34498
"Sepi_DM21B07_01836",3233,2641,3111,1307,2040,2246,849,971,812
"Sepi_DM21B07_01837",28046,23892,31830,39164,41886,42800,49536,48945,40436
"Sepi_DM21B07_01838",14999,12337,16559,21465,23553,24815,26868,27099,22736
"Sepi_DM21B07_01839",12951,10485,13086,16259,18113,17468,22013,23228,19899
"Sepi_DM21B07_01840",2683,2269,2287,1275,1872,1836,2049,2218,1837
"Sepi_DM21B07_01841",9739,7103,9148,13929,15878,15268,13592,14359,12233
"Sepi_DM21B07_01842",28314,19287,25671,39749,52669,52213,36499,37633,30227
"Sepi_DM21B07_01843",18378,16419,20797,19717,22248,23014,26131,25067,20910
"Sepi_DM21B07_01844",7526,5669,7225,3498,4340,4249,6535,6568,5448
"Sepi_DM21B07_01845",8613,6408,7646,4062,5306,4810,7973,8307,6987
"Sepi_DM21B07_01846",7042,5923,5926,8531,9800,9474,9935,9319,7624
"Sepi_DM21B07_01847",5192,4229,4379,6986,7805,7518,7865,7750,6650
"Sepi_DM21B07_01848",46,38,43,46,53,83,51,60,47
"Sepi_DM21B07_01849",34685,31412,30763,38601,44593,45244,26988,27165,22773
"Sepi_DM21B07_01850",12640,14108,10676,16418,17549,18870,8738,8940,7240
"Sepi_DM21B07_01851",53333,62848,45368,68313,70432,71072,41600,44166,36332
"Sepi_DM21B07_01852",53389,56117,49919,77994,90480,95556,46811,48683,41104
"Sepi_DM21B07_01853",47902,46911,44165,66062,76890,74117,46797,48727,40531
"Sepi_DM21B07_01854",9370,9082,8959,2773,3124,3006,2605,2650,2290
"Sepi_DM21B07_01855",17868,13661,13224,19507,23780,21657,19626,17933,14746
"Sepi_DM21B07_01856",10104,8664,7965,4273,5059,4366,4927,5631,4775
"Sepi_DM21B07_01857",13851,11304,14047,29596,35257,33122,40512,42214,35728
"Sepi_DM21B07_01858",3840,2983,3991,7524,9356,9630,10214,10561,8656
"Sepi_DM21B07_01859",9251,7704,9943,18750,24269,23612,25050,24555,20389
"Sepi_DM21B07_01860",2851,1982,2283,9410,12818,13359,10883,11958,10132
"Sepi_DM21B07_01861",7366,5123,6205,25995,32952,32593,30109,33538,28162
"Sepi_DM21B07_01862",52631,38849,48827,80918,100235,94942,73972,83956,68934
"Sepi_DM21B07_01863",13885,9149,12087,9000,11308,11511,10418,10679,8804
"Sepi_DM21B07_01864",15540,13905,13653,17763,25133,23459,21463,25273,20993
"Sepi_DM21B07_01865",2317,1867,2153,2574,3502,3560,3472,3473,2813
"Sepi_DM21B07_01866",5762,3880,4860,7853,9329,8894,8252,8353,6891
"Sepi_DM21B07_01867",11559,8276,9317,23711,26999,22913,22162,20002,16072
"Sepi_DM21B07_01868",1129,956,1029,841,1394,1355,1260,1072,847
"Sepi_DM21B07_01869",33050,29334,25853,21984,25119,23833,25213,26820,23250
"Sepi_DM21B07_01870",6573,5076,5763,5076,7635,7365,8325,9119,7565
"Sepi_DM21B07_01871",1437,1025,1094,3717,3326,3334,2548,2559,2160
"Sepi_DM21B07_01872",2332,1860,2177,1583,2766,2388,2727,3346,2750
"Sepi_DM21B07_01873",3431,2876,3144,3660,3773,3233,3401,4307,3736
"Sepi_DM21B07_01874",973,766,825,1095,1372,1348,1223,1268,995
"Sepi_DM21B07_01875",2580,2262,2343,1992,2570,2326,2618,2435,2096
"Sepi_DM21B07_01876",1426,1150,1132,2387,2613,2276,6739,4861,4071
"Sepi_DM21B07_01877",8899,7274,7355,8049,7524,7038,7975,8024,6818
"Sepi_DM21B07_01878",7509,6683,6356,8260,9568,8615,9173,9735,8408
"Sepi_DM21B07_01879",3306,2997,2772,3245,4046,3754,4019,4248,3684
"Sepi_DM21B07_01880",5153,3659,3713,2748,3984,4298,2258,2200,1673
"Sepi_DM21B07_01881",9270,6611,7336,12379,13771,12776,11637,11484,9630
"Sepi_DM21B07_01882",105,67,85,38,96,73,68,96,70
"Sepi_DM21B07_01883",1315,1019,958,1277,1622,1458,1710,1917,1644
"Sepi_DM21B07_01884",3377,2885,2647,2902,3209,3081,3887,4245,3644
"Sepi_DM21B07_01885",369,332,283,175,243,208,207,234,169
"Sepi_DM21B07_01886",12746,10412,13292,3581,4503,4085,5938,6083,5187
"Sepi_DM21B07_01887",639,523,482,387,481,453,518,604,501
"Sepi_DM21B07_01888",177,127,127,101,131,106,155,178,179
"Sepi_DM21B07_01889",3448,2370,3113,1147,1685,1562,1863,2479,2035
"Sepi_DM21B07_01890",2250,1472,2081,564,868,885,1232,1636,1349
"Sepi_DM21B07_01891",1954,1327,1738,514,686,662,868,1298,1101
"Sepi_DM21B07_01892",6873,6171,5696,4176,5378,5257,5026,5756,4996
"Sepi_DM21B07_01893",1293,1162,1141,818,1021,1007,1422,1546,1299
"Sepi_DM21B07_01894",6020,4821,5137,10794,14425,13536,10345,11359,9406
"Sepi_DM21B07_01895",3584,3374,2833,4692,5665,5806,7006,7573,6551
"Sepi_DM21B07_01896",19693,18136,16371,29045,35622,35301,39544,45315,38707
"Sepi_DM21B07_01897",753,594,702,536,778,740,745,745,628
"Sepi_DM21B07_01898",2717,2308,2565,2403,2634,2593,2929,3163,2647
"Sepi_DM21B07_01899",898,721,785,658,820,879,834,890,729
"Sepi_DM21B07_01900",628,429,460,510,637,677,655,736,621
"Sepi_DM21B07_01901",483,359,466,267,476,423,459,370,355
"Sepi_DM21B07_01902",716,504,688,353,488,510,569,535,502
"Sepi_DM21B07_01903",334,229,318,174,210,253,237,260,229
"Sepi_DM21B07_01904",1456,1081,1423,705,864,795,1124,1289,1016
"Sepi_DM21B07_01905",853,643,796,354,470,482,516,572,431
"Sepi_DM21B07_01906",1109,1009,1031,368,567,588,501,618,500
"Sepi_DM21B07_01907",522,505,509,186,294,268,184,263,234
"Sepi_DM21B07_01908",752,699,771,272,402,374,305,392,352
"Sepi_DM21B07_01909",468,434,440,151,275,262,206,263,208
"Sepi_DM21B07_01910",25899,15944,21284,14171,16339,14566,21143,24921,21859
"Sepi_DM21B07_01911",42774,25016,35159,21233,26339,24178,32813,35781,30041
"Sepi_DM21B07_01912",1326,871,1136,609,968,907,994,1338,1137
"Sepi_DM21B07_01913",2911777,2328103,2286929,2731292,3229396,3097263,3190578,3544440,3019396
"Sepi_DM21B07_01914",7396,7102,7673,9361,9921,9952,9818,9405,7654
"Sepi_DM21B07_01915",37992,36027,39781,52986,51033,51616,57184,56588,47369
"Sepi_DM21B07_01916",8099,6911,8171,9531,10859,10890,10958,10940,8876
"Sepi_DM21B07_01917",9449,8248,8333,3999,5394,5380,6055,6703,5321
"Sepi_DM21B07_01918",8189,7423,7499,3187,3961,3950,3850,4631,3865
"Sepi_DM21B07_01919",311392,256198,306221,173039,196843,200756,150017,142495,116872
"Sepi_DM21B07_01920",264973,263686,285238,121977,90307,107523,108109,90650,75602
"Sepi_DM21B07_01921",149835,147317,155096,76487,57865,66733,60835,51323,42264
"Sepi_DM21B07_01922",181734,172845,182000,53359,40597,46066,43141,33208,26724
"Sepi_DM21B07_01923",1129273,889529,1028228,185121,169546,167831,186153,162571,134836
"Sepi_DM21B07_01924",141882,119094,145226,23990,23324,24120,31495,26920,21931
"Sepi_DM21B07_01925",1517,1352,1341,445,613,536,789,835,659
"Sepi_DM21B07_01926",19217,15951,17997,12823,14713,12696,16336,15186,12726
"Sepi_DM21B07_01927",21114,13520,20598,18131,21020,20585,19122,19169,15798
"Sepi_DM21B07_01928",1232,795,1038,910,985,885,758,985,905
"Sepi_DM21B07_01929",65141,53388,57395,38187,47306,45317,50137,52508,43474
"Sepi_DM21B07_01931",9547,8273,11539,7408,9220,10216,8549,9566,7738
"Sepi_DM21B07_01932",21106,18191,23642,25255,27212,29700,30332,32867,27203
"Sepi_DM21B07_01933",13632,12164,14567,17466,20731,21477,20719,22537,19003
"Sepi_DM21B07_01934",15358,14133,17155,13750,19480,20588,17043,18752,15292
"Sepi_DM21B07_01935",22619,22751,23059,15771,17700,18311,19939,20044,16648
"Sepi_DM21B07_01936",14297,13907,12909,14243,15968,15780,14550,14226,11454
"Sepi_DM21B07_01937",12817,12518,11494,16985,17751,18747,16598,15246,12385
"Sepi_DM21B07_01938",8773,8606,8047,13136,14463,15465,11409,10965,9031
"Sepi_DM21B07_01939",20211,20413,18432,22455,23338,26179,20582,20294,17023
"Sepi_DM21B07_01940",22766,20489,21712,21289,24793,25558,23336,24013,19521
"Sepi_DM21B07_01941",2464,1524,2012,2526,3102,3140,2004,1878,1565
"Sepi_DM21B07_01942",18447,11079,15076,18064,19629,18061,15061,16015,13434
"Sepi_DM21B07_01943",2375,2091,2741,628,793,881,1280,1355,1119
"Sepi_DM21B07_01944",13340,9575,12654,7381,10863,11318,10495,11022,8882
"Sepi_DM21B07_01945",81309,69684,85698,44812,56231,59310,60529,63442,52135
"Sepi_DM21B07_01946",47242,33153,30657,102148,113204,107910,113939,113564,94781
"Sepi_DM21B07_01947",1030,855,847,1752,2051,1915,2297,2194,1839
"Sepi_DM21B07_01948",3289,2899,2804,4526,5539,5195,5730,6055,4900
"Sepi_DM21B07_01949",76986,60897,64908,43919,55587,51693,54700,62340,52001
"Sepi_DM21B07_01950",9923,7040,9030,7002,9240,8333,9523,10352,8607
"Sepi_DM21B07_01951",35546,28262,30755,16613,20752,20351,19011,20089,16185
"Sepi_DM21B07_01952",34311,23507,28741,10684,14952,13771,20883,25785,21805
"Sepi_DM21B07_01953",9000,8447,8297,7204,8230,8433,10123,10677,8747
"Sepi_DM21B07_01954",8932,9275,9522,9378,8523,9887,12037,11797,10123
"Sepi_DM21B07_01955",26820,22810,27504,26173,31751,33086,33925,33857,28072
"Sepi_DM21B07_01956",22689,18017,23861,20337,24863,24432,22746,22353,18491
"Sepi_DM21B07_01957",31761,29387,27853,12784,16106,14164,20458,22576,18599
"Sepi_DM21B07_01958",15957,13986,13710,9533,11778,11000,11192,12914,10963
"Sepi_DM21B07_01959",5603,5761,5057,2979,3681,3353,4619,5301,4402
"Sepi_DM21B07_01960",15352,16945,12469,10622,13812,12174,10827,10910,9075
"Sepi_DM21B07_01961",6831,7018,5467,4355,5392,4921,4750,5001,4250
"Sepi_DM21B07_01962",11579,8096,12307,3869,4300,4011,11480,12606,10517
"Sepi_DM21B07_01963",4141,2832,4470,1395,1717,1624,4432,4552,3797
"Sepi_DM21B07_01964",5895,3811,6125,2051,2163,1892,5946,6614,5637
"Sepi_DM21B07_01965",10991,7276,11284,3619,3928,3578,12311,13270,11250
"Sepi_DM21B07_01966",9065,6298,9674,3264,3453,3436,11439,11469,9981
"Sepi_DM21B07_01967",13,9,8,6,19,21,24,19,15
"Sepi_DM21B07_01968",47167,45323,43963,31761,33552,33082,36737,35734,29306
"Sepi_DM21B07_01969",130927,121245,127213,93526,91920,90369,105290,105513,89172
"Sepi_DM21B07_01970",12921,11433,12499,10507,11282,11051,11684,11232,9188
"Sepi_DM21B07_01971",38874,28086,32358,14112,18760,17778,23224,25822,21924
"Sepi_DM21B07_01972",28667,21797,23875,9433,11861,11581,15760,17901,14991
"Sepi_DM21B07_01973",45402,33654,43313,74913,88623,87605,84785,86751,72608
"Sepi_DM21B07_01974",26393,20584,23471,21203,26133,24046,23478,23667,19832
"Sepi_DM21B07_01975",41316,34374,34789,558208,246233,291189,193964,94384,78618
"Sepi_DM21B07_01976",13165,11272,11318,6069,9072,8163,11152,12037,9837
"Sepi_DM21B07_01977",5900,5508,5961,8131,11395,10431,14428,14132,11560
"Sepi_DM21B07_01978",26448,26570,21552,29176,32871,30426,31063,29843,24771
"Sepi_DM21B07_01979",9589,9217,8161,13917,15975,15530,12860,12695,10433
"Sepi_DM21B07_01980",29415,22225,29152,11057,14232,14338,17828,20416,16935
"Sepi_DM21B07_01981",37750,27869,37961,16898,23685,22898,24986,28973,24273
"Sepi_DM21B07_01982",304,190,266,154,200,226,311,281,271
"Sepi_DM21B07_01983",33545,26676,29824,34507,39392,35808,49939,52714,44487
"Sepi_DM21B07_01984",241395,172967,224137,165057,185667,173809,167677,177941,150544
"Sepi_DM21B07_01985",13457,11246,13730,10829,12641,13035,13030,12710,10523
"Sepi_DM21B07_01986",14954,13304,14319,13106,15063,14878,16334,16390,13785
"Sepi_DM21B07_01987",5049,4360,4368,3512,3972,3720,4898,5104,4344
"Sepi_DM21B07_01988",3980,4121,3140,2263,2707,2850,3337,3547,3162
"Sepi_DM21B07_01989",4225,4483,3107,2738,3287,3156,3347,3672,3006
"Sepi_DM21B07_01990",2269,2035,1780,1802,2191,2049,2313,2462,2065
"Sepi_DM21B07_01991",26511,27575,27552,2361,3473,3416,7423,9148,7821
"Sepi_DM21B07_01992",15957,17099,17990,1706,2147,2519,4653,5725,4723
"Sepi_DM21B07_01993",33412,36207,37294,3689,3590,4166,9393,11662,9731
"Sepi_DM21B07_01994",40164,37593,40348,7684,8391,8541,15502,18537,15807
"Sepi_DM21B07_01995",396,334,345,261,410,373,457,429,397
"Sepi_DM21B07_01996",290,207,266,334,454,430,314,373,288
"Sepi_DM21B07_01997",1017,722,790,830,1144,1086,1027,1073,925
"Sepi_DM21B07_01998",12487,9317,10370,8937,12195,11440,12896,14515,12171
"Sepi_DM21B07_01999",19734,13739,17004,12967,15864,14640,18621,21875,18558
"Sepi_DM21B07_02000",16466,11636,14093,16162,18093,16909,29641,19765,16970
"Sepi_DM21B07_02001",7822,5303,6844,9669,9787,9167,9220,9125,7867
"Sepi_DM21B07_02002",85562,72491,79235,43099,56583,54276,57123,60799,50780
"Sepi_DM21B07_02003",3483,3558,2620,2973,4028,3682,3515,3796,3134
"Sepi_DM21B07_02004",50139,42971,40000,8809,7881,9453,6831,6291,5222
"Sepi_DM21B07_02005",28206,24147,20675,4961,4491,5028,4102,3939,3122
"Sepi_DM21B07_02006",11806,8895,8479,1848,1864,1954,1451,1442,1075
"Sepi_DM21B07_02007",6626,5688,5732,3652,4995,5090,4362,4666,3697
"Sepi_DM21B07_02008",16109,15121,13278,35277,44016,43497,35955,38373,31966
"Sepi_DM21B07_02009",9650,7680,10207,5335,6735,6437,6465,6469,5561
"Sepi_DM21B07_02010",1611,1955,1845,354,402,358,502,562,467
"Sepi_DM21B07_02011",733,813,800,139,175,148,287,252,208
"Sepi_DM21B07_02012",2728,2392,2418,2811,3406,3383,4518,4439,3702
"Sepi_DM21B07_02013",9279,6636,8069,38541,43961,44151,46699,42643,35548
"Sepi_DM21B07_02014",6066,4835,5368,15540,14944,15855,14013,13446,10992
"Sepi_DM21B07_02015",3173,2572,2478,1744,1917,1784,1690,1707,1539
"Sepi_DM21B07_02016",12242,8492,10289,7568,8730,8244,8847,9193,7453
"Sepi_DM21B07_02017",193438,164656,158390,19889,27109,24268,37727,41250,35008
"Sepi_DM21B07_02018",7374,5978,7998,3585,4066,3900,5275,5030,4405
"Sepi_DM21B07_02019",3271,2995,4059,1761,2067,2133,2477,2448,2174
"Sepi_DM21B07_02020",19514,17997,22184,6811,8410,8692,10576,10800,9010
"Sepi_DM21B07_02021",337,305,357,286,315,319,352,369,319
"Sepi_DM21B07_02022",22150,17438,18883,38238,43362,41232,32577,30946,25704
"Sepi_DM21B07_02023",8189,6183,8495,10575,11128,10938,11587,11249,9259
"Sepi_DM21B07_02024",5538,4097,5750,7097,8071,7952,7960,7023,5850
"Sepi_DM21B07_02025",5158,4112,4381,3973,5275,5097,4354,4365,3688
"Sepi_DM21B07_02026",34777,27024,28548,19972,23334,21885,23515,23449,19743
"Sepi_DM21B07_02027",32154,25810,26788,21998,27867,27313,21184,22197,18822
"Sepi_DM21B07_02028",5234,4562,4724,2347,3162,3212,3682,3641,3190
"Sepi_DM21B07_02029",5624,4329,5041,3242,4112,4229,3499,3634,2957
"Sepi_DM21B07_02030",32396,22485,30696,22572,25612,24496,28652,28115,23957
"Sepi_DM21B07_02031",28648,20047,27538,25705,31022,28915,32865,34255,29039
"Sepi_DM21B07_02032",29372,22255,27125,29320,35010,30876,36524,38326,32070
"Sepi_DM21B07_02033",63070,39513,54842,27810,27131,21504,20516,31517,28249
"Sepi_DM21B07_02034",617981,359842,514264,295313,371486,353870,288220,322930,268583
"Sepi_DM21B07_02035",36734,22969,30216,19910,22618,20977,19221,20442,17131
"Sepi_DM21B07_02036",18460,14199,14945,7371,10630,10443,11712,12103,10275
"Sepi_DM21B07_02037",19169,14702,15934,8476,12994,12754,12386,12641,10679
"Sepi_DM21B07_02038",743,659,712,344,483,422,529,711,558
"Sepi_DM21B07_02039",9009,7007,7785,5285,6679,6278,8575,8852,7264
"Sepi_DM21B07_02040",3596,3159,3012,2939,4178,4167,4497,4527,4057
"Sepi_DM21B07_02041",88650,63816,88504,93923,106631,103519,92294,87468,72610
"Sepi_DM21B07_02042",129512,106708,107131,47806,56377,53832,83341,127503,106939
"Sepi_DM21B07_02043",101173,85402,82335,46617,55968,53620,74808,108659,90787
"Sepi_DM21B07_02044",115116,89784,98092,58763,72628,73356,37513,45204,38237
"Sepi_DM21B07_02045",49507,34779,42245,32128,40668,41569,20294,23687,20038
"Sepi_DM21B07_02046",17522,12881,15426,11112,12933,12646,12180,12088,10205
"Sepi_DM21B07_02047",6704,4764,5999,5382,6627,6788,5345,5257,4383
"Sepi_DM21B07_02048",25470,17134,22908,22033,24982,22998,23635,23923,20068
"Sepi_DM21B07_02049",14344,12438,11659,10814,13160,12288,13601,14904,12522
"Sepi_DM21B07_02050",21399,17702,19221,14367,16093,14470,20090,20346,16989
"Sepi_DM21B07_02051",48596,45053,56221,31960,37919,41386,49154,56372,46975
"Sepi_DM21B07_02052",145188,123507,124868,70359,83970,81831,75792,85407,71770
"Sepi_DM21B07_02053",3027,1889,2523,2642,3354,3431,6022,5866,4733
"Sepi_DM21B07_02054",7301,5940,6433,9869,13002,12595,12096,12569,10277
"Sepi_DM21B07_02055",33688,25155,27346,21034,27953,28558,25232,28129,22767
"Sepi_DM21B07_02056",75870,50433,68169,49341,54706,54348,61434,59470,49581
"Sepi_DM21B07_02057",46853,40576,39368,28669,40996,39950,33201,36881,29868
"Sepi_DM21B07_02058",49007,38478,44898,19984,24075,23234,26286,27648,23464
"Sepi_DM21B07_02059",27732,20768,26193,12902,16878,16250,15799,16383,13441
"Sepi_DM21B07_02060",27779,25533,24840,8504,11698,11319,13651,14145,11800
"Sepi_DM21B07_02061",14225,12213,12443,6367,9734,9837,9381,10356,8309
"Sepi_DM21B07_02062",8117,8377,9756,4704,5412,6120,8709,8276,7178
"Sepi_DM21B07_02063",5716,4342,4577,3192,3055,2938,3391,3520,2886
"Sepi_DM21B07_02064",11167,8928,9345,6400,9122,8813,10188,10757,8665
"Sepi_DM21B07_02065",2903,2036,2640,11816,12843,11300,350875,321214,267415
"Sepi_DM21B07_02066",3256,2310,2779,14416,13852,12392,371194,331035,276721
"Sepi_DM21B07_02067",4732,3624,4315,19683,18694,16139,441697,391879,327306
"Sepi_DM21B07_02068",25106,22113,27129,21806,23463,24409,26363,25231,20392
"Sepi_DM21B07_02069",4274,3449,4497,3033,3080,3267,4196,3980,3273
"Sepi_DM21B07_02070",2055,1673,2264,1822,1661,1856,2202,2109,1715
"Sepi_DM21B07_02071",2726,2353,3093,2526,2135,2221,2666,2794,2350
"Sepi_DM21B07_02072",4353,3772,4968,4665,4507,4785,5534,5055,4132
"Sepi_DM21B07_02073",2618,2328,2703,2840,2491,2704,3206,3009,2414
"Sepi_DM21B07_02074",2084,1882,2298,2507,2245,2354,2877,2611,2283
"Sepi_DM21B07_02075",14313,13020,15446,17517,15608,15687,19598,18276,14770
"Sepi_DM21B07_02076",667,592,578,335,365,272,512,568,469
"Sepi_DM21B07_02077",658,573,613,291,332,269,443,516,417
"Sepi_DM21B07_02078",6425,4658,5873,2417,3601,3331,4145,4264,3602
"Sepi_DM21B07_02079",886,954,956,436,559,489,805,805,688
"Sepi_DM21B07_02080",63051,55621,52495,45337,55506,55051,47210,51719,43241
"Sepi_DM21B07_02081",4431,3358,4137,8241,8406,8025,8833,8471,7274
"Sepi_DM21B07_02082",13882,12215,12010,3779,4720,4427,4905,5804,4795
"Sepi_DM21B07_02083",85264,60718,62723,39464,41064,37733,55931,57344,47626
"Sepi_DM21B07_02084",21201,15203,20905,12561,15316,14918,18526,18644,15423
"Sepi_DM21B07_02085",14288,10514,13424,9799,11277,10186,14781,15019,12712
"Sepi_DM21B07_02086",11304,8677,11153,7652,8465,7818,10696,11171,9023
"Sepi_DM21B07_02087",21731,18820,19129,14108,18297,18021,18834,21180,17553
"Sepi_DM21B07_02088",4489,3845,4207,2810,3174,3362,3734,4328,3614
"Sepi_DM21B07_02089",1750,1488,1876,1486,1654,1764,2121,2169,1824
