ID,category,SCNIH004,SCNIH009,SCNIH016,NIHLM087,SENIH040,SENIH047,SHNIH025,SHNIH027,SHNIH030
S0763,species_restricted_core,1,1,1,2,1,2,1,0,1
S0764,species_restricted_core,1,1,1,1,1,3,0,0,0
S0765,genus_core,1,1,1,3,3,3,3,1,1
S0766,genus_core,1,1,2,3,1,3,3,3,1
S0767,genus_core,1,1,2,3,1,3,3,3,1
S0772,genus_core,1,1,3,3,3,3,1,1,3
S0779,genus_core,1,1,1,3,1,1,3,1,1
S0780,genus_core,3,3,3,3,1,3,1,1,1
S0781,genus_core,2,1,2,2,2,2,1,1,2
S0786,genus_core,2,1,1,1,1,2,1,1,3
S0788,genus_core,1,1,1,1,1,2,1,1,1
S0789,genus_core,1,1,1,1,1,2,1,1,1
S0791,genus_core,3,1,1,1,1,1,1,1,1
S0792,species_restricted_core,1,1,3,3,3,1,1,1,3
S0795,species_restricted_core,1,1,1,2,2,2,0,0,1
S0796,species_restricted_core,1,1,1,2,2,2,0,0,1
S0797,species_restricted_core,1,1,1,2,1,2,0,0,1
S0798,species_restricted_core,1,1,1,2,1,1,0,0,1
S0799,species_restricted_core,1,1,3,0,0,0,0,0,1
S0800,genus_core,1,3,1,1,1,1,3,1,3
S0801,species_restricted_core,3,1,1,2,2,1,0,0,0
S0802,genus_core,1,1,1,1,1,1,3,1,1
S0803,genus_core,1,1,1,1,1,2,1,1,1
S0805,species_restricted_core,3,1,1,1,1,1,0,0,0
S0806,species_restricted_core,3,1,1,3,3,3,0,0,0
S0807,species_restricted_core,3,3,1,2,1,1,0,0,0
S0808,species_restricted_core,1,2,2,2,1,1,0,0,0
S0809,genus_core,1,2,2,1,2,1,1,1,1
S0810,genus_core,1,2,1,1,1,1,1,1,1
S0811,species_restricted_core,3,3,3,1,3,3,1,1,1
S0812,genus_core,1,1,1,1,1,1,3,1,1
S0813,genus_core,3,3,3,1,3,3,1,1,3
S0814,genus_core,3,3,3,1,3,3,1,1,1
S0815,genus_core,3,3,3,3,3,3,3,1,1
S0816,genus_core,2,1,2,1,1,1,3,1,1
S0818,genus_core,1,3,1,3,1,1,3,1,3
S0819,species_restricted_core,3,1,1,1,1,1,0,0,0
S0821,genus_core,1,1,1,3,3,3,3,1,1
S0822,genus_core,1,1,1,2,2,2,1,1,2
S0825,genus_core,3,1,3,3,3,3,3,3,3
S0826,genus_core,3,1,3,3,3,3,3,3,3
S0827,genus_core,1,1,1,3,3,1,1,1,1
S0829,genus_core,1,1,1,1,1,1,3,1,1
S0831,species_restricted_core,1,1,2,2,1,2,0,0,0
S0836,species_restricted_core,2,2,2,1,2,1,0,0,0
S0838,genus_core,1,1,1,3,3,3,3,1,1
S0840,genus_core,1,1,1,3,1,1,1,1,1
S0841,genus_core,1,1,1,2,2,1,1,1,2
S0842,genus_core,1,1,1,1,1,1,2,1,1
S0845,genus_core,3,1,1,1,1,1,1,1,1
S0846,genus_core,2,2,2,2,2,2,1,1,2
S0847,species_restricted_core,1,1,1,2,1,2,0,0,0
S0848,species_restricted_core,1,1,2,2,1,2,0,0,0
S0849,species_restricted_core,1,2,2,2,1,2,0,0,0
S0850,species_restricted_core,2,2,2,2,1,2,0,0,0
S0852,genus_core,1,2,2,2,1,2,2,2,1
S0853,genus_core,1,1,1,1,2,2,2,2,2
S0854,genus_core,1,1,3,1,1,1,1,1,1
S0855,species_restricted_core,2,2,2,0,0,2,1,1,2
S0856,genus_core,1,1,1,3,1,2,1,1,1
S0857,genus_core,1,1,1,3,1,2,1,1,1
S0858,genus_core,1,1,1,3,1,1,1,1,1
S0859,genus_core,1,1,1,2,2,2,2,1,1
S0861,genus_core,1,1,1,1,1,2,1,1,1
S0862,genus_core,2,1,2,1,1,1,2,1,1
S0863,genus_core,2,1,1,1,1,1,2,1,1
S0864,species_restricted_core,1,1,1,3,3,1,0,0,0
S0865,species_restricted_core,2,1,2,2,1,1,0,0,0
S0866,genus_core,3,3,3,3,3,1,3,1,1
S0867,genus_core,1,2,2,1,1,1,1,1,1
S0868,genus_core,1,2,2,1,1,1,1,1,1
S0869,genus_core,1,2,2,1,1,1,1,1,1
S0870,genus_core,1,2,2,1,1,1,1,1,2
S0871,genus_core,2,2,2,1,1,1,1,1,2
S0872,genus_core,2,2,2,1,1,1,1,1,2
S0873,genus_core,1,2,1,3,1,1,1,1,2
S0874,species_restricted_core,1,3,3,0,0,0,0,0,0
S0875,genus_core,1,1,1,1,1,1,3,1,3
S0877,genus_core,1,1,1,1,1,3,1,1,1
S0879,genus_core,1,2,1,1,1,1,1,1,1
S0881,genus_core,1,1,1,2,1,2,1,1,3
S0882,genus_core,1,1,1,1,1,1,1,1,2
S0883,genus_core,1,1,1,1,1,1,1,1,2
S0884,genus_core,1,1,1,1,1,1,1,1,2
S0885,genus_core,1,1,1,1,1,1,1,1,2
S0886,genus_core,1,1,1,1,1,1,1,1,2
S0887,genus_core,1,1,1,3,3,3,1,1,1
S0888,genus_core,1,1,3,1,1,1,1,1,3
S0889,genus_core,1,1,3,3,1,1,1,1,3
S0890,genus_core,1,1,1,1,1,2,1,1,1
S0893,genus_core,1,1,1,2,1,2,1,1,1
S0894,genus_core,1,1,1,3,1,3,3,1,1
S0896,genus_core,1,1,1,1,1,1,1,1,3
S0897,genus_core,1,1,1,1,1,3,2,2,1
S0898,genus_core,1,1,1,3,1,3,1,1,3
S0900,genus_core,1,1,1,1,1,1,1,1,3
S0901,genus_core,1,1,1,3,3,1,1,1,3
S0902,genus_core,1,1,1,3,3,1,1,1,3
S0903,genus_core,1,1,1,3,3,1,1,1,3
S0904,genus_core,1,1,1,3,3,1,1,1,3
S0905,genus_core,1,1,1,3,3,1,1,1,3
S0906,genus_core,1,1,1,3,3,1,1,1,3
S0907,genus_core,1,2,1,3,3,1,1,1,3
S0908,genus_core,1,1,1,3,3,1,1,1,3
S0909,genus_core,1,2,1,3,3,1,1,1,3
S0910,genus_core,1,1,1,3,3,1,1,1,3
S0911,genus_core,1,1,1,3,3,1,1,1,3
S0912,genus_core,1,1,1,3,3,1,1,1,3
S0913,genus_core,1,1,1,3,3,1,1,1,3
S0914,genus_core,1,1,1,3,3,1,1,1,3
S0915,genus_core,1,1,1,3,3,1,1,1,3
S0916,genus_core,1,1,1,3,3,1,1,1,3
S0917,genus_core,1,1,1,3,3,1,1,1,3
S0918,genus_core,1,1,1,3,3,1,1,1,3
S0919,genus_core,1,1,1,3,3,1,1,1,3
S0920,genus_core,1,1,1,3,3,1,1,1,3
S0921,genus_core,1,1,1,3,1,1,1,1,3
S0929,genus_core,1,1,1,3,3,1,1,1,3
S0930,genus_core,1,1,1,3,1,1,1,1,1
S0932,genus_core,1,1,1,3,3,1,1,1,1
S0933,genus_core,1,1,1,3,3,1,1,1,3
S0934,genus_core,1,1,1,3,3,3,1,1,3
S0935,genus_core,1,1,1,1,2,1,3,1,1
S0936,genus_core,1,1,1,3,3,1,3,2,2
S0937,genus_core,1,1,1,3,1,1,3,2,2
S0938,genus_core,1,1,1,3,1,1,3,2,2
S0939,genus_core,1,1,2,2,2,1,2,1,2
S0940,genus_core,2,1,2,2,1,1,2,2,2
S0941,genus_core,2,2,2,2,1,1,2,2,2
S0942,genus_core,2,1,2,2,1,1,2,2,1
S0943,genus_core,3,3,1,3,1,1,1,1,3
S0944,species_restricted_core,3,3,1,1,1,1,0,0,0
S0945,genus_core,3,1,1,2,1,1,3,1,1
S0946,genus_core,3,1,1,2,1,1,3,1,1
S0947,genus_core,3,3,3,1,1,3,1,2,3
S0948,genus_core,3,3,3,1,1,3,1,1,3
S0949,genus_core,1,3,3,1,1,1,1,1,3
S0950,genus_core,1,1,1,3,1,3,3,3,3
S0951,genus_core,2,2,2,2,2,2,1,1,1
S0952,species_restricted_core,2,2,2,2,2,2,0,0,0
S0956,genus_core,1,1,3,3,3,3,1,1,1
S0959,genus_core,1,1,1,1,2,2,2,1,1
S0963,genus_core,1,2,2,2,2,2,1,2,3
S0964,genus_core,1,1,1,2,2,1,1,1,1
S0965,genus_core,1,1,1,3,3,1,1,1,3
S0966,genus_core,1,1,1,1,1,1,3,1,3
S0967,genus_core,2,2,2,1,2,1,2,2,2
S0968,genus_core,2,2,2,1,2,1,2,2,2
S0969,genus_core,2,1,2,2,2,1,2,2,2
S0970,genus_core,1,1,1,1,1,1,1,3,3
S0973,genus_core,1,1,2,2,1,1,2,2,2
S0974,genus_core,1,1,3,1,1,1,1,1,1
S0975,genus_core,1,1,1,1,1,2,1,1,1
S0976,genus_core,1,1,1,1,1,2,2,1,1
S0977,genus_core,1,1,1,1,1,1,2,1,2
S0978,genus_core,3,1,1,3,1,3,1,3,3
S0979,genus_core,3,3,3,3,1,3,1,1,3
S0981,genus_core,2,1,2,2,2,1,2,1,2
S0982,genus_core,1,1,1,3,3,3,1,1,3
S0983,genus_core,1,1,3,3,3,3,1,1,1
S0984,genus_core,1,1,1,3,1,1,1,1,1
S0985,genus_core,1,1,1,3,1,1,1,1,1
S0986,genus_core,1,1,1,3,1,1,1,1,1
S0987,genus_core,1,1,1,3,3,1,1,1,1
S0988,genus_core,1,1,1,3,3,1,1,1,1
S0989,genus_core,1,1,1,2,1,2,1,1,1
S0990,genus_core,1,1,1,2,2,2,1,1,1
S0991,genus_core,1,1,1,2,2,2,1,1,1
S0992,genus_core,1,1,1,1,1,2,1,1,1
S1000,genus_core,3,1,1,1,1,1,1,1,1
S1004,genus_core,1,2,2,1,1,1,2,1,2
S1005,genus_core,2,1,2,2,2,1,2,1,1
S1006,genus_core,2,1,2,2,2,1,2,1,1
S1007,genus_core,2,1,2,1,1,1,2,1,1
S1008,genus_core,2,1,2,1,1,1,1,1,1
S1009,genus_core,1,1,3,3,3,1,1,1,3
S1013,genus_core,1,1,1,1,1,1,2,1,2
S1015,genus_core,1,3,1,3,1,1,1,1,1
S1016,genus_core,1,3,3,3,1,1,1,1,1
S1017,genus_core,1,1,3,3,3,1,3,1,3
S1018,genus_core,1,1,1,2,1,2,1,1,1
S1019,genus_core,1,1,1,2,1,2,1,1,1
S1024,genus_core,1,1,1,2,1,1,1,1,1
S1025,genus_core,1,1,1,2,1,1,1,1,1
S1026,genus_core,1,1,1,2,1,1,1,1,1
S1029,genus_core,1,1,1,1,1,1,2,1,1
S1030,genus_core,1,1,1,1,3,1,1,1,1
S1031,genus_core,1,1,1,1,3,1,1,1,1
S1032,genus_core,1,1,1,3,1,3,1,1,1
S1040,genus_core,1,3,3,1,1,3,1,1,1
S1041,genus_core,1,1,1,1,1,3,1,1,1
S1042,genus_core,1,1,1,1,1,3,1,1,1
S1044,genus_core,1,1,2,1,1,1,1,1,1
S1045,species_restricted_core,2,2,2,2,1,1,0,0,0
S1046,genus_core,1,1,1,1,1,1,3,1,3
S1048,genus_core,1,1,3,1,1,1,1,1,1
S1053,genus_core,2,1,1,1,1,1,1,1,1
S1063,genus_core,1,1,1,1,1,1,3,1,1
S1065,genus_core,1,1,1,1,1,1,1,1,3
S1067,genus_core,1,2,1,1,1,1,1,1,1
S1070,genus_core,1,1,1,1,1,1,1,1,2
S1072,genus_core,2,2,1,2,2,2,1,1,1
S1073,genus_core,2,2,2,2,2,2,1,1,1
S1074,genus_core,2,2,1,2,2,2,1,1,1
S1075,genus_core,2,1,1,2,2,2,3,1,1
S1076,genus_core,1,1,1,1,3,1,1,1,1
S1077,species_restricted_core,1,2,1,1,0,0,0,0,0
S1078,species_restricted_core,1,1,3,1,0,0,3,0,0
S1079,species_restricted_core,2,1,2,1,1,1,0,0,0
S1080,species_restricted_core,2,1,1,1,1,3,0,0,0
S1081,genus_core,1,1,2,1,2,1,2,2,2
S1082,genus_core,1,1,1,1,1,1,1,1,2
S1083,genus_core,1,1,1,3,1,3,1,1,3
S1086,genus_core,2,1,2,2,2,2,2,1,1
S1087,genus_core,2,2,2,2,2,2,2,2,2
S1088,genus_core,1,1,1,3,1,1,1,1,1
S1089,genus_core,1,1,1,3,1,1,1,1,1
S1090,genus_core,1,3,1,1,1,1,1,1,1
S1093,genus_core,2,1,2,2,1,1,2,2,2
S1095,genus_core,1,1,2,2,2,1,1,1,2
S1096,genus_core,1,1,1,1,1,1,2,1,2
S1097,genus_core,1,1,1,2,2,1,2,1,2
S1098,genus_core,1,1,1,2,2,1,2,1,2
S1099,genus_core,1,1,2,2,2,2,2,1,2
S1100,genus_core,1,1,1,1,2,1,2,1,2
S1102,genus_core,3,3,3,3,1,3,3,1,1
S1103,genus_core,3,3,3,3,3,3,3,3,3
S1104,genus_core,1,1,1,1,1,1,3,1,1
S1105,genus_core,1,1,1,1,1,1,3,1,1
S1106,genus_core,1,1,1,3,3,3,1,1,3
S1110,genus_core,1,1,1,2,1,1,1,1,2
S1111,genus_core,1,1,1,3,1,3,1,1,1
S1112,genus_core,1,1,3,3,1,1,1,1,3
S1116,genus_core,1,1,1,1,1,1,2,1,1
S1126,genus_core,3,1,1,1,1,1,1,1,1
S1127,genus_core,1,1,2,1,2,1,1,1,2
S1129,genus_core,1,1,1,2,1,1,2,1,1
S1130,genus_core,1,1,2,2,1,1,2,1,1
S1131,genus_core,1,1,2,2,1,1,2,1,1
S1134,genus_core,1,1,3,3,3,3,1,1,3
S1137,genus_core,1,1,1,1,3,3,1,1,3
S1138,genus_core,1,1,1,1,1,1,1,1,3
S1141,genus_core,1,3,1,3,3,1,3,1,1
S1142,genus_core,1,1,1,3,1,1,1,1,1
S1146,genus_core,2,1,2,2,2,2,2,2,1
S1147,genus_core,1,1,1,2,2,1,1,1,1
S1153,genus_core,1,1,1,3,1,1,1,1,1
S1154,species_restricted_core,3,3,3,1,2,2,0,0,0
S1156,genus_core,1,1,1,2,1,2,1,1,1
S1157,genus_core,2,1,1,1,1,1,2,2,2
S1159,genus_core,1,1,2,1,1,1,1,1,1
S1161,genus_core,1,3,3,3,3,3,3,1,3
S1162,species_restricted_core,2,2,2,1,2,1,0,0,0
S1163,species_restricted_core,2,3,1,1,1,1,1,1,1
S1164,genus_core,2,2,2,2,1,1,2,1,2
S1165,genus_core,2,1,2,1,1,1,2,1,2
S1166,genus_core,2,2,2,2,2,2,2,1,1
S1167,genus_core,2,1,2,2,2,2,2,2,2
S1168,species_restricted_core,1,2,1,1,1,0,1,1,2
S1169,genus_core,1,1,1,3,3,1,1,3,3
S1170,species_restricted_core,1,1,2,1,0,1,0,0,0
S1171,genus_core,1,1,1,1,1,2,1,1,1
S1173,genus_core,1,1,3,1,1,3,1,1,1
S1174,genus_core,1,1,3,1,2,1,1,1,2
S1175,genus_core,1,1,1,2,1,1,1,1,3
S1176,species_restricted_core,1,1,1,0,0,0,1,1,2
S1177,species_restricted_core,3,1,1,1,1,1,0,0,0
S1178,species_restricted_core,2,1,1,1,1,1,0,1,0
S1180,genus_core,1,1,1,3,1,3,2,1,1
S1181,genus_core,2,1,1,1,1,1,2,1,3
S1182,genus_core,1,1,1,2,1,2,1,1,1
S1184,genus_core,2,1,1,1,1,1,1,1,1
S1186,genus_core,3,3,1,1,1,2,3,1,1
S1188,genus_core,1,1,1,1,1,1,1,1,2
S1189,genus_core,2,2,2,2,1,1,1,2,2
S1190,genus_core,2,1,2,2,2,2,2,2,1
S1192,species_restricted_core,1,1,1,2,2,1,0,0,0
S1193,genus_core,1,1,2,2,2,2,1,1,1
S1194,genus_core,1,1,1,1,1,1,2,1,2
S1196,genus_core,1,1,1,1,1,3,1,1,1
S1198,genus_core,2,1,2,2,1,2,1,1,2
S1199,genus_core,3,3,3,3,3,3,1,1,3
S1200,species_restricted_core,1,1,1,2,1,1,0,0,1
S1202,species_restricted_core,1,1,3,3,0,0,0,0,0
S1203,genus_core,1,1,1,2,2,2,2,2,2
S1204,genus_core,2,2,2,2,2,1,2,2,2
S1205,genus_core,1,1,2,1,2,1,1,1,2
S1207,genus_core,1,2,2,1,2,1,1,1,1
S1209,genus_core,2,1,2,2,2,2,2,1,2
S1210,genus_core,1,2,1,1,1,1,1,1,1
S1212,genus_core,2,2,2,1,1,1,1,1,3
S1214,genus_core,1,1,1,3,3,1,1,1,1
S1215,genus_core,1,1,2,1,1,1,1,1,1
S1217,genus_core,2,1,2,2,2,1,2,1,1
S1219,genus_core,2,2,2,1,2,2,2,2,2
S1220,genus_core,1,2,1,2,1,1,2,2,1
S1221,species_restricted_core,2,1,2,1,1,2,0,0,0
S1222,genus_core,3,3,3,3,1,3,1,1,1
S1225,species_restricted_core,3,1,1,2,2,1,0,0,0
S1226,genus_core,1,1,1,1,1,1,1,1,3
S1227,genus_core,2,1,1,2,1,2,1,1,2
S1228,genus_core,1,1,1,1,1,3,1,1,3
S1229,genus_core,1,1,3,1,1,1,1,1,1
S1230,genus_core,1,1,3,3,1,3,1,1,1
S1231,genus_core,1,2,1,1,1,1,1,1,1
S1232,genus_core,2,2,2,2,1,1,2,1,2
S1234,genus_core,1,1,1,3,1,1,3,2,2
S1235,genus_core,2,2,2,2,2,2,2,1,1
S1236,genus_core,2,1,1,2,2,1,1,1,1
S1237,genus_core,1,1,3,1,1,1,1,1,3
S1238,species_restricted_core,1,1,1,1,2,1,0,0,0
S1240,genus_core,2,1,2,1,2,1,1,1,1
S1242,genus_core,1,3,1,1,1,1,1,1,1
S1244,species_restricted_core,1,2,3,0,0,0,0,0,0
S1247,genus_core,1,1,1,3,1,1,1,1,1
S1250,genus_core,1,1,3,1,1,1,1,1,3
S1252,genus_core,1,1,3,3,1,3,3,1,3
S1254,genus_core,1,3,3,1,1,1,2,1,2
S1255,species_restricted_core,3,1,3,3,3,3,0,0,0
S1256,genus_core,1,1,1,1,1,3,1,1,1
S1257,species_restricted_core,1,1,1,1,1,3,0,0,0
S1259,genus_core,2,1,2,2,2,2,2,2,2
S1261,genus_core,1,1,1,3,3,1,1,1,1
S1263,genus_core,1,1,1,3,1,1,3,1,1
S1264,genus_core,2,1,2,2,2,2,2,1,2
S1265,genus_core,1,1,2,2,2,2,1,1,1
S1266,species_restricted_core,2,2,2,2,2,1,2,0,0
S1267,genus_core,2,1,1,1,2,1,1,1,1
S1268,species_restricted_core,2,1,2,2,1,1,0,0,0
S1270,genus_core,1,1,1,1,1,1,2,1,1
S1271,genus_core,2,3,2,1,2,1,1,1,1
S1272,genus_core,1,1,1,2,1,2,3,1,1
S1275,genus_core,1,3,1,2,2,1,3,1,1
S1276,species_restricted_core,2,2,3,0,0,0,0,0,0
S1277,genus_core,1,2,1,2,1,2,2,2,1
S1280,genus_core,1,1,1,3,1,1,1,1,1
S1281,genus_core,1,1,1,1,1,1,3,1,1
S1282,genus_core,3,3,3,3,1,3,1,1,1
S1284,genus_core,2,1,1,1,2,1,3,1,3
S1285,genus_core,1,1,1,1,2,1,1,1,1
S1287,species_restricted_core,3,3,1,1,3,1,0,0,0
S1288,genus_core,1,1,1,1,1,1,1,3,1
S1289,genus_core,1,1,1,2,1,1,1,1,2
S1290,genus_core,2,2,2,2,2,2,2,2,2
S1292,genus_core,2,1,2,2,2,2,2,1,2
S1293,genus_core,2,1,1,1,1,1,1,1,1
S1296,genus_core,1,1,1,3,1,1,3,2,2
S1297,species_restricted_core,1,1,1,1,2,1,0,0,0
S1299,genus_core,1,1,1,2,1,2,1,1,1
S1300,genus_core,1,1,1,1,1,1,2,1,1
S1301,genus_core,1,3,1,1,1,1,1,1,1
S1304,genus_core,1,1,1,2,2,1,2,1,2
S1306,genus_core,2,2,2,2,1,2,2,1,2
S1308,genus_core,3,3,3,3,3,1,1,1,1
S1309,species_restricted_core,1,2,1,1,0,0,2,2,2
S1310,species_restricted_core,1,1,1,3,1,1,0,0,0
S1311,genus_core,1,3,1,3,3,3,1,1,1
S1313,genus_core,1,2,2,1,1,1,1,1,1
S1314,genus_core,1,2,2,2,1,1,1,1,1
S1316,genus_core,1,1,1,2,1,1,3,1,1
S1317,genus_core,1,1,1,3,1,1,3,2,1
S1318,genus_core,1,1,1,2,2,1,2,1,2
S1319,species_restricted_core,1,2,1,1,0,0,1,0,0
S1320,species_restricted_core,1,2,1,1,0,0,1,0,0
S1322,species_restricted_core,1,1,2,1,1,2,0,0,0
S1323,genus_core,3,3,3,1,1,1,3,3,3
S1325,species_restricted_core,1,1,1,2,2,0,0,1,0
S1327,species_restricted_core,1,1,3,3,3,3,0,0,0
S1328,genus_core,1,1,1,1,1,2,2,1,1
S1329,species_restricted_core,3,3,1,3,3,3,0,0,0
S1330,species_restricted_core,2,2,2,2,1,2,0,0,0
S1331,genus_core,2,1,2,2,2,2,1,1,2
S1334,species_restricted_core,1,1,1,0,3,3,2,1,2
S1335,species_restricted_core,1,1,2,1,0,1,0,0,0
S1336,species_restricted_core,1,2,1,1,1,1,0,1,0
S1337,genus_core,1,1,2,2,2,2,2,2,2
S1338,genus_core,2,1,2,2,2,2,2,2,2
S1339,genus_core,2,1,2,2,2,2,2,2,2
S1340,species_restricted_core,1,2,1,2,2,2,0,0,0
S1341,genus_core,1,1,2,2,2,1,1,1,1
S1342,genus_core,1,1,1,2,1,1,1,1,1
S1343,species_restricted_core,1,3,1,1,1,1,0,0,0
S1344,genus_core,2,2,2,1,1,1,1,1,1
S1345,genus_core,2,2,2,2,2,2,1,1,2
S1346,species_restricted_core,1,2,1,2,2,2,0,0,0
S1348,genus_core,1,1,3,3,1,1,1,1,1
S1349,genus_core,2,1,2,2,2,2,2,2,2
S1350,genus_core,1,1,1,3,1,1,1,1,1
S1352,species_restricted_core,2,2,2,2,2,2,2,0,1
S1354,genus_core,1,3,3,1,1,1,1,1,1
S1355,species_restricted_core,1,1,1,1,3,1,0,0,0
S1357,genus_core,2,2,2,2,2,2,2,1,2
S1358,genus_core,1,3,1,1,1,1,1,1,1
S1359,species_restricted_core,1,2,3,0,0,0,0,0,0
S1361,species_restricted_core,1,2,2,3,3,3,0,0,0
S1363,genus_core,1,1,1,2,2,1,1,1,3
S1365,genus_core,1,3,1,1,1,1,1,1,1
S1367,species_restricted_core,1,2,1,2,1,2,0,0,0
S1368,genus_core,1,1,1,3,3,3,1,1,3
S1369,species_restricted_core,1,2,1,2,2,2,0,0,0
S1370,genus_core,2,2,2,2,2,1,2,2,1
S1371,genus_core,1,1,2,2,2,2,1,1,1
S1372,genus_core,2,1,2,2,2,2,2,2,2
S1373,genus_core,2,2,2,2,2,2,2,2,2
S1374,species_restricted_core,1,1,2,1,0,1,0,0,0
S1375,species_restricted_core,2,2,2,0,0,2,1,1,2
S1376,genus_core,2,2,2,1,1,1,2,1,1
S1377,species_restricted_core,1,3,3,1,1,1,0,0,0
S1378,genus_core,1,1,1,1,1,1,2,1,1
S1380,genus_core,2,1,2,1,2,1,1,1,1
S1381,genus_core,1,2,2,2,2,2,2,1,1
S1382,genus_core,1,1,1,1,2,2,2,1,1
S1386,species_restricted_core,1,2,2,0,0,0,0,0,0
S1387,genus_core,1,3,3,3,3,1,3,1,1
S1391,genus_core,2,2,2,2,1,1,1,1,2
S1392,species_restricted_core,1,1,2,1,2,3,1,1,3
S1393,genus_core,2,1,2,1,2,2,1,1,1
S1396,genus_core,2,2,2,2,2,2,2,2,1
S1399,genus_core,1,1,2,1,1,2,1,1,2
S1400,genus_core,1,1,1,3,3,3,1,1,1
S1401,genus_core,1,1,1,1,1,1,1,1,2
S1402,genus_core,1,1,1,1,1,1,3,1,1
S1403,species_restricted_core,1,1,1,1,1,3,0,0,0
S1408,genus_core,1,1,3,1,1,3,1,1,1
S1413,genus_core,1,1,1,3,3,1,3,1,3
S1415,genus_core,1,1,1,2,1,1,1,1,1
S1417,genus_core,1,1,1,2,2,1,1,1,1
S1418,genus_core,1,3,1,1,1,1,1,1,1
S1419,genus_core,1,1,2,2,1,2,2,2,2
S1420,genus_core,2,2,2,2,1,2,1,1,1
S1421,species_restricted_core,1,1,1,1,2,1,0,0,0
S1422,genus_core,2,2,2,2,2,2,2,2,1
S1424,genus_core,1,1,2,1,1,2,2,1,1
S1425,genus_core,1,1,1,1,1,1,2,1,1
S1426,genus_core,3,1,1,1,1,1,1,1,1
S1427,species_restricted_core,2,1,2,2,1,1,0,0,0
S1429,genus_core,1,1,1,3,1,1,1,1,3
S1431,genus_core,2,1,2,2,2,2,2,1,1
S1433,species_restricted_core,1,1,1,1,1,3,0,0,0
S1436,genus_core,3,1,1,3,3,3,1,1,1
S1437,genus_core,1,2,1,2,1,1,1,1,1
S1438,genus_core,3,1,1,1,1,1,1,1,1
S1442,genus_core,1,1,2,1,2,1,1,1,1
S1443,genus_core,1,3,3,1,3,3,3,3,3
S1445,genus_core,1,1,1,1,1,1,3,1,3
S1446,genus_core,1,1,2,1,1,1,1,1,1
S1447,genus_core,1,1,3,3,1,3,1,1,3
S1448,genus_core,1,1,1,2,2,2,2,1,1
S1450,species_restricted_core,2,1,2,2,1,1,0,0,0
S1453,species_restricted_core,2,1,1,1,1,1,0,0,0
S1454,genus_core,2,1,1,1,1,1,1,1,1
S1455,genus_core,2,1,1,2,1,2,1,1,1
S1457,genus_core,1,1,1,1,1,1,1,1,3
S1458,genus_core,2,1,1,1,1,1,1,1,1
S1459,genus_core,2,2,2,2,2,2,2,2,2
S1460,genus_core,2,3,1,2,1,2,1,1,3
S1461,genus_core,1,1,1,1,1,2,2,1,2
S1463,genus_core,1,3,3,1,1,1,3,1,1
S1464,genus_core,2,1,2,2,2,1,1,1,1
S1465,genus_core,2,3,2,2,1,1,1,1,1
S1466,genus_core,2,1,2,2,2,2,2,2,2
S1467,genus_core,3,3,3,3,3,3,3,3,3
S1468,genus_core,1,1,1,1,1,1,2,1,2
S1471,genus_core,2,2,2,2,2,2,1,1,2
S1472,genus_core,1,1,1,1,3,1,1,3,3
S1473,genus_core,1,1,1,1,1,1,1,1,2
S1474,genus_core,2,2,2,2,1,2,2,1,2
S1475,genus_core,1,1,1,2,1,1,1,1,1
S1476,genus_core,1,1,3,3,3,3,3,1,3
S1477,genus_core,2,2,2,2,2,2,2,2,1
S1478,genus_core,1,1,1,2,2,1,1,1,1
S1480,genus_core,1,3,1,1,1,1,1,1,3
S1483,species_restricted_core,1,2,2,2,1,1,0,0,0
S1486,species_restricted_core,1,1,2,1,1,2,1,1,1
S1489,genus_core,2,1,1,1,2,1,1,1,2
S1490,genus_core,1,1,1,1,1,1,1,1,3
S1494,genus_core,2,1,2,2,2,1,1,1,1
S1495,species_restricted_core,1,1,2,1,1,1,0,0,0
S1496,genus_core,2,2,2,1,1,1,1,1,1
S1498,genus_core,1,3,3,1,1,3,1,1,1
S1499,species_restricted_core,3,3,1,1,1,1,0,0,0
S1500,genus_core,2,1,2,2,2,2,2,2,2
S1501,genus_core,3,3,3,1,1,1,1,1,3
S1502,genus_core,3,3,3,1,1,1,1,1,1
S1503,genus_core,1,1,1,1,1,1,1,3,3
S1504,species_restricted_core,1,3,3,3,3,3,0,0,0
S1506,genus_core,1,1,3,1,1,1,1,1,1
S1508,genus_core,3,1,1,1,1,1,1,1,1
S1509,genus_core,3,1,1,1,1,1,1,1,3
S1510,genus_core,1,1,1,1,1,1,1,1,3
S1512,genus_core,1,1,1,3,1,3,1,1,1
S1514,genus_core,3,3,1,1,1,1,1,1,3
S1515,genus_core,1,1,1,2,1,1,1,1,1
S1517,genus_core,1,1,2,1,1,1,1,1,3
S1521,genus_core,1,1,1,2,1,1,1,1,1
S1523,genus_core,2,2,2,2,2,2,2,2,1
S1525,genus_core,2,2,2,1,1,1,1,1,1
S1526,genus_core,1,1,1,1,3,1,2,1,1
S1527,genus_core,1,3,1,1,2,1,1,3,1
S1531,species_restricted_core,2,2,2,2,2,2,0,0,0
S1539,genus_core,1,1,1,2,1,2,1,1,1
S1543,genus_core,1,1,1,1,1,3,2,1,2
S1545,genus_core,1,1,1,2,1,2,3,1,1
S1547,genus_core,1,1,1,1,1,1,1,1,2
S1548,genus_core,1,1,1,1,1,1,3,3,3
