ID,category,SCNIH004,SCNIH009,SCNIH016,NIHLM087,SENIH040,SENIH047,SHNIH025,SHNIH027,SHNIH030
S1549,genus_core,1,1,1,2,1,2,1,1,1
S1553,genus_core,2,1,2,1,2,1,2,1,1
S1554,genus_core,2,1,2,2,1,1,2,2,2
S1555,genus_core,3,3,3,1,3,1,1,1,3
S1557,genus_core,1,1,1,2,1,2,1,1,2
S1558,genus_core,1,1,1,1,2,1,1,1,1
S1561,species_restricted_core,2,1,2,1,1,0,0,0,0
S1563,genus_core,1,1,1,3,1,1,1,1,1
S1565,genus_core,1,3,1,1,1,3,1,1,1
S1566,genus_core,1,3,1,1,1,1,1,1,1
S1567,genus_core,2,2,2,2,2,2,2,2,1
S1568,species_restricted_core,1,1,1,0,1,2,1,1,1
S1569,species_restricted_core,1,1,1,1,1,3,0,0,0
S1571,species_restricted_core,3,1,1,3,1,3,1,1,3
S1572,genus_core,1,1,1,1,1,1,2,1,1
S1573,genus_core,1,3,1,3,3,1,3,1,1
S1574,genus_core,1,3,1,1,1,1,1,1,1
S1575,genus_core,1,1,1,1,3,1,1,2,2
S1576,genus_core,1,1,1,1,1,1,1,1,3
S1577,genus_core,1,3,3,1,1,3,1,3,3
S1579,genus_core,1,1,1,1,1,1,1,1,2
S1580,genus_core,1,1,1,2,1,1,1,1,1
S1581,genus_core,1,1,2,2,2,1,1,1,1
S1582,species_restricted_core,2,1,2,2,2,1,1,1,1
S1583,genus_core,1,1,2,2,1,1,1,1,2
S1585,genus_core,1,1,1,1,1,1,1,1,2
S1586,genus_core,1,1,1,3,3,1,1,1,1
S1589,genus_core,2,1,1,1,1,1,2,1,1
S1591,genus_core,2,1,2,1,2,1,3,1,1
S1592,genus_core,1,1,1,1,1,1,3,1,3
S1597,genus_core,1,1,1,1,2,1,1,1,1
S1598,genus_core,2,1,2,2,2,2,1,1,3
S1600,genus_core,2,1,2,2,1,1,1,1,1
S1602,genus_core,1,1,1,3,3,1,3,1,1
S1603,genus_core,1,1,1,3,1,3,1,1,1
S1605,genus_core,1,1,1,1,1,1,1,1,3
S1607,genus_core,1,1,1,1,1,1,1,1,3
S1609,genus_core,1,1,1,1,1,1,1,1,3
S1610,species_restricted_core,2,1,1,2,2,1,0,0,0
S1611,genus_core,2,2,2,2,2,2,1,1,1
S1612,species_restricted_core,1,1,1,1,3,1,0,0,0
S1614,genus_core,1,1,1,1,1,1,1,1,2
S1615,genus_core,1,1,1,1,2,1,1,1,1
S1616,genus_core,1,1,1,2,2,1,1,1,1
S1618,genus_core,1,2,1,2,1,1,1,1,1
S1619,genus_core,1,1,1,3,3,1,1,1,1
S1620,genus_core,1,2,1,1,3,1,2,1,1
S1625,genus_core,1,1,1,3,1,1,1,1,3
S1627,genus_core,1,1,1,1,1,2,1,1,1
S1628,species_restricted_core,1,2,2,1,1,2,0,0,0
S1631,species_restricted_core,1,1,1,2,1,1,0,0,0
S1632,genus_core,2,1,1,1,1,1,1,1,1
S1634,genus_core,1,1,1,1,1,1,2,1,2
S1635,genus_core,1,1,1,1,1,2,1,1,1
S1636,genus_core,1,1,2,1,2,1,1,1,1
S1640,genus_core,1,1,1,3,1,3,1,1,3
S1641,genus_core,2,1,2,1,1,1,1,1,1
S1644,genus_core,3,1,3,1,1,1,3,1,1
S1645,genus_core,3,3,3,1,1,2,2,1,1
S1646,genus_core,1,1,1,1,1,1,1,1,3
S1649,genus_core,1,1,1,1,1,1,1,1,2
S1650,genus_core,2,1,2,2,2,2,1,2,2
S1651,genus_core,1,1,1,1,1,1,1,1,2
S1655,genus_core,2,1,1,1,1,1,1,1,1
S1658,genus_core,1,1,1,1,2,2,1,1,1
S1659,genus_core,1,1,1,3,1,1,3,2,1
S1660,species_restricted_core,2,2,2,2,2,1,2,0,0
S1661,genus_core,1,3,1,2,2,1,1,1,1
S1662,species_restricted_core,1,2,1,2,3,3,0,0,0
S1665,species_restricted_core,2,2,2,2,2,2,2,0,0
S1666,genus_core,1,1,1,1,1,1,2,1,1
S1667,genus_core,1,1,1,1,1,3,1,1,1
S1669,species_restricted_core,1,1,1,0,3,3,1,1,2
S1671,species_restricted_core,1,1,1,1,3,1,0,0,0
S1672,genus_core,2,1,2,1,2,1,2,1,1
S1673,genus_core,2,1,2,2,2,2,2,1,2
S1674,species_restricted_core,1,1,1,1,1,2,0,0,0
S1676,genus_core,1,1,1,1,1,1,3,1,3
S1677,genus_core,1,1,1,1,2,2,2,1,1
S1678,genus_core,1,1,1,1,1,1,1,1,3
S1680,genus_core,1,1,3,3,3,1,1,1,1
S1681,species_restricted_core,1,1,1,2,1,0,0,0,0
S1682,species_restricted_core,1,2,2,1,0,0,0,0,0
S1683,genus_core,1,1,1,1,1,1,1,1,2
S1689,genus_core,1,1,1,2,1,1,1,1,1
S1690,genus_core,1,1,1,3,3,1,1,1,1
S1691,genus_core,1,1,1,2,2,1,1,1,1
S1694,genus_core,2,2,2,2,2,2,2,2,1
S1695,genus_core,1,3,3,3,3,1,3,1,3
S1696,genus_core,2,1,2,2,2,2,1,1,1
S1697,genus_core,1,1,1,1,1,3,1,1,1
S1699,genus_core,1,1,1,2,1,1,1,1,1
S1700,genus_core,3,3,3,3,3,3,3,3,3
S1703,genus_core,1,1,1,3,3,1,1,3,3
S1704,genus_core,1,1,3,3,1,3,1,1,1
S1705,genus_core,2,1,1,1,1,1,1,1,2
S1706,genus_core,1,1,1,1,1,1,1,1,2
S1707,species_restricted_core,2,2,2,2,2,1,0,0,0
S1708,genus_core,3,3,3,3,3,3,3,3,3
S1709,genus_core,1,1,1,1,1,1,1,1,3
S1711,genus_core,1,1,1,3,3,3,1,1,3
S1712,genus_core,1,1,1,1,1,1,1,1,2
S1713,species_restricted_core,1,3,1,1,3,1,1,1,3
S1715,genus_core,2,2,2,2,2,2,2,1,1
S1716,genus_core,2,2,2,2,2,2,2,2,1
S1717,genus_core,1,1,1,3,1,3,3,1,2
S1720,genus_core,1,1,1,1,1,3,1,1,1
S1722,genus_core,2,1,2,2,2,1,1,1,1
S1724,species_restricted_core,1,3,3,0,0,0,0,0,0
S1725,genus_core,2,2,2,2,2,2,2,2,2
S1732,genus_core,2,1,2,1,1,1,1,1,2
S1734,genus_core,1,1,1,1,1,1,1,1,3
S1735,species_restricted_core,1,1,1,1,1,3,0,0,0
S1737,genus_core,1,1,1,3,1,1,1,1,1
S1740,genus_core,1,3,3,3,3,1,1,1,1
S1741,genus_core,1,1,1,1,1,1,1,1,2
S1742,genus_core,2,1,2,1,2,1,2,1,1
S1746,genus_core,1,1,1,1,1,3,1,1,1
S1747,species_restricted_core,1,1,1,1,1,0,2,1,2
S1748,genus_core,2,2,2,2,2,2,2,2,1
S1749,genus_core,1,1,1,3,3,1,1,1,1
S1751,genus_core,1,1,1,2,1,1,1,1,1
S1753,genus_core,2,1,2,2,2,1,1,1,2
S1755,genus_core,3,1,3,3,1,3,2,1,2
S1756,genus_core,1,1,1,1,1,1,1,1,2
S1761,genus_core,1,2,1,1,1,1,1,1,3
S1763,species_restricted_core,1,1,1,2,1,1,0,0,0
S1765,genus_core,1,1,1,1,1,1,1,1,3
S1768,genus_core,1,1,1,1,1,1,1,3,3
S1769,genus_core,2,1,2,2,2,2,1,1,1
S1773,genus_core,3,1,1,2,1,1,1,1,3
S1774,genus_core,1,1,1,1,1,3,1,1,1
S1776,genus_core,1,2,1,1,2,1,1,1,2
S1780,species_restricted_core,3,1,1,0,0,1,0,0,0
S1785,species_restricted_core,3,1,1,2,1,0,0,0,0
S1786,species_restricted_core,1,2,2,1,0,0,0,0,0
S1789,genus_core,1,1,3,3,1,3,1,1,3
S1791,genus_core,2,2,2,2,2,2,2,2,1
S1792,genus_core,1,3,3,3,3,3,3,1,3
S1793,species_restricted_core,1,3,1,1,1,3,0,0,0
S1794,genus_core,3,3,3,3,3,3,3,3,3
S1795,genus_core,1,1,1,1,1,1,3,1,3
S1796,genus_core,1,1,1,3,1,1,1,1,1
S1797,genus_core,1,1,1,1,1,1,1,1,3
S1798,genus_core,2,1,1,1,1,1,1,1,1
S1799,genus_core,1,2,2,1,1,1,2,2,1
S1800,genus_core,1,3,3,1,3,1,1,1,2
S1801,genus_core,2,1,2,2,2,2,2,1,1
S1803,genus_core,3,3,3,3,3,3,3,3,3
S1804,genus_core,1,1,1,2,1,2,2,1,1
S1806,species_restricted_core,1,3,3,0,0,0,0,0,0
S1807,species_restricted_core,1,1,1,1,3,1,0,0,0
S1808,species_restricted_core,1,2,2,0,0,0,0,0,0
S1809,genus_core,1,1,3,3,1,1,1,1,1
S1812,genus_core,3,2,1,3,1,3,1,3,1
S1817,genus_core,3,3,3,1,3,1,1,3,3
S1822,species_restricted_core,1,1,1,2,2,2,0,0,0
S1823,genus_core,1,3,1,1,1,1,1,1,1
S1824,genus_core,1,1,1,1,1,2,1,1,1
S1825,genus_core,2,2,2,2,2,2,2,1,1
S1826,genus_core,1,1,1,1,1,1,2,1,1
S1828,genus_core,1,1,1,1,1,1,1,1,2
S1830,genus_core,2,1,2,2,2,1,2,1,2
S1831,species_restricted_core,1,1,1,3,1,3,1,1,1
S1832,genus_core,1,3,1,1,1,1,1,1,1
S1833,genus_core,2,1,1,1,1,1,1,1,1
S1834,genus_core,2,2,2,2,2,2,2,2,1
S1835,genus_core,1,1,3,1,1,3,3,1,3
S1836,genus_core,1,1,3,1,1,3,3,1,3
S1837,genus_core,1,3,3,1,1,1,1,1,3
S1839,genus_core,2,2,2,2,2,2,2,2,1
S1840,genus_core,2,2,2,2,2,2,2,2,1
S1841,genus_core,2,1,2,2,2,2,2,1,1
S1842,genus_core,1,1,2,2,2,2,1,1,2
S1844,genus_core,1,1,3,1,1,1,1,3,1
S1845,genus_core,2,1,1,2,2,1,1,1,1
S1847,genus_core,2,2,2,2,2,1,1,1,2
S1848,genus_core,2,2,2,2,2,2,1,1,2
S1849,genus_core,1,1,1,1,1,1,1,1,2
S1851,genus_core,1,3,1,1,1,1,1,1,1
S1852,genus_core,2,2,2,2,2,2,2,2,1
S1853,genus_core,2,2,2,2,2,2,2,2,1
S1856,genus_core,2,2,2,1,1,1,1,1,1
S1858,genus_core,1,1,2,1,1,1,1,1,1
S1860,species_restricted_core,1,1,2,0,2,2,0,0,0
S1862,genus_core,2,2,2,2,2,2,2,2,1
S1863,genus_core,2,2,2,2,2,2,2,2,1
S1866,species_restricted_core,2,2,2,1,1,1,1,0,1
S1867,genus_core,2,1,2,2,2,2,1,1,2
S1868,genus_core,1,3,3,3,3,3,3,3,1
S1870,genus_core,2,2,2,2,2,1,2,2,2
S1871,genus_core,1,1,1,3,1,1,1,1,1
S1872,genus_core,1,3,3,3,3,3,3,3,1
S1873,genus_core,1,1,1,3,1,3,1,1,1
S1874,genus_core,1,3,3,3,3,1,3,1,1
S1875,genus_core,1,3,3,3,3,3,3,3,1
S1876,genus_core,1,1,3,3,3,3,3,3,1
S1877,species_restricted_core,1,3,1,1,1,3,0,0,0
S1878,species_restricted_core,1,3,1,1,1,3,0,0,0
S1879,species_restricted_core,1,1,2,0,0,0,0,0,0
S1887,species_restricted_core,0,3,1,1,1,3,0,0,0
S1890,species_restricted_core,0,0,2,2,2,2,1,2,1
S1891,species_restricted_core,0,0,2,2,2,2,1,2,1
S1893,genus_core,1,1,1,1,1,1,1,1,3
S1895,accessory,0,0,1,0,0,3,0,0,0
S1896,accessory,0,0,1,1,3,0,0,0,0
S1897,species_restricted_core,0,0,1,0,0,0,1,1,2
S1901,accessory,0,0,1,2,2,2,2,0,0
S1902,accessory,0,0,1,0,2,0,0,2,0
S1908,species_restricted_core,0,3,3,3,1,1,0,0,0
S1910,species_restricted_core,0,1,1,3,3,1,0,0,0
S1913,accessory,0,3,0,0,0,0,1,3,0
S1916,accessory,0,2,2,0,0,2,0,0,0
S1917,accessory,0,2,2,0,0,2,0,0,0
S1918,accessory,0,2,2,0,0,2,0,0,0
S1919,accessory,0,2,2,0,0,2,0,0,0
S1924,accessory,0,0,1,1,0,0,1,1,0
S1937,accessory,0,0,3,0,0,0,0,0,0
S1946,species_restricted_core,2,0,0,2,2,2,2,0,2
S1947,species_restricted_core,2,0,0,2,2,2,2,2,2
S1948,species_restricted_core,2,0,0,2,2,2,2,2,2
S1959,species_restricted_core,1,1,0,1,3,1,0,0,0
S1960,accessory,2,1,0,0,0,0,0,0,0
S1961,accessory,2,1,0,0,0,0,0,0,0
S1962,accessory,2,2,0,2,2,0,0,0,0
S1963,accessory,2,2,0,2,2,0,0,0,0
S1964,accessory,2,2,0,2,2,0,0,0,0
S1965,accessory,2,2,0,2,2,0,0,0,0
S1983,accessory,0,0,0,0,0,3,0,0,0
S1991,accessory,0,0,0,0,0,0,2,0,0
S1992,accessory,0,2,2,0,0,2,0,0,0
S1995,species_restricted_core,0,1,1,3,1,1,0,0,0
S1998,species_restricted_core,0,1,1,1,1,1,1,1,3
S1999,species_restricted_core,0,1,1,3,1,1,0,0,0
S2001,species_restricted_core,2,0,0,2,2,2,2,1,2
S2003,species_restricted_core,0,3,3,3,1,1,0,0,0
S2004,species_restricted_core,0,3,1,3,3,1,0,0,0
S2006,accessory,3,0,0,0,0,0,0,0,0
S2012,accessory,3,0,0,0,0,1,0,0,0
S2014,species_restricted_core,2,0,0,2,2,2,2,1,2
S2018,species_restricted_core,1,0,0,0,0,0,2,1,1
S2023,species_restricted_core,0,0,2,2,2,2,1,2,1
S2030,accessory,0,0,0,3,1,1,0,0,1
S2032,accessory,0,0,0,0,0,0,2,0,0
S2033,accessory,0,3,0,3,0,0,0,0,0
S2034,accessory,2,2,0,2,2,0,0,0,0
S2036,accessory,0,3,3,0,0,0,0,0,0
S2037,accessory,0,0,0,0,3,0,0,0,0
S2038,species_restricted_core,0,3,1,3,1,1,0,0,0
S2039,species_restricted_core,2,0,1,2,2,2,0,0,0
S2040,species_restricted_core,1,0,1,1,1,1,1,1,3
S2056,genus_core,1,1,1,1,1,1,1,1,3
S2058,species_restricted_core,0,1,1,3,3,1,0,0,0
S2061,accessory,0,0,3,3,2,0,0,0,0
S2062,accessory,2,0,0,0,0,0,0,0,0
S2064,accessory,1,2,0,1,0,0,0,0,0
S2066,accessory,0,2,0,1,0,1,0,0,0
S2068,accessory,0,0,1,0,3,1,0,1,0
S2073,accessory,0,2,0,0,0,0,2,0,0
S2074,accessory,0,0,0,0,0,0,2,0,0
S2077,genus_core,1,1,1,1,1,1,2,1,1
S2079,accessory,0,2,0,0,0,0,0,0,0
S2083,accessory,0,2,0,0,0,0,0,0,0
S2085,accessory,0,2,0,1,0,1,0,0,0
S2089,accessory,0,2,0,0,0,0,2,0,0
S2091,accessory,0,2,0,1,0,1,0,0,0
S2093,accessory,0,0,0,0,0,0,2,0,0
S2100,accessory,0,0,0,2,0,1,0,0,0
S2101,accessory,0,1,1,2,2,2,1,2,0
S2109,accessory,0,0,1,0,1,1,2,1,1
S2110,accessory,0,0,0,0,0,0,2,0,0
S2111,accessory,0,2,0,1,0,0,0,0,0
S2113,accessory,0,0,1,1,1,0,0,0,2
S2116,accessory,0,1,0,1,3,1,0,0,0
S2121,accessory,0,0,0,0,0,0,0,0,3
S2122,accessory,0,0,0,1,1,0,0,0,2
S2123,accessory,1,0,0,0,0,1,3,0,0
S2129,accessory,0,2,0,0,0,0,0,0,0
S2133,species_restricted_core,0,3,3,3,1,3,0,0,0
S2136,accessory,0,0,1,2,1,1,0,0,0
S2137,accessory,1,0,1,0,0,0,0,2,2
S2138,accessory,0,0,1,1,1,0,0,1,2
S2139,accessory,1,0,1,2,1,0,0,0,0
S2140,accessory,1,0,1,1,1,0,0,2,2
S2142,accessory,1,0,1,2,0,1,0,1,2
S2146,accessory,0,2,0,0,0,1,0,0,0
S2151,accessory,0,0,0,0,0,0,3,0,0
S2161,accessory,0,0,0,0,0,0,0,0,2
S2174,species_restricted_core,1,0,0,2,1,1,0,0,0
S2176,accessory,2,0,0,0,0,0,0,0,0
S2184,accessory,3,0,0,0,0,0,1,0,0
S2186,accessory,3,0,0,0,0,0,0,0,0
S2187,accessory,3,0,0,1,2,1,0,1,0
S2188,accessory,2,0,0,0,2,0,0,0,0
S2189,accessory,2,0,0,0,2,0,0,0,0
S2190,accessory,2,0,0,0,1,0,0,0,0
S2193,accessory,0,3,0,0,0,0,0,0,0
S2199,accessory,0,0,0,1,3,0,0,1,3
S2210,accessory,0,0,0,0,0,0,2,0,0
S2211,accessory,0,0,0,0,1,2,1,0,0
S2212,accessory,0,0,0,2,0,1,0,0,0
S2214,accessory,0,1,0,1,0,2,0,0,0
S2216,accessory,0,0,0,2,0,0,1,0,0
S2227,accessory,0,0,0,0,3,0,0,0,0
S2229,accessory,0,0,0,3,0,0,0,0,0
S2230,genus_core,1,1,1,3,3,1,1,1,1
S2240,accessory,0,0,0,2,1,0,0,0,1
S2242,accessory,0,0,0,1,3,1,0,0,1
S2243,accessory,0,0,0,1,3,1,0,0,0
S2244,accessory,0,0,0,0,1,2,0,0,1
S2246,accessory,0,0,0,3,0,0,0,0,0
S2253,species_restricted_core,0,1,0,3,1,3,1,1,1
S2265,accessory,0,2,0,0,1,0,0,0,0
S2269,accessory,0,1,0,0,0,2,0,0,0
S2270,accessory,0,1,0,0,0,2,0,0,0
S2271,accessory,0,1,0,1,1,2,2,0,0
S2273,accessory,0,2,0,0,0,0,0,0,0
S2274,accessory,0,2,0,0,0,0,2,0,0
S2275,accessory,0,2,0,0,0,0,0,0,0
S2276,accessory,0,2,0,0,0,0,2,0,0
S2277,accessory,0,2,0,0,0,0,2,0,0
S2278,accessory,0,2,0,0,0,0,2,0,0
S2279,accessory,0,2,0,0,0,0,2,0,0
S2280,accessory,0,2,0,0,0,0,2,0,0
S2282,accessory,0,2,0,0,0,0,2,0,0
S2286,accessory,0,0,0,0,1,2,0,0,0
S2290,accessory,0,0,0,0,0,2,0,0,0
S2294,accessory,0,1,0,0,0,2,0,0,0
S2296,accessory,0,2,0,1,0,0,0,0,0
S2303,accessory,0,0,0,0,0,2,0,0,0
S2335,species_restricted_core,0,0,0,2,1,1,2,1,1
S2336,species_restricted_core,0,0,0,2,1,2,1,1,1
S2342,accessory,0,0,0,0,0,2,0,0,0
S2344,accessory,0,0,0,0,0,0,2,0,0
S2346,accessory,0,0,0,0,1,2,0,0,0
S2347,accessory,0,0,0,0,0,0,0,0,2
S2368,accessory,0,0,0,0,1,0,1,2,3
S2369,accessory,0,0,0,0,1,0,1,1,3
S2387,accessory,0,2,0,0,0,0,0,0,0
S2395,accessory,0,0,1,0,0,1,0,2,0
S2400,accessory,0,0,0,0,0,2,0,0,0
S2403,accessory,0,2,0,0,0,0,0,0,0
S2420,accessory,0,2,0,1,0,0,0,0,0
S2435,species_restricted_core,0,0,0,2,1,1,1,1,1
S2436,species_restricted_core,0,0,0,3,3,3,1,1,3
S2437,genus_core,2,1,2,2,2,1,1,1,2
S2438,species_restricted_core,0,0,0,2,2,2,2,2,2
S2439,species_restricted_core,0,0,0,2,2,2,2,2,2
S2440,species_restricted_core,0,0,0,2,2,1,0,2,2
S2441,species_restricted_core,0,0,0,1,1,1,2,1,1
S2443,species_restricted_core,0,0,0,1,2,1,0,2,2
S2444,species_restricted_core,0,0,0,1,1,2,2,1,1
S2445,species_restricted_core,0,0,0,2,2,1,2,2,2
S2447,species_restricted_core,0,0,0,2,2,1,0,2,2
S2449,species_restricted_core,0,0,0,1,3,3,1,1,3
S2450,species_restricted_core,0,0,0,1,3,3,1,1,3
S2451,species_restricted_core,0,0,0,2,2,2,1,0,1
S2452,species_restricted_core,0,0,0,2,2,2,2,0,0
S2453,species_restricted_core,0,0,0,3,1,3,0,0,0
S2454,species_restricted_core,0,0,0,2,2,2,2,2,2
S2455,species_restricted_core,0,0,0,2,2,2,2,2,2
S2456,species_restricted_core,0,0,0,2,2,2,2,2,2
S2458,species_restricted_core,0,0,0,2,2,2,1,1,3
S2459,species_restricted_core,0,0,0,1,3,3,3,1,1
S2461,species_restricted_core,0,0,0,2,2,2,1,0,0
S2462,species_restricted_core,0,0,0,2,2,2,2,1,2
S2463,species_restricted_core,0,0,0,2,2,2,1,0,2
S2464,species_restricted_core,0,0,0,2,2,2,1,0,0
S2466,species_restricted_core,0,0,0,1,1,1,1,1,2
S2467,species_restricted_core,0,0,0,3,3,3,1,1,3
S2470,species_restricted_core,0,0,0,2,2,2,2,2,1
S2475,accessory,0,0,0,0,2,0,0,2,1
S2476,species_restricted_core,0,0,0,2,1,0,1,1,1
S2477,accessory,0,0,0,0,1,0,0,0,2
S2481,accessory,0,0,0,3,0,0,0,0,0
S2482,accessory,0,0,0,3,0,0,0,0,0
S2484,accessory,0,0,0,0,0,2,0,1,3
S2485,accessory,0,0,0,0,0,1,0,1,3
S2486,accessory,0,0,0,0,0,1,0,1,3
S2488,species_restricted_core,0,0,0,1,1,3,2,1,1
S2490,accessory,0,0,0,2,0,2,0,0,2
S2491,accessory,0,0,0,1,2,1,0,0,1
S2493,accessory,0,0,0,0,3,0,3,1,0
S2500,accessory,0,0,0,1,2,1,0,0,0
S2501,accessory,0,0,0,2,2,0,1,0,1
S2503,accessory,0,0,0,1,0,1,3,0,1
S2506,accessory,0,0,0,1,0,1,3,0,1
S2511,accessory,0,0,0,0,2,2,0,0,0
S2512,species_restricted_core,0,0,0,1,1,3,1,1,1
S2516,accessory,0,0,0,3,0,1,1,1,1
S2519,accessory,0,0,0,0,2,2,1,1,0
S2523,accessory,0,1,0,0,0,2,2,0,0
S2526,accessory,0,0,0,0,2,0,0,0,1
S2528,accessory,0,0,0,0,0,0,0,0,2
S2538,accessory,0,0,0,3,0,0,0,0,0
S2539,accessory,0,0,0,3,0,0,0,0,0
S2542,accessory,0,0,0,0,0,3,0,0,0
S2544,accessory,0,0,0,0,0,2,0,0,0
S2545,accessory,0,0,0,0,2,0,0,0,1
S2548,accessory,3,3,0,1,1,0,0,0,0
S2551,accessory,0,0,0,0,0,2,0,0,0
S2552,accessory,0,0,0,0,0,0,2,0,0
S2561,accessory,0,0,0,0,0,2,0,0,0
S2586,accessory,0,0,0,0,0,0,0,0,2
S2587,accessory,0,0,0,0,0,0,0,0,2
S2588,accessory,0,0,0,0,0,0,0,0,2
S2591,accessory,0,0,0,0,0,0,1,0,2
S2594,accessory,0,0,0,0,0,0,0,2,0
S2600,accessory,0,0,0,0,0,3,0,0,0
S2604,accessory,0,0,0,0,2,0,0,2,0
S2605,accessory,0,0,0,0,2,0,0,2,0
S2606,accessory,0,0,0,0,2,0,0,2,0
S2607,accessory,0,0,0,0,3,0,0,1,0
S2627,accessory,0,0,0,0,0,0,2,0,0
S2629,accessory,0,0,0,0,0,0,2,0,0
S2631,accessory,0,0,0,0,0,0,2,0,0
S2639,accessory,0,0,0,0,0,0,0,0,2
S2642,accessory,0,0,0,0,0,0,0,0,2
S2643,accessory,0,0,0,0,0,0,2,0,0
S2646,accessory,0,0,0,0,0,0,0,0,2
S2647,accessory,0,0,0,0,0,0,2,0,0
S2648,accessory,0,0,0,0,0,0,2,0,0
S2671,accessory,0,0,0,0,0,0,0,0,2
S2703,accessory,0,0,0,0,0,0,0,2,0
S2708,accessory,0,0,0,0,0,0,3,0,0
S2723,accessory,0,0,0,0,0,3,0,1,0
S2725,accessory,0,0,0,0,1,0,3,0,0
S2726,accessory,0,0,0,0,1,0,3,0,0
S2727,accessory,0,0,0,0,1,0,3,0,0
S2728,accessory,0,0,0,0,1,0,3,0,0
S2744,accessory,0,0,0,1,0,0,0,3,0
S2745,accessory,0,0,0,1,0,0,0,3,0
S2770,accessory,0,0,0,2,0,0,0,0,0
S2773,accessory,0,0,0,2,0,0,0,0,0
S2774,accessory,0,0,0,2,0,0,0,0,0
S2776,accessory,0,0,0,3,0,0,0,1,0
S2780,accessory,0,0,0,0,0,3,0,0,0
S2790,accessory,0,0,0,0,0,0,0,0,2
S2791,accessory,0,0,0,0,0,0,0,1,2
S2801,accessory,0,0,0,0,1,0,0,0,2
S2802,accessory,0,0,0,0,3,0,0,0,1
S2803,accessory,0,0,0,0,3,0,0,0,1
S2805,accessory,0,0,0,0,1,0,0,0,2
S2806,accessory,0,0,0,0,1,0,0,0,2
S2812,accessory,0,0,0,0,0,0,0,0,2
S2825,accessory,0,0,0,0,0,2,2,0,0
S2826,accessory,0,0,0,0,0,2,0,0,0
S2827,accessory,0,0,0,0,0,2,0,0,0
S2845,accessory,0,0,0,0,0,0,0,0,2
S2847,accessory,0,0,0,0,1,0,0,2,0
S2848,accessory,0,0,0,0,0,0,0,0,2
S2855,accessory,0,0,0,0,0,1,3,0,0
S2860,accessory,0,0,0,0,2,0,0,0,2
S2864,accessory,0,0,0,0,0,3,0,0,0
S2871,accessory,0,0,0,0,0,2,0,0,2
S2876,accessory,0,0,0,0,0,2,0,0,0
S2878,accessory,0,0,0,2,0,0,0,0,0
S2880,accessory,0,0,0,0,0,1,0,0,2
S2883,accessory,0,0,0,0,0,0,0,0,2
S2893,accessory,0,0,0,0,0,2,0,0,0
S2895,accessory,0,0,0,0,0,0,0,0,2
S2906,accessory,0,0,0,0,3,0,0,0,0
S2909,accessory,0,0,0,0,0,0,0,0,2
S2925,accessory,0,0,0,2,0,0,0,0,0
S2928,accessory,0,0,0,0,1,0,0,0,2
S2933,accessory,0,0,0,0,1,0,0,0,2
S2937,accessory,0,0,0,0,0,2,0,0,0
S2942,accessory,0,0,0,0,1,2,0,0,0
S2943,accessory,0,0,0,0,0,0,1,1,2
S2945,species_restricted_core,3,3,3,0,0,0,1,1,2
S2947,species_restricted_core,3,1,1,0,0,0,1,1,1
S2949,species_restricted_core,3,3,3,0,0,0,3,1,3
S2950,species_restricted_core,2,1,1,0,0,0,2,1,1
S2951,species_restricted_core,1,1,1,0,0,0,1,1,3
S2952,species_restricted_core,1,1,2,0,0,0,1,1,3
S2956,species_restricted_core,1,3,3,0,0,0,2,1,3
S2957,species_restricted_core,3,3,3,0,0,0,3,3,3
S2958,species_restricted_core,1,1,1,0,0,0,3,1,1
S2959,species_restricted_core,1,3,3,0,0,0,1,1,1
S2960,species_restricted_core,1,2,2,0,0,0,2,2,2
S2961,species_restricted_core,2,2,2,0,0,0,1,2,2
S2962,species_restricted_core,2,1,2,0,0,0,2,2,2
S2963,species_restricted_core,2,1,2,0,0,0,2,1,2
S2966,species_restricted_core,1,1,1,0,0,0,2,1,2
S2967,species_restricted_core,3,3,3,0,0,0,3,1,3
S2968,species_restricted_core,1,3,3,0,0,0,1,1,3
S2969,species_restricted_core,2,1,2,0,0,0,1,1,1
S2973,species_restricted_core,0,1,0,0,0,0,2,1,1
S2974,species_restricted_core,1,1,2,0,0,0,1,1,1
S2975,species_restricted_core,1,2,1,0,0,0,2,1,1
S2976,species_restricted_core,1,2,2,0,0,0,1,1,3
S2983,accessory,0,1,3,0,0,0,3,0,0
S2991,species_restricted_core,1,1,1,0,0,0,2,0,1
S2994,species_restricted_core,1,1,2,0,0,0,0,0,0
S2996,species_restricted_core,1,2,1,0,0,0,1,0,0
S2997,species_restricted_core,1,1,1,0,0,0,2,0,0
S2998,species_restricted_core,2,1,2,0,0,0,2,2,0
S3000,species_restricted_core,1,1,2,0,0,0,1,1,3
S3004,species_restricted_core,1,1,3,0,0,0,1,1,1
S3005,species_restricted_core,2,1,2,0,0,0,0,0,3
S3006,species_restricted_core,2,1,2,0,0,0,0,0,0
S3007,species_restricted_core,2,1,2,0,0,0,0,0,0
S3008,accessory,0,0,0,0,0,0,0,1,2
S3021,species_restricted_core,2,1,2,0,0,0,0,0,0
S3029,accessory,2,0,0,0,0,0,0,0,0
S3032,species_restricted_core,1,1,3,0,0,0,1,0,0
S3044,species_restricted_core,1,2,2,0,0,0,0,0,3
S3045,accessory,0,0,0,0,0,0,0,0,2
S3052,species_restricted_core,2,2,2,0,0,0,0,0,0
