"","Scap_PJ_010","Scap_PJ_011","Scap_PJ_012","Scap_PJ_013","Scap_PJ_014","Scap_PJ_015","Scap_PJ_016","Scap_PJ_017","Scap_PJ_018"
"Scap_LM7D7_a_00338",70057,78853,64768,137792,154284,154944,167435,169924,181123
"Scap_LM7D7_a_00339",7970,8967,7192,13936,14058,14220,7900,9007,10177
"Scap_LM7D7_a_00340",2125,2026,1414,451,634,600,773,694,675
"Scap_LM7D7_a_00341",3277,2808,2269,3881,4488,4531,4468,3594,4265
"Scap_LM7D7_a_00342",347491,290178,392890,1009842,890778,970268,671267,946610,815186
"Scap_LM7D7_a_00343",3236,4341,3664,4674,5672,4763,4700,6569,5253
"Scap_LM7D7_a_00344",4887,7580,6106,11830,13666,11156,8750,13408,11139
"Scap_LM7D7_a_00345",5805,8480,8168,9957,12303,10907,8416,13127,11103
"Scap_LM7D7_a_00346",3631,6078,5107,7293,8407,7476,5843,9993,8353
"Scap_LM7D7_a_00347",7537,13107,10665,14034,18111,15039,12132,22901,19652
"Scap_LM7D7_a_00348",10,13,4,11,7,11,8,15,9
"Scap_LM7D7_a_00349",3543,4995,4478,7347,8556,7825,12999,4577,7939
"Scap_LM7D7_a_00350",1736,2184,1984,2908,3027,2985,5200,2196,3045
"Scap_LM7D7_a_00351",6029,8180,5612,8308,9526,9545,12394,6110,7814
"Scap_LM7D7_a_00352",1902,2383,2490,1609,2030,1877,2315,1494,2015
"Scap_LM7D7_a_00353",18904,22780,22957,29954,42230,36447,32000,16765,27640
"Scap_LM7D7_a_00354",815,808,529,3294,3909,3517,4057,3476,4366
"Scap_LM7D7_a_00355",14013,21844,16124,18754,22729,21975,28469,30774,36108
"Scap_LM7D7_a_00356",786,1337,1204,1356,1545,1553,2302,2503,2989
"Scap_LM7D7_a_00357",3079,3532,2542,1754,2811,2653,2067,1890,1777
"Scap_LM7D7_a_00358",16839,26809,29013,63614,79175,68965,105956,92409,105604
"Scap_LM7D7_a_00359",3510,3844,3216,3998,5330,4942,3879,2735,3773
"Scap_LM7D7_a_00360",1270,1678,1337,127,407,210,457,131,344
"Scap_LM7D7_a_00361",53230,71848,54634,9729,30775,18374,18726,5856,13197
"Scap_LM7D7_a_00362",20533,23570,16018,17799,25188,22617,23258,31384,27005
"Scap_LM7D7_a_00363",888,1156,854,1053,1639,1373,702,1368,892
"Scap_LM7D7_a_00364",1875,2166,1576,1511,1809,1661,1981,2716,2004
"Scap_LM7D7_a_00365",21093,30082,31743,52237,45038,37958,24799,37650,42908
"Scap_LM7D7_a_00366",5361,6367,5610,6208,7224,6616,6990,10473,9524
"Scap_LM7D7_a_00367",2946,3127,2709,6376,5788,5972,4763,10475,5959
"Scap_LM7D7_a_00368",264322,278297,311526,301858,310387,324691,466888,375950,450391
"Scap_LM7D7_a_00369",5573,7053,4961,6091,6429,6258,9031,10022,8502
"Scap_LM7D7_a_00370",41007,46460,32025,36682,46242,38109,26227,26242,23218
"Scap_LM7D7_a_00371",41215,47175,46737,39490,47192,41867,41047,44631,43818
"Scap_LM7D7_a_00372",167370,212462,186091,164561,201985,176905,190251,239685,224936
"Scap_LM7D7_a_00373",68152,68750,85572,2187,2185,2069,1946,2410,2760
"Scap_LM7D7_a_00374",2765,3071,2576,1857,2282,2055,2118,2222,2328
"Scap_LM7D7_a_00375",68226,65516,71104,43879,65235,62640,47584,5945,25034
"Scap_LM7D7_a_00376",681,918,755,639,736,735,747,459,730
"Scap_LM7D7_a_00377",14766,13617,9907,6192,9811,7952,4410,2432,3520
"Scap_LM7D7_a_00378",1639,2202,1477,1173,1712,1556,1590,1305,1338
"Scap_LM7D7_a_00379",5551,7522,5560,7406,10199,9194,8325,5217,7617
"Scap_LM7D7_a_00380",1151,1439,1224,782,1200,965,848,878,677
"Scap_LM7D7_a_00381",1240,1315,1131,1082,1248,1163,1044,1150,1192
"Scap_LM7D7_a_00382",188,182,209,935,924,1010,1117,909,1048
"Scap_LM7D7_a_00383",11867,13167,13984,16499,18623,19413,14468,16654,15391
"Scap_LM7D7_a_00384",4301,4532,5074,4949,5668,5596,4914,5816,5419
"Scap_LM7D7_a_00385",10860,11445,8823,11465,13883,13321,12857,13386,12844
"Scap_LM7D7_a_00386",2474,2447,2237,2263,2810,2582,2662,2757,2621
"Scap_LM7D7_a_00387",20581,21269,18559,16012,18686,17696,21894,24366,23070
"Scap_LM7D7_a_00388",14506,21914,28059,14597,15281,12872,7674,6225,10632
"Scap_LM7D7_a_00389",11140,16805,16326,8843,9465,8072,5560,3948,6832
"Scap_LM7D7_a_00390",32919,45115,47628,23962,27511,24902,15391,10538,17456
"Scap_LM7D7_a_00391",6928,8293,8936,7612,8115,8023,7967,8068,8732
"Scap_LM7D7_a_00392",1624,2037,1818,2791,3286,3269,1478,1633,1573
"Scap_LM7D7_a_00393",35023,47926,50451,137789,231088,189482,181193,95816,167511
"Scap_LM7D7_a_00394",14544,19688,27346,56144,91183,77899,64678,41152,66129
"Scap_LM7D7_a_00395",13046,17225,21516,33343,50147,46092,46093,36843,50433
"Scap_LM7D7_a_00396",84,115,106,188,253,247,174,164,186
"Scap_LM7D7_a_00397",1825,2616,1903,2819,3337,2965,1875,2480,2216
"Scap_LM7D7_a_00398",7581,8309,4774,3180,4109,3583,4727,4700,4537
"Scap_LM7D7_a_00399",8156,10216,8937,1856,2341,1912,2207,3074,2301
"Scap_LM7D7_a_00400",258728,260350,226154,28122,38144,35162,46186,4429,29913
"Scap_LM7D7_a_00401",5167,6595,5584,5581,6135,6237,4058,3470,5174
"Scap_LM7D7_a_00402",13145,21564,20393,104618,127569,121470,73720,56575,78694
"Scap_LM7D7_a_00403",574,735,603,1018,948,1149,1167,904,1291
"Scap_LM7D7_a_00404",1556,2066,1523,3559,3667,3875,5884,4614,6542
"Scap_LM7D7_a_00405",3879,4511,2491,963,1098,1109,894,1144,974
"Scap_LM7D7_a_00406",7541,9378,8588,17295,20338,21131,21293,20739,26554
"Scap_LM7D7_a_00407",4007,4564,3540,2257,3038,2522,2642,4807,3022
"Scap_LM7D7_a_00408",26016,28321,23606,22884,29029,26303,25523,30627,24313
"Scap_LM7D7_a_00409",26674,32870,28757,37965,50685,47298,38962,29487,38118
"Scap_LM7D7_a_00410",11824,11878,12806,9628,10624,10467,10664,10098,9668
"Scap_LM7D7_a_00411",508,546,444,2148,674,562,4662,1052,940
"Scap_LM7D7_a_00412",262,354,375,2096,618,474,4126,784,755
"Scap_LM7D7_a_00413",54,77,64,476,113,99,1097,192,175
"Scap_LM7D7_a_00414",405,526,519,5807,1431,1190,9208,1448,1432
"Scap_LM7D7_a_00415",173,213,155,2760,613,454,4663,708,640
"Scap_LM7D7_a_00416",1779,3643,3553,4426,6209,3799,4487,8856,4126
"Scap_LM7D7_a_00417",738,1074,972,771,868,815,1224,1457,1212
"Scap_LM7D7_a_00418",7885,10500,7747,12499,16061,15881,15674,19195,16869
"Scap_LM7D7_a_00419",8777,10938,7154,27386,29303,29167,34137,24018,34172
"Scap_LM7D7_a_00420",5287,6345,7295,6110,7196,7171,8309,6194,9180
"Scap_LM7D7_a_00421",7552,7514,7428,4530,5735,5611,4275,4565,4165
"Scap_LM7D7_a_00422",7582,8139,7588,4838,5974,6408,3770,3995,3960
"Scap_LM7D7_a_00423",4038,8002,11071,3518,4428,3481,2794,3056,2635
"Scap_LM7D7_a_00424",8607,15791,21105,5072,6445,4996,5749,6335,5486
"Scap_LM7D7_a_00425",20588,32314,35275,9815,12578,10115,11447,11095,10562
"Scap_LM7D7_a_00426",15004,16841,11208,9535,11595,11529,15237,13281,16386
"Scap_LM7D7_a_00427",23636,27651,21811,21215,30395,25766,21536,25358,18744
"Scap_LM7D7_a_00428",262941,297108,355835,716514,1001286,946873,446719,59371,204343
"Scap_LM7D7_a_00429",5442,6480,4725,5783,6484,6624,7727,6188,7240
"Scap_LM7D7_a_00430",1160,1463,1738,3344,2940,2729,1706,1748,2240
"Scap_LM7D7_a_00431",900,1272,954,2557,1721,1612,1382,1564,1864
"Scap_LM7D7_a_00432",36331,45413,40042,27550,33574,33147,39108,36304,39263
"Scap_LM7D7_a_00433",27640,33498,28173,23858,29777,29107,32564,26060,29398
"Scap_LM7D7_a_00434",3271,4335,5527,15425,14872,13064,12426,20094,14273
"Scap_LM7D7_a_00435",927,1346,883,2392,1980,1760,2775,3248,4232
"Scap_LM7D7_a_00436",1370,1945,1900,2635,2931,2758,2681,1984,2677
"Scap_LM7D7_a_00437",4827,6748,6283,7097,7712,6826,8046,6138,8566
"Scap_LM7D7_a_00438",7190,8287,5807,4315,5717,4800,5869,4190,4746
"Scap_LM7D7_a_00439",8904,11405,10760,17760,20482,20246,22426,23491,24594
"Scap_LM7D7_a_00440",4836,5079,5230,4327,5616,5600,4695,6754,4940
"Scap_LM7D7_a_00441",3742,4247,3624,2341,2995,2868,3261,4889,3512
"Scap_LM7D7_a_00442",2652,3245,2361,3140,4201,3570,4668,6133,4938
"Scap_LM7D7_a_00443",4315,5359,4169,6292,8906,7872,7958,10320,9231
"Scap_LM7D7_a_00444",1986,2397,1533,2078,2939,2385,3387,4512,3674
"Scap_LM7D7_a_00445",5552,6527,4736,4013,5310,4630,5716,7139,5549
"Scap_LM7D7_a_00446",2428,2772,2776,3373,3766,3766,3653,3566,3515
"Scap_LM7D7_a_00447",44673,50973,46847,52704,58546,54295,74506,115098,88927
"Scap_LM7D7_a_00448",7394,8409,6873,8740,10106,9562,9391,9771,9597
"Scap_LM7D7_a_00449",12409,13663,9856,10652,17140,11982,56283,9251,41447
"Scap_LM7D7_a_00450",7096,10835,11087,28526,34442,30924,49083,78661,91881
"Scap_LM7D7_a_00451",1790,2780,2286,6786,7813,6766,13128,22368,26332
"Scap_LM7D7_a_00452",3423,5902,5147,14411,17900,15023,27353,48121,59421
"Scap_LM7D7_a_00453",3720,6095,7050,17441,22383,19670,27832,48231,63062
"Scap_LM7D7_a_00454",50697,46861,37276,6703,11159,10045,5014,3487,3627
"Scap_LM7D7_a_00455",43967,45178,32854,6506,10705,9462,3896,2681,2878
"Scap_LM7D7_a_00456",26478,32907,28175,15249,20074,17129,12397,22915,14406
"Scap_LM7D7_a_00457",3068,3829,4593,4315,5755,5152,6652,2280,3493
"Scap_LM7D7_a_00458",1053,1316,1445,1796,1884,1805,3027,2366,3348
"Scap_LM7D7_a_00459",5039,7702,6994,10512,13050,13033,14577,12006,16472
"Scap_LM7D7_a_00460",16529,13201,13097,7638,10118,10238,5991,5337,5347
"Scap_LM7D7_a_00461",8398,9717,7331,9076,13804,11281,7210,8649,7192
"Scap_LM7D7_a_00462",63839,76412,58282,59715,113457,79862,56447,70087,55068
"Scap_LM7D7_a_00463",6940,8356,6281,7393,9407,8340,9029,10687,8558
"Scap_LM7D7_a_00464",13747,17445,15264,22413,31908,24660,27606,24878,21960
"Scap_LM7D7_a_00465",2334,2674,1887,3070,4400,3876,2652,3061,2794
"Scap_LM7D7_a_00466",10874,13247,13620,15097,21181,18163,9187,8133,8726
"Scap_LM7D7_a_00467",1470,2429,2806,5209,5483,5819,4351,3791,4979
"Scap_LM7D7_a_00468",11420,12030,10066,9761,12552,12465,10809,11752,10764
"Scap_LM7D7_a_00469",7111,8256,7309,16335,17618,15453,11001,10762,14613
"Scap_LM7D7_a_00470",3024,3524,3197,6432,6353,5426,4026,4859,5669
"Scap_LM7D7_a_00471",8537,8938,6803,4046,5510,4872,6356,6072,5599
"Scap_LM7D7_a_00472",2504,2801,2607,1089,1547,1517,1396,1811,1522
"Scap_LM7D7_a_00473",5612,5916,3909,3669,4885,4262,7691,6100,6601
"Scap_LM7D7_a_00474",849,728,603,22143,8703,9878,15759,19251,17373
"Scap_LM7D7_a_00475",25683,28436,22769,22506,31433,29438,27410,12639,21822
"Scap_LM7D7_a_00476",563,750,311,177,218,190,136,165,172
"Scap_LM7D7_a_00477",8205,10092,9100,13833,18829,16161,12789,14424,13467
"Scap_LM7D7_a_00478",32474,38242,30969,43500,87290,67740,48503,78296,50529
"Scap_LM7D7_a_00479",14262,16292,12325,13572,26316,19776,21667,34476,21629
"Scap_LM7D7_a_00480",17675,21322,11462,15848,30628,21958,26722,44008,27379
"Scap_LM7D7_a_00481",3450,3595,2988,1715,2155,1916,2302,2314,2504
"Scap_LM7D7_a_00482",28186,32487,24829,16681,19752,18750,20035,30573,22404
"Scap_LM7D7_a_00483",4105,4810,3466,2335,3028,2679,4281,2941,4022
"Scap_LM7D7_a_00484",11763,14335,11361,9915,14681,13899,11271,8162,11090
"Scap_LM7D7_a_00485",1440,1915,1380,528,615,634,614,646,606
"Scap_LM7D7_a_00486",1565,1812,1816,1391,1771,1556,1079,956,1047
"Scap_LM7D7_a_00487",5974,7471,5951,1457,2564,2157,2144,1061,1765
"Scap_LM7D7_a_00488",22359,23124,22535,7419,10942,9716,9705,8044,8276
"Scap_LM7D7_a_00489",3024,3588,2381,1863,2509,2251,2060,2077,1930
"Scap_LM7D7_a_00490",9391,9896,6890,22798,28811,28186,17668,12795,15127
"Scap_LM7D7_a_00491",26514,77350,53517,87716,127544,100372,109338,15429,60461
"Scap_LM7D7_a_00492",52049,156536,126314,146467,222022,176313,155754,25196,85684
"Scap_LM7D7_a_00493",9061,25913,18962,20430,31348,27617,17052,2871,7930
"Scap_LM7D7_a_00494",23179,65774,60342,53180,78803,73662,38708,6640,16855
"Scap_LM7D7_a_00495",45968,160901,163350,343396,424949,369288,261943,32535,134660
"Scap_LM7D7_a_00496",30494,88838,82837,161393,176726,180326,97065,10602,30006
"Scap_LM7D7_a_00497",15570,51376,43180,92752,98610,102167,47132,4590,12629
"Scap_LM7D7_a_00498",18911,52119,51865,89339,94134,98642,48438,6684,15274
"Scap_LM7D7_a_00499",14153,38133,29849,53922,53433,54933,33089,5422,11480
"Scap_LM7D7_a_00500",25764,69389,53962,106153,102705,104293,56315,9636,18881
"Scap_LM7D7_a_00501",11328,31457,25312,50722,46936,49469,23606,4205,7997
"Scap_LM7D7_a_00502",78350,229311,178114,245220,410431,356253,170433,19052,68390
"Scap_LM7D7_a_00503",12175,11033,7132,15878,18042,18815,11535,12989,16187
"Scap_LM7D7_a_00504",37053,35666,21947,52372,74317,62836,34449,52799,41923
"Scap_LM7D7_a_00505",3799,3416,2079,2030,2570,2543,3326,5433,4202
"Scap_LM7D7_a_00506",9478,8430,7360,4883,7412,7092,4752,4771,4610
"Scap_LM7D7_a_00507",45598,46537,42400,32690,52235,40094,48242,85277,53480
"Scap_LM7D7_a_00508",26312,27459,20813,3687,5015,4658,5112,6803,5498
"Scap_LM7D7_a_00509",10609,14804,12907,22104,27128,28040,26427,24924,32494
"Scap_LM7D7_a_00510",12588,14940,11752,5446,6709,6119,5921,8089,6752
"Scap_LM7D7_a_00511",410,497,419,1470,1573,1724,1616,1290,1760
"Scap_LM7D7_a_00512",21532,33972,35767,638,911,854,870,779,913
"Scap_LM7D7_a_00513",9302,10451,8637,9506,13189,11965,9281,9889,8589
"Scap_LM7D7_a_00514",6474,7677,5004,5497,8064,7323,6334,6048,5476
"Scap_LM7D7_a_00515",1791,1883,1423,1458,1989,1704,2137,3110,2491
"Scap_LM7D7_a_00516",7989,7888,6508,3127,3534,3271,3800,5315,3664
"Scap_LM7D7_a_00517",5341,5201,5329,2396,2690,2528,2995,3421,2784
"Scap_LM7D7_a_00518",35354,36945,26765,9568,15001,12556,13483,6364,9568
"Scap_LM7D7_a_00519",4035,5234,3763,1526,2288,1785,3265,3894,3776
"Scap_LM7D7_a_00520",1826,2251,1268,600,956,747,1364,1762,1496
"Scap_LM7D7_a_00521",8159,11229,8509,12445,13728,13837,17321,12926,18921
"Scap_LM7D7_a_00522",6440,14108,11242,1185,2417,1715,4431,12926,8092
"Scap_LM7D7_a_00523",6660,13353,10825,1481,2794,2040,4397,13433,7969
"Scap_LM7D7_a_00524",11877,23504,17683,2481,4400,3170,8317,22631,13746
"Scap_LM7D7_a_00525",11369,17363,14869,3888,7680,5623,11806,10827,13889
"Scap_LM7D7_a_00526",4657,6922,7373,1429,2739,1959,4699,4342,5817
"Scap_LM7D7_a_00527",4417,5866,4217,2439,3738,3256,2597,4300,2879
"Scap_LM7D7_a_00528",100395,115412,84618,40417,53891,48397,50155,74127,57937
"Scap_LM7D7_a_00529",3719,3367,2585,2443,3829,3230,1975,1556,1706
"Scap_LM7D7_a_00530",24627,29146,21076,19892,23456,23108,21507,18272,21976
"Scap_LM7D7_a_00531",186510,209438,194447,101594,134857,123438,128902,11289,81383
"Scap_LM7D7_a_00532",12225,15196,10945,15778,20243,19707,12724,11982,13436
"Scap_LM7D7_a_00533",44059,54358,49039,52539,64398,61254,87600,78796,91664
"Scap_LM7D7_a_00534",7220,8701,6392,4461,6583,5563,4942,6954,4585
"Scap_LM7D7_a_00535",2476,2971,2193,1431,2021,1652,1821,2213,1504
"Scap_LM7D7_a_00536",569,190,144,5490,5721,5700,151,169,159
"Scap_LM7D7_a_00537",424,187,146,2280,2330,2152,185,231,193
"Scap_LM7D7_a_00538",2488,2473,1901,932,1091,1069,992,1496,1217
"Scap_LM7D7_a_00539",1120,1204,962,580,795,747,573,1192,720
"Scap_LM7D7_a_00540",23652,24182,20273,13849,20298,17552,15534,18140,14360
"Scap_LM7D7_a_00541",7832,8187,6004,6226,8008,6920,6441,9293,6189
"Scap_LM7D7_a_00542",2516,2880,1877,1702,2079,2184,1793,2129,2123
"Scap_LM7D7_a_00543",2458,2493,1572,1039,1474,1091,3587,7545,4051
"Scap_LM7D7_a_00544",8114,8688,7326,4556,6680,4996,14601,27641,16612
"Scap_LM7D7_a_00545",7431,7509,5419,5462,6320,6028,5830,5901,6021
"Scap_LM7D7_a_00546",7083,8079,6092,6113,7008,6790,5937,6912,6722
"Scap_LM7D7_a_00547",2986,3978,2354,6879,9434,8730,6850,5506,7778
"Scap_LM7D7_a_00548",4067,5158,4768,10125,13673,13195,8914,7231,10742
"Scap_LM7D7_a_00549",11629,14578,10996,14519,17909,16789,16542,16420,17972
"Scap_LM7D7_a_00550",12361,15989,14366,11745,12750,11838,14456,18165,18916
"Scap_LM7D7_a_00551",8506,10092,8948,15576,21802,20057,12854,21352,14638
"Scap_LM7D7_a_00552",978,1035,973,776,896,879,1162,997,1036
"Scap_LM7D7_a_00553",1547,1763,1345,1149,1417,1355,1980,1471,1706
"Scap_LM7D7_a_00554",3164,3079,2164,2115,2762,2437,3332,2815,3099
"Scap_LM7D7_a_00555",2030,2332,2068,1363,1687,1564,1179,2095,1482
"Scap_LM7D7_a_00556",3721,3996,2528,2718,3294,3136,3113,3576,3412
"Scap_LM7D7_a_00557",407,553,497,307,366,339,406,425,381
"Scap_LM7D7_a_00558",4755,5754,3776,6461,8849,8101,6623,6389,7147
"Scap_LM7D7_a_00559",3675,4587,4470,8695,10626,9414,7078,9256,6447
"Scap_LM7D7_a_00560",4524,5117,4329,3099,4267,3872,4309,4334,4612
"Scap_LM7D7_a_00561",9659,10952,9743,7434,10449,9684,9686,8830,9912
"Scap_LM7D7_a_00562",1220,1426,1230,931,1133,991,1301,1132,1090
"Scap_LM7D7_a_00563",8532,10486,7925,6727,8867,8108,8556,8303,7331
"Scap_LM7D7_a_00564",3735,4327,3443,2372,2967,2796,3592,3283,3272
"Scap_LM7D7_a_00565",51322,51120,41578,35850,41540,39382,32535,49852,34758
"Scap_LM7D7_a_00566",12106,15334,14036,17904,20114,20055,18480,20324,22483
"Scap_LM7D7_a_00567",4003,4750,4108,5096,6272,5947,6187,6860,6030
"Scap_LM7D7_a_00568",957,1248,1303,4270,2602,2917,4625,4728,6306
"Scap_LM7D7_a_00569",1223,1687,1611,3931,2923,3084,4408,4604,5850
"Scap_LM7D7_a_00570",1630,2049,1937,4611,5150,4817,5126,6531,5317
"Scap_LM7D7_a_00571",2259,3093,2962,5335,5875,5314,6772,8400,7741
"Scap_LM7D7_a_00572",7761,10630,8028,15531,18181,17968,19570,19229,23822
"Scap_LM7D7_a_00573",1268,1487,993,1071,1393,1211,1526,1433,1427
"Scap_LM7D7_a_00574",6064,6897,6170,6753,8197,7519,6025,8463,6305
"Scap_LM7D7_a_00575",9739,12757,13007,8813,10309,9543,10646,8677,11134
"Scap_LM7D7_a_00576",3311,3499,2644,4652,6141,5668,3993,4332,3608
"Scap_LM7D7_a_00577",4395,7625,7634,1203,1446,1283,1397,1545,1346
"Scap_LM7D7_a_00578",17991,21295,18511,31993,37387,36363,34985,24621,30402
"Scap_LM7D7_a_00579",2371,2424,1808,1976,2425,2266,2466,2715,2176
"Scap_LM7D7_a_00580",398,443,289,197,292,261,339,407,299
"Scap_LM7D7_a_00581",3641,3695,3633,2337,3166,2925,1793,2162,1957
"Scap_LM7D7_a_00582",6898,7052,7657,4336,5944,5638,3767,4121,3513
"Scap_LM7D7_a_00583",7075,9436,8938,47051,59897,47697,100029,56317,66566
"Scap_LM7D7_a_00584",11264,12212,11587,22342,18676,18996,14095,11917,14871
"Scap_LM7D7_a_00585",18551,21403,20819,33021,27232,27399,21891,18802,24361
"Scap_LM7D7_a_00586",17278,19151,19928,32390,28629,29903,20832,16529,21611
"Scap_LM7D7_a_00587",64385,70658,68408,163269,161452,167508,89056,61575,84030
"Scap_LM7D7_a_00588",43,41,38,141,191,233,72,117,105
"Scap_LM7D7_a_00589",4896,5452,4416,3921,4762,4754,4087,4159,4453
"Scap_LM7D7_a_00590",9040,7814,6191,15538,18513,18052,16455,12430,14665
"Scap_LM7D7_a_00591",7743,9094,7914,7693,10979,9525,11569,13858,10499
"Scap_LM7D7_a_00592",11013,10031,8692,10526,15045,12816,14693,14014,14108
"Scap_LM7D7_a_00593",4823,6201,4808,11177,8876,8525,11339,9834,10667
"Scap_LM7D7_a_00594",22207,27635,19424,59050,52414,50748,55374,48358,55002
"Scap_LM7D7_a_00595",9137,11626,9020,22661,24961,24029,21801,18876,21559
"Scap_LM7D7_a_00596",1054,1159,930,656,759,685,960,1263,1031
"Scap_LM7D7_a_00597",4643,5155,3191,3264,3915,3557,4003,5941,4369
"Scap_LM7D7_a_00598",4926,6208,4313,3190,4323,3820,5970,5913,5806
"Scap_LM7D7_a_00599",18848,23862,21364,33557,37802,37746,36580,26561,35447
"Scap_LM7D7_a_00600",932,1001,894,822,878,744,1013,1421,1133
"Scap_LM7D7_a_00601",1236,1355,1278,1411,1381,1320,1343,1781,1605
"Scap_LM7D7_a_00602",7222,7875,8611,29695,19944,20678,19404,22724,21051
"Scap_LM7D7_a_00603",7706,6764,6761,3430,4178,4526,3852,4649,4587
"Scap_LM7D7_a_00604",10176,11863,9314,12612,15113,15628,16373,22007,18278
"Scap_LM7D7_a_00605",15933,19632,18208,22672,26914,25817,31125,36391,35262
"Scap_LM7D7_a_00606",25070,25762,21552,29202,24251,23525,21580,56279,25532
"Scap_LM7D7_a_00607",3377,3558,2851,1921,3065,2535,2016,2450,1930
"Scap_LM7D7_a_00608",1373,1508,1115,703,1204,915,824,984,806
"Scap_LM7D7_a_00609",2858,3988,4637,4204,4858,5140,5146,5902,6335
"Scap_LM7D7_a_00610",7009,6185,4975,2814,3253,3148,3506,3629,3951
"Scap_LM7D7_a_00611",2387,2944,2624,13961,13691,13557,4251,3637,4508
"Scap_LM7D7_a_00612",1162,1480,1131,4645,4233,4223,1930,1619,1949
"Scap_LM7D7_a_00613",2150,3111,2695,15544,14470,15037,4168,3554,4650
"Scap_LM7D7_a_00614",1012,1445,1410,7892,7329,7580,2096,1639,2212
"Scap_LM7D7_a_00615",2384,3293,2736,18198,16293,16678,5080,4213,5667
"Scap_LM7D7_a_00616",490,750,521,3202,3239,3094,1109,831,1197
"Scap_LM7D7_a_00617",87,143,76,337,327,335,160,136,189
"Scap_LM7D7_a_00618",1078,1240,857,3535,4731,4111,2040,1436,1407
"Scap_LM7D7_a_00619",1088,1342,1216,1987,2689,2291,3717,4270,3546
"Scap_LM7D7_a_00620",6470,14298,9211,2072,4120,2603,13746,32019,19989
"Scap_LM7D7_a_00621",1485,2083,1821,1617,1960,1748,2418,3552,2683
"Scap_LM7D7_a_00622",1878,2500,1966,2263,2904,2464,2514,4823,3130
"Scap_LM7D7_a_00623",6302,7722,4787,4676,5924,4999,6839,9454,6859
"Scap_LM7D7_a_00624",3049,3772,3552,4562,6559,5687,4625,4224,4219
"Scap_LM7D7_a_00625",19407,20468,12454,23176,31276,26844,42157,31133,34045
"Scap_LM7D7_a_00626",8513,9152,8162,14280,18553,16791,17547,15240,15559
"Scap_LM7D7_a_00627",12201,12970,10046,23880,33122,30291,25214,21613,22817
"Scap_LM7D7_a_00628",5543,6856,6208,9266,12553,10904,8833,8069,8118
"Scap_LM7D7_a_00629",2522,3286,2636,4149,5082,4459,3673,3663,3854
"Scap_LM7D7_a_00630",5112,5668,4807,5566,7106,6894,4505,4307,4976
"Scap_LM7D7_a_00631",5184,7255,6964,10570,12805,11419,7747,8223,8636
"Scap_LM7D7_a_00632",5175,6642,5037,6673,8927,7865,6202,6375,6298
"Scap_LM7D7_a_00633",4624,5538,4963,4834,6199,5498,5404,5394,5063
"Scap_LM7D7_a_00634",675,767,659,607,783,690,699,786,704
"Scap_LM7D7_a_00635",16531,19679,13555,25198,33654,30230,21475,19958,19982
"Scap_LM7D7_a_00636",11677,14239,10993,10812,13824,12047,13968,13362,12155
"Scap_LM7D7_a_00637",19268,15320,9740,6870,8929,7995,10387,8753,9042
"Scap_LM7D7_a_00638",1122,1344,998,672,986,759,1247,1658,1236
"Scap_LM7D7_a_00639",579,590,462,337,477,384,543,831,633
"Scap_LM7D7_a_00640",6112,7403,5435,5015,5688,5252,6281,5117,5584
"Scap_LM7D7_a_00641",163,207,125,256,312,337,127,147,171
"Scap_LM7D7_a_00642",29728,32783,25933,22026,25946,25003,23892,29309,24982
"Scap_LM7D7_a_00643",27039,30773,26984,29885,34543,32326,29325,35099,29145
"Scap_LM7D7_a_00644",663,804,301,391,521,472,609,498,546
"Scap_LM7D7_a_00645",3833,3995,2982,3250,4727,4333,3145,2967,2873
"Scap_LM7D7_a_00646",5232,6729,5680,6520,7388,7245,5912,6628,6550
"Scap_LM7D7_a_00647",19260,22781,19918,19162,26671,23261,15955,17479,16438
"Scap_LM7D7_a_00648",11987,14660,13494,10107,14017,12280,7505,7879,6780
"Scap_LM7D7_a_00649",11422,13216,11865,11176,14673,14246,12008,8754,11556
"Scap_LM7D7_a_00650",14228,16848,12472,15389,18638,17409,19162,16753,17192
"Scap_LM7D7_a_00651",10952,12138,8463,10768,11966,12575,15662,17398,19079
"Scap_LM7D7_a_00652",4512,5326,3301,4769,6225,5700,6922,3391,6061
"Scap_LM7D7_a_00653",43762,51218,53517,58766,65546,55054,58256,104672,76038
"Scap_LM7D7_a_00654",29566,36096,34529,26410,26974,21029,36420,70952,48285
"Scap_LM7D7_a_00655",44271,55590,58676,70320,73400,58390,64520,110306,85612
"Scap_LM7D7_a_00656",27808,38853,27754,41312,41532,31974,42638,68616,55211
"Scap_LM7D7_a_00657",49599,70351,71137,76363,74821,57044,76972,124147,98336
"Scap_LM7D7_a_00658",9811,14248,12659,20473,16138,12738,17789,30995,26037
"Scap_LM7D7_a_00659",23699,34221,32217,82049,69517,56059,48752,73336,65390
"Scap_LM7D7_a_00660",29985,42940,30517,77576,61036,47350,58634,86594,74360
"Scap_LM7D7_a_00661",21051,31112,26737,71312,53854,44186,42810,60088,55545
"Scap_LM7D7_a_00662",6154,9475,9652,15611,11521,9166,12316,19360,16635
"Scap_LM7D7_a_00663",11769,18535,12526,24438,18652,14530,23606,30781,26990
"Scap_LM7D7_a_00664",16499,24192,16484,43807,34590,26541,32096,45875,39821
"Scap_LM7D7_a_00665",17149,26385,19545,52121,43086,32539,34556,47206,41811
"Scap_LM7D7_a_00666",9447,14079,10769,18375,13844,10835,17074,25389,20601
