"","Scap_PJ_010","Scap_PJ_011","Scap_PJ_012","Scap_PJ_013","Scap_PJ_014","Scap_PJ_015","Scap_PJ_016","Scap_PJ_017","Scap_PJ_018"
"Scap_LM7D7_a_00667",8748,11965,8129,19628,16181,12591,15627,22792,20196
"Scap_LM7D7_a_00668",11499,16617,13790,22255,17256,13667,20188,29230,24580
"Scap_LM7D7_a_00669",20961,33050,22827,34244,25498,19849,39100,55924,46945
"Scap_LM7D7_a_00670",7996,11493,11329,14352,11282,8555,14375,20421,17784
"Scap_LM7D7_a_00671",12620,21140,15790,29626,22229,17725,24095,34486,31360
"Scap_LM7D7_a_00672",8015,12776,9988,16331,12498,10148,14131,21977,18981
"Scap_LM7D7_a_00673",11349,16319,19281,19494,15381,11999,17608,25702,22602
"Scap_LM7D7_a_00674",85649,112857,111081,136489,121577,104379,120863,162402,154106
"Scap_LM7D7_a_00675",37735,48795,33077,50705,46242,38004,51581,70746,65638
"Scap_LM7D7_a_00676",14442,19211,14814,14710,14494,11972,17914,23879,21317
"Scap_LM7D7_a_00677",26035,34753,28241,27409,27754,23040,31169,40861,36470
"Scap_LM7D7_a_00678",69450,85936,86222,94210,96327,82332,84934,118599,108646
"Scap_LM7D7_a_00679",85691,103392,66659,112809,127007,104388,109364,144085,129769
"Scap_LM7D7_a_00680",84468,99219,82033,68128,72576,60525,95740,139665,115174
"Scap_LM7D7_a_00681",43781,52506,54526,48863,58922,49529,51688,73394,61695
"Scap_LM7D7_a_00682",3014,4410,3779,3571,3741,3128,2995,4702,3822
"Scap_LM7D7_a_00683",2909,4348,3751,4166,4174,3587,3412,4758,4077
"Scap_LM7D7_a_00684",3097,4171,3727,3557,3466,2985,3140,4337,3909
"Scap_LM7D7_a_00685",2070,2962,2486,2162,2087,1789,2142,2969,2666
"Scap_LM7D7_a_00686",31463,51033,51235,56436,69583,54428,51393,99849,67423
"Scap_LM7D7_a_00687",26754,41205,51352,32666,39131,32301,42793,75190,52413
"Scap_LM7D7_a_00688",4131,4628,4071,3679,4127,4178,3731,2839,3654
"Scap_LM7D7_a_00689",5899,6556,5883,3061,3667,3568,3910,2647,3922
"Scap_LM7D7_a_00690",23,35,22,23,29,25,23,35,38
"Scap_LM7D7_a_00691",74,99,141,147,120,128,91,118,132
"Scap_LM7D7_a_00692",159,217,151,211,186,187,146,181,182
"Scap_LM7D7_a_00693",109,109,85,114,90,80,88,118,112
"Scap_LM7D7_a_00694",35,45,45,39,48,34,39,49,48
"Scap_LM7D7_a_00695",281,419,329,346,430,302,339,336,356
"Scap_LM7D7_a_00696",181,302,305,270,305,236,189,249,268
"Scap_LM7D7_a_00697",1502,1965,1400,2115,2496,2301,2263,2213,2239
"Scap_LM7D7_a_00698",4760,5192,4159,3584,5414,4782,2286,3824,2287
"Scap_LM7D7_a_00699",1514,2100,1817,4090,3750,3415,2609,2039,2652
"Scap_LM7D7_a_00700",1795,2759,2284,6020,6087,6119,5175,6654,8142
"Scap_LM7D7_a_00701",8747,10970,11667,15874,18439,18059,13531,15908,19415
"Scap_LM7D7_a_00702",5004,6769,6442,26365,19703,20901,18572,24830,31303
"Scap_LM7D7_a_00703",186003,238826,186218,268976,334369,356214,324336,326703,397740
"Scap_LM7D7_a_00704",107919,135314,105829,203767,269925,280927,183467,189434,235361
"Scap_LM7D7_a_00705",270307,342728,208639,383591,492224,500171,491734,480372,582598
"Scap_LM7D7_a_00706",14314,18820,15790,4216,5767,5242,7589,14235,9675
"Scap_LM7D7_a_00707",3420,6451,5408,1893,2339,2062,3405,7312,5308
"Scap_LM7D7_a_00708",9684,16263,14411,11597,13955,13468,13534,19324,16359
"Scap_LM7D7_a_00709",5421,9225,8051,6007,7544,7198,7331,10628,10192
"Scap_LM7D7_a_00710",24427,47973,35143,3673,6985,4917,21216,51069,37479
"Scap_LM7D7_a_00711",3437,6457,5811,1427,2275,1691,3981,10720,6745
"Scap_LM7D7_a_00712",3430,5087,3910,1191,1663,1250,3637,8027,5242
"Scap_LM7D7_a_00713",18301,20862,16773,10592,11095,11294,6910,10683,6617
"Scap_LM7D7_a_00714",2474,2351,1178,4204,5206,4835,6387,8129,7836
"Scap_LM7D7_a_00715",6459,6338,4261,120536,140169,119406,99056,100838,122021
"Scap_LM7D7_a_00716",13106,14169,11301,10216,13296,12766,11800,13872,11839
"Scap_LM7D7_a_00717",45049,52771,44553,28084,34826,34573,33018,39096,37265
"Scap_LM7D7_a_00718",14056,14997,14142,8370,11230,10332,12139,13338,12196
"Scap_LM7D7_a_00719",3203,3497,2452,1729,2274,1910,2271,2967,2248
"Scap_LM7D7_a_00720",1636,2162,1628,2114,2435,2472,2584,2034,2818
"Scap_LM7D7_a_00721",12851,15644,13284,16793,21239,20146,20297,19669,21919
"Scap_LM7D7_a_00722",9031,10725,8833,7974,10331,8976,11910,13605,12552
"Scap_LM7D7_a_00731",3293,4080,3968,3870,4355,4058,5847,9762,7460
"Scap_LM7D7_a_00732",17777,18891,11941,10589,13360,12024,16221,19593,15929
"Scap_LM7D7_a_00733",39321,43490,31765,29223,36344,33873,37672,44034,37397
"Scap_LM7D7_a_00734",28052,31151,24152,16521,20570,18301,28311,34048,29876
"Scap_LM7D7_a_00735",4541,6393,5755,9668,11305,11692,12369,12001,13669
"Scap_LM7D7_a_00736",914,1196,1069,1311,1440,1425,2351,2353,2579
"Scap_LM7D7_a_00737",7676,8810,8411,6127,7459,7712,5932,7036,7291
"Scap_LM7D7_a_00738",4034,4449,5422,2083,2099,2306,1317,1728,1938
"Scap_LM7D7_a_00739",148593,233849,170469,373746,512856,410498,312764,321464,292735
"Scap_LM7D7_a_00740",4656,6130,4781,4421,6033,5577,6017,3983,6039
"Scap_LM7D7_a_00741",76458,80920,58349,37237,44510,43851,27310,37792,39302
"Scap_LM7D7_a_00742",4529,5800,3915,2979,3918,3363,3119,3809,3303
"Scap_LM7D7_a_00743",10999,10477,9061,72395,100376,94475,67193,52349,51974
"Scap_LM7D7_a_00744",6769,6324,6246,63764,93596,84895,43417,32887,34039
"Scap_LM7D7_a_00745",2174,2651,2032,3931,4758,4178,6148,8040,7146
"Scap_LM7D7_a_00746",13719,13921,12914,9922,11449,10811,14006,19561,14279
"Scap_LM7D7_a_00747",1482,1603,1433,1097,1325,1199,1412,1989,1569
"Scap_LM7D7_a_00748",24769,27757,21964,14478,21952,19731,18068,24055,17616
"Scap_LM7D7_a_00749",1621,1531,1065,3308,3369,3391,4170,2673,3913
"Scap_LM7D7_a_00750",15784,19013,11827,17468,15531,18038,15018,12216,17799
"Scap_LM7D7_a_00751",17560,21524,17651,9631,12956,11959,14228,16692,15904
"Scap_LM7D7_a_00752",12153,14078,11239,8725,10919,10212,10452,9617,14050
"Scap_LM7D7_a_00753",19859,24961,23531,16723,20011,19278,18958,18591,26819
"Scap_LM7D7_a_00754",34867,41232,34123,27668,36812,34553,35565,29599,40995
"Scap_LM7D7_a_00755",16170,18370,16984,19005,26258,25247,17907,16241,20292
"Scap_LM7D7_a_00756",469,663,431,885,1275,1130,1400,2502,2019
"Scap_LM7D7_a_00757",12105,13228,10704,13640,16216,16023,14948,14575,15329
"Scap_LM7D7_a_00758",14705,17115,13017,14891,21322,17096,16992,23378,15606
"Scap_LM7D7_a_00759",21089,24788,16571,24118,33782,28134,28881,35724,26959
"Scap_LM7D7_a_00760",13997,17304,12169,10480,13245,11330,17721,18690,17362
"Scap_LM7D7_a_00761",6378,7725,6894,3661,4855,4305,5073,7702,5754
"Scap_LM7D7_a_00762",7929,8350,4924,6408,8058,7630,14083,12173,13373
"Scap_LM7D7_a_00763",12087,13819,10972,6961,8295,7930,11880,14687,13262
"Scap_LM7D7_a_00764",21798,30026,29283,19591,26277,22375,21807,32597,26452
"Scap_LM7D7_a_00765",2341,2674,1964,1169,1825,1572,1421,1876,1500
"Scap_LM7D7_a_00766",211694,268954,217794,74420,97831,89855,103206,112034,122420
"Scap_LM7D7_a_00767",17412,21655,20943,24372,28318,27209,29076,38380,34950
"Scap_LM7D7_a_00768",13695,17620,13962,15824,18123,17685,18873,22311,20817
"Scap_LM7D7_a_00769",29099,39303,34177,50747,58071,58914,78731,74616,87358
"Scap_LM7D7_a_00770",25037,33805,31006,14822,19447,17450,18972,34199,25554
"Scap_LM7D7_a_00771",32190,35163,24816,16309,21927,18090,32547,45264,34326
"Scap_LM7D7_a_00772",4305,5075,4056,3219,3761,3472,3599,6087,4304
"Scap_LM7D7_a_00773",7591,9719,8075,9115,9566,7934,7677,11771,9036
"Scap_LM7D7_a_00774",10979,12881,11224,11867,13967,11509,11543,15957,12769
"Scap_LM7D7_a_00775",4594,5562,5580,4266,5230,4307,5291,6767,5387
"Scap_LM7D7_a_00776",3055,3446,2462,2787,3721,2863,3204,4241,3386
"Scap_LM7D7_a_00777",20166,23442,37334,26518,30165,28689,22539,19948,25968
"Scap_LM7D7_a_00778",26457,31189,34268,26128,28678,26993,28836,27553,34569
"Scap_LM7D7_a_00779",17671,20718,18172,15680,17661,16577,17032,17075,20025
"Scap_LM7D7_a_00780",25800,30415,25204,19565,23419,21988,22200,23477,25205
"Scap_LM7D7_a_00781",45645,53253,45154,47284,56994,56151,57388,57582,61426
"Scap_LM7D7_a_00782",127200,142607,150207,125786,148271,138842,162570,163572,177316
"Scap_LM7D7_a_00783",14077,16451,14290,8989,9628,8718,15965,17221,18119
"Scap_LM7D7_a_00784",53387,66618,90147,40354,43552,40480,61271,66362,71944
"Scap_LM7D7_a_00785",78114,99270,95265,75460,85801,81727,95074,97512,108939
"Scap_LM7D7_a_00786",169891,210734,244052,155581,180601,163034,193971,213068,236990
"Scap_LM7D7_a_00787",111736,145992,146808,99155,118251,105496,123923,135729,154639
"Scap_LM7D7_a_00788",239929,296581,233203,186241,223567,193007,267223,279185,309060
"Scap_LM7D7_a_00789",78188,93826,100800,56343,69978,60422,86979,89322,98830
"Scap_LM7D7_a_00790",1434,1752,1291,1066,1382,1236,1258,1748,1233
"Scap_LM7D7_a_00791",19536,25149,22745,19676,24633,21187,23895,34084,28877
"Scap_LM7D7_a_00792",20056,26045,15203,17030,22970,19427,21386,28617,25261
"Scap_LM7D7_a_00793",3795,4426,3731,1998,2269,2214,2531,2650,3117
"Scap_LM7D7_a_00794",489,733,681,1511,1518,1460,959,922,898
"Scap_LM7D7_a_00795",9750,8250,9796,83622,37929,47775,52054,69262,66227
"Scap_LM7D7_a_00796",353,446,426,1689,720,685,2552,820,869
"Scap_LM7D7_a_00797",447,536,502,2018,758,735,3108,1027,972
"Scap_LM7D7_a_00798",479,588,467,1890,767,729,3276,1090,1137
"Scap_LM7D7_a_00799",372,497,405,1726,813,695,2607,837,912
"Scap_LM7D7_a_00800",85707,90731,70095,46700,57440,50737,59255,81135,55552
"Scap_LM7D7_a_00801",404,502,420,220,330,243,382,766,387
"Scap_LM7D7_a_00802",9316,10440,9149,9359,11526,10671,8753,14593,8948
"Scap_LM7D7_a_00803",1607,1793,1053,1825,2161,2127,1914,1461,1880
"Scap_LM7D7_a_00804",551,667,446,607,736,676,697,507,603
"Scap_LM7D7_a_00805",3687,4350,3103,3774,4113,3901,5816,4376,5129
"Scap_LM7D7_a_00806",22833,25810,19197,15645,18913,19680,17392,21226,20089
"Scap_LM7D7_a_00807",36659,39776,28587,14374,18785,17427,18409,24269,21622
"Scap_LM7D7_a_00808",27025,29133,28473,9459,11471,10193,13201,18732,16037
"Scap_LM7D7_a_00809",34947,41587,32790,25195,33938,33682,34578,64073,40801
"Scap_LM7D7_a_00810",1706,1814,1261,1629,2050,1944,1958,2029,2054
"Scap_LM7D7_a_00811",7592,8427,7473,7228,8753,8418,9511,9277,9134
"Scap_LM7D7_a_00812",2502,2852,1944,2153,2485,2214,3286,3415,3169
"Scap_LM7D7_a_00813",2274,2649,1945,2278,2685,2401,2875,2983,2885
"Scap_LM7D7_a_00814",6867,8636,8024,7270,8295,7494,8930,10030,9719
"Scap_LM7D7_a_00815",8249,10067,7699,6445,7287,6473,11319,8997,9787
"Scap_LM7D7_a_00816",15877,20511,13921,14442,16974,15590,20302,17713,18575
"Scap_LM7D7_a_00817",16293,19103,13255,8378,11816,10393,11656,12790,10404
"Scap_LM7D7_a_00818",7574,9940,7295,6212,8030,7525,9394,11929,10080
"Scap_LM7D7_a_00819",15755,19270,15727,13756,18314,17390,19713,26336,23040
"Scap_LM7D7_a_00820",48409,62566,50265,49682,69601,64941,63047,77486,70962
"Scap_LM7D7_a_00821",11541,13796,11600,6541,8921,7987,8234,13466,9156
"Scap_LM7D7_a_00822",2218,2483,1973,1244,1802,1411,1770,2771,1884
"Scap_LM7D7_a_00827",944,1118,965,1002,1104,957,931,692,739
"Scap_LM7D7_a_00828",277,283,248,430,334,293,354,232,280
"Scap_LM7D7_a_00829",360,528,565,835,596,525,639,337,469
"Scap_LM7D7_a_00830",362,501,500,772,571,592,632,306,475
"Scap_LM7D7_a_00831",473,526,529,637,572,529,767,337,503
"Scap_LM7D7_a_00832",451,488,380,571,480,463,765,229,418
"Scap_LM7D7_a_00833",67,65,51,61,48,51,97,33,58
"Scap_LM7D7_a_00834",898,884,929,2286,2062,2077,1750,543,948
"Scap_LM7D7_a_00835",348,376,288,763,729,628,924,278,573
"Scap_LM7D7_a_00836",3042,3603,3330,2393,3275,3208,2254,2627,2560
"Scap_LM7D7_a_00837",6166,7588,5649,4543,5979,5761,4913,5717,5574
"Scap_LM7D7_a_00838",2909,3666,2584,2315,3146,2958,2339,2987,2827
"Scap_LM7D7_a_00839",6831,9785,7926,4921,6974,6303,6035,7985,7132
"Scap_LM7D7_a_00840",15827,16693,15829,10043,11215,12211,12050,10744,12570
"Scap_LM7D7_a_00841",14426,16171,12409,12324,16239,15558,12812,14338,12053
"Scap_LM7D7_a_00842",7252,8524,9403,6554,8912,7563,7364,7823,7025
"Scap_LM7D7_a_00843",844,881,468,535,796,673,1058,1019,791
"Scap_LM7D7_a_00844",3798,5194,4581,11664,20505,15444,13074,26476,15799
"Scap_LM7D7_a_00845",1053,1408,1254,3151,5122,3747,4106,7789,4851
"Scap_LM7D7_a_00846",808,1090,913,664,733,643,847,1045,871
"Scap_LM7D7_a_00847",6589,8608,6150,7278,9680,8419,9255,7000,8070
"Scap_LM7D7_a_00848",11973,16005,14278,6737,7953,7273,6059,8757,6631
"Scap_LM7D7_a_00849",7373,10347,11815,4052,4843,4309,4647,5859,4766
"Scap_LM7D7_a_00850",82394,81954,63076,24767,29556,28451,37741,41863,32549
"Scap_LM7D7_a_00851",68843,69763,60723,22880,27252,27041,30455,37410,27525
"Scap_LM7D7_a_00852",29962,33445,21405,22922,29061,26543,40018,25810,30020
"Scap_LM7D7_a_00853",339643,395266,244872,387727,542386,500463,510052,288859,369233
"Scap_LM7D7_a_00854",2028,2407,1417,2881,2771,2752,5485,4879,5133
"Scap_LM7D7_a_00855",6251,8450,7288,8633,9770,9644,9905,9888,12205
"Scap_LM7D7_a_00856",18355,22298,16586,39470,41202,38745,38240,30522,40313
"Scap_LM7D7_a_00857",9950,10431,7958,8420,11119,10757,9164,9336,9194
"Scap_LM7D7_a_00858",17192,22798,19015,12819,14725,14050,11190,11158,16212
"Scap_LM7D7_a_00859",41743,54912,51228,29025,32346,29539,25608,28284,39605
"Scap_LM7D7_a_00860",8874,8571,8362,4451,6028,5682,3592,3143,3824
"Scap_LM7D7_a_00861",10944,11175,9683,11717,14787,12046,11754,11924,10316
"Scap_LM7D7_a_00862",46664,53480,43470,40748,48403,47824,39132,34377,38471
"Scap_LM7D7_a_00863",307,316,217,227,223,231,399,425,434
"Scap_LM7D7_a_00864",604,633,416,425,406,375,761,906,659
"Scap_LM7D7_a_00865",7197,6910,6228,8673,9174,9855,8964,6782,8412
"Scap_LM7D7_a_00866",22595,22952,17811,42839,49136,54401,28770,20822,28631
"Scap_LM7D7_a_00867",10968,11159,6763,15806,18509,20419,12075,8825,13018
"Scap_LM7D7_a_00868",21418,21872,15129,26993,30514,31892,25809,19672,25510
"Scap_LM7D7_a_00869",13079,13099,10566,22535,25825,27487,16881,12403,16273
"Scap_LM7D7_a_00870",3787,4380,3253,4519,5429,4871,2984,2467,2300
"Scap_LM7D7_a_00871",6207,7753,5353,4261,5677,5282,4120,5002,4192
"Scap_LM7D7_a_00872",10636,13758,10334,8483,10889,10012,7636,8496,7155
"Scap_LM7D7_a_00873",12445,13777,10517,7633,10456,9153,7741,9145,7383
"Scap_LM7D7_a_00874",4179,5319,3072,5660,6514,6286,3807,4518,3893
"Scap_LM7D7_a_00875",796,885,565,450,471,454,795,875,935
"Scap_LM7D7_a_00876",7,12,3,10,13,16,22,21,9
"Scap_LM7D7_a_00877",4502,4660,2641,6608,8332,8340,7588,6491,6231
"Scap_LM7D7_a_00878",18999,19347,12603,30091,36129,34935,32015,26666,27018
"Scap_LM7D7_a_00879",627,661,434,644,750,703,823,776,835
"Scap_LM7D7_a_00880",7616,8212,4484,9264,11823,10925,10576,9567,9217
"Scap_LM7D7_a_00881",2202,2752,1123,3074,3710,3639,3141,2159,2946
"Scap_LM7D7_a_00882",4848,5419,4343,7354,8823,8373,7307,6999,7426
"Scap_LM7D7_a_00883",7109,8265,5411,7378,6710,6863,6765,6203,6139
"Scap_LM7D7_a_00884",1405,1665,1160,1362,1289,1238,1362,1280,1371
"Scap_LM7D7_a_00885",82,96,47,75,90,60,129,87,108
"Scap_LM7D7_a_00886",4308,5090,4165,3775,4367,4288,3502,4567,3789
"Scap_LM7D7_a_00887",7193,8340,5708,5030,6269,5822,6261,5580,5730
"Scap_LM7D7_a_00888",15301,23232,16078,20584,22500,22250,24167,25623,25259
"Scap_LM7D7_a_00889",40473,44847,35516,31236,39566,36225,39945,36202,39031
"Scap_LM7D7_a_00890",8645,9382,8775,6184,7441,6931,7433,9037,7674
"Scap_LM7D7_a_00891",2985,3876,3185,6323,6967,6851,8052,7519,8613
"Scap_LM7D7_a_00892",26893,30953,24625,13514,19435,17371,14683,9377,10878
"Scap_LM7D7_a_00893",35572,40851,40607,22866,35052,31049,21787,9575,15493
"Scap_LM7D7_a_00894",10039,13274,14951,11920,12558,12806,11050,11983,12381
"Scap_LM7D7_a_00895",8774,9948,8960,7737,8991,8727,8656,8847,9340
"Scap_LM7D7_a_00896",13519,16399,16029,10180,12241,11892,11295,11648,11395
"Scap_LM7D7_a_00897",2723,3072,1949,1576,1974,1798,2071,2144,2129
"Scap_LM7D7_a_00898",20438,22784,18570,29593,20500,31545,39447,29341,54343
"Scap_LM7D7_a_00899",11182,12863,11874,10022,9611,11098,15600,11809,18581
"Scap_LM7D7_a_00900",5358,6189,4901,4983,5968,5814,7704,7947,7750
"Scap_LM7D7_a_00901",20345,24289,20868,19417,23339,22364,28232,29777,29472
"Scap_LM7D7_a_00902",24795,28327,23175,20636,25042,23263,30578,35215,34608
"Scap_LM7D7_a_00903",36175,41661,30907,33090,44766,40604,36718,40974,41200
"Scap_LM7D7_a_00904",9471,10322,11802,16454,19528,16247,14202,15489,10576
"Scap_LM7D7_a_00905",7028,8149,5555,2693,3576,3153,4145,5299,4731
"Scap_LM7D7_a_00906",73949,89856,84171,39821,51587,47430,51595,63313,57089
"Scap_LM7D7_a_00907",71326,83793,66743,38447,48912,43108,51659,63514,58046
"Scap_LM7D7_a_00908",8995,10281,8062,6166,8648,7235,10040,8861,9507
"Scap_LM7D7_a_00909",7555,9566,9057,9485,12803,11773,11275,12727,11962
"Scap_LM7D7_a_00910",6140,7143,8714,16452,13804,14754,15336,17614,17134
"Scap_LM7D7_a_00911",3883,4772,3970,6673,9885,7689,7176,5215,5233
"Scap_LM7D7_a_00912",6848,7600,6791,7128,8952,8062,8338,7698,6198
"Scap_LM7D7_a_00913",112482,75698,90002,218600,200619,238907,119523,48297,97385
"Scap_LM7D7_a_00914",26175,28945,20664,13580,18853,17573,16233,24212,17707
"Scap_LM7D7_a_00915",19486,22254,16072,9778,13283,12118,12818,18359,14088
"Scap_LM7D7_a_00916",17010,14646,11024,4691,5729,5782,1703,906,1436
"Scap_LM7D7_a_00917",10115,11588,8412,15906,19627,19180,21923,14024,18262
"Scap_LM7D7_a_00918",20146,22977,21495,11140,15212,13844,15793,14001,15991
"Scap_LM7D7_a_00919",4299,4315,3051,4730,6967,5701,5768,5883,5432
"Scap_LM7D7_a_00920",11176,10851,8675,12028,16935,14419,14709,14738,12957
"Scap_LM7D7_a_00921",22009,21344,18135,23844,34076,29438,26462,27304,24594
"Scap_LM7D7_a_00922",11035,11572,10382,10854,14323,12741,13144,15037,13229
"Scap_LM7D7_a_00923",56118,70180,48787,80230,107447,97915,89291,106260,93706
"Scap_LM7D7_a_00924",25941,30520,22392,23061,28570,27004,35200,35217,37520
"Scap_LM7D7_a_00925",32977,39951,30287,38417,49265,45466,52280,58781,57496
"Scap_LM7D7_a_00926",3341,4252,2950,4503,4775,4627,4560,5954,5645
"Scap_LM7D7_a_00927",10262,12665,9672,16974,19418,18719,14368,18005,18077
"Scap_LM7D7_a_00928",5428,6590,5495,7929,8987,8645,7814,9444,9048
"Scap_LM7D7_a_00929",7659,9223,7149,6593,8254,8137,5411,8697,6155
"Scap_LM7D7_a_00930",1728,2089,824,859,1003,887,1417,1359,1138
"Scap_LM7D7_a_00931",22607,28549,23682,30481,32020,33658,39273,37233,43702
"Scap_LM7D7_a_00932",15895,15173,11193,17740,22912,22391,20051,18463,19503
"Scap_LM7D7_a_00933",6429,7250,4443,4112,5607,4885,6107,4285,5176
"Scap_LM7D7_a_00934",5632,6304,4507,2985,3870,3525,4721,4065,4585
"Scap_LM7D7_a_00935",23243,26347,23344,12770,17437,16721,16170,16704,17400
"Scap_LM7D7_a_00936",18820,21315,17703,9593,12967,12354,11747,11847,12514
"Scap_LM7D7_a_00937",21774,24885,22632,26205,31057,30483,20950,13733,18740
"Scap_LM7D7_a_00938",3193,4018,3380,2565,3428,2993,2192,3376,2633
"Scap_LM7D7_a_00939",4443,4756,3799,2589,2962,2644,4516,4543,4706
"Scap_LM7D7_a_00940",5344,6748,5443,15386,19442,18380,11752,13936,12467
"Scap_LM7D7_a_00941",20596,24838,15311,19876,24948,23321,25163,16734,20394
"Scap_LM7D7_a_00942",21883,22157,17041,19657,26233,24016,26044,21406,24527
"Scap_LM7D7_a_00943",4840,6251,3516,6099,7042,6744,5707,3790,5386
"Scap_LM7D7_a_00944",12363,14571,12275,15683,18179,18048,14184,10412,14014
"Scap_LM7D7_a_00945",18827,19211,14088,21740,22656,23606,22080,17259,19713
"Scap_LM7D7_a_00979",7096,8597,6944,2015,2919,2356,3296,6396,2921
"Scap_LM7D7_a_00980",3772,3598,3123,877,1024,1069,757,1339,588
"Scap_LM7D7_a_00981",3787,3756,3616,1300,1410,1309,1090,1482,878
"Scap_LM7D7_a_00982",4382,5084,3794,3825,4498,4131,5121,6411,4916
"Scap_LM7D7_a_00983",1238,1444,1150,1247,1458,1357,1415,1820,1449
"Scap_LM7D7_a_00984",37032,44642,32496,42072,50618,49787,56222,55630,58481
"Scap_LM7D7_a_00985",12415,19161,16788,14241,15971,16356,19566,18639,20657
"Scap_LM7D7_a_00986",2567,3419,3202,2706,3389,3389,3073,4102,3194
"Scap_LM7D7_a_00987",33505,47643,50088,69914,77878,76514,114865,95831,123246
"Scap_LM7D7_a_00988",9940,11059,8359,7866,10319,9791,10894,10440,11263
"Scap_LM7D7_a_00989",4545,5155,4810,4200,5292,4754,3651,4864,3439
"Scap_LM7D7_a_00990",2811,3114,2141,1208,1553,1348,1589,2326,1576
"Scap_LM7D7_a_00991",10540,12444,9900,6283,8449,8699,5957,11781,7623
"Scap_LM7D7_a_00992",9104,10684,7955,9303,12782,11793,8661,10877,8897
"Scap_LM7D7_a_00993",65854,74240,53182,42883,48481,46308,66784,62536,65433
"Scap_LM7D7_a_00994",42725,47130,39591,23332,28387,27462,28885,31830,29197
"Scap_LM7D7_a_00995",117614,136727,109079,76904,88843,82677,96057,93920,94639
"Scap_LM7D7_a_00996",42475,44637,35691,27021,31083,27619,35529,36237,35812
"Scap_LM7D7_a_00997",44087,51484,34024,18340,22567,23022,16758,18383,24152
"Scap_LM7D7_a_00998",1974,2360,1074,1631,2084,2098,1524,1773,1471
"Scap_LM7D7_a_00999",14477,18771,13698,13643,16240,15966,23244,20377,22323
"Scap_LM7D7_a_01000",15239,17105,14474,19749,24629,24697,17477,15645,17515
"Scap_LM7D7_a_01001",20060,18909,14564,13613,17791,18181,12276,16909,14508
"Scap_LM7D7_a_01002",21110,19225,16104,15311,19885,19566,13940,16965,15799
"Scap_LM7D7_a_01003",12465,16190,12922,14817,17566,17028,26330,27715,27647
"Scap_LM7D7_a_01004",36238,36748,33146,21029,27581,26062,21729,13627,16402
"Scap_LM7D7_a_01005",38898,43848,38877,29114,39865,38234,25085,15206,20098
"Scap_LM7D7_a_01006",12580,13971,10664,8904,11101,10774,10181,8887,8497
"Scap_LM7D7_a_01007",3311,3381,2239,2523,2707,2693,2336,2390,2267
"Scap_LM7D7_a_01016",7037,8247,6404,10967,13258,12833,8917,9379,9130
"Scap_LM7D7_a_01017",5052,5928,4111,5680,6553,6538,5611,6160,6167
"Scap_LM7D7_a_01018",753,759,487,1150,1482,1327,890,913,912
"Scap_LM7D7_a_01019",4050,5023,3862,6239,7663,7633,4835,5422,5651
"Scap_LM7D7_a_01020",3714,4508,3525,3699,4335,4146,4134,4842,4709
"Scap_LM7D7_a_01021",19811,34666,32909,217476,245538,221939,345254,325739,376991
"Scap_LM7D7_a_01022",12989,16892,14658,15026,18704,16351,13625,23192,15351
"Scap_LM7D7_a_01023",40560,49373,42741,36911,49413,43847,41986,50599,41115
"Scap_LM7D7_a_01024",3598,4929,3379,8596,9250,8877,13784,11624,15322
"Scap_LM7D7_a_01025",2953,3627,1881,1230,1736,1418,1641,2559,1553
"Scap_LM7D7_a_01026",3466,3766,2807,1783,2441,2165,2106,3511,2168
"Scap_LM7D7_a_01027",1869,2298,2148,1443,2034,1885,1238,2029,1318
"Scap_LM7D7_a_01028",12920,14646,10945,7465,8641,8492,9326,6862,9563
"Scap_LM7D7_a_01029",1495,1467,879,991,1449,1273,1103,1296,1094
"Scap_LM7D7_a_01030",55,53,43,54,63,69,20,41,30
"Scap_LM7D7_a_01031",295,359,336,493,569,547,219,348,277
"Scap_LM7D7_a_01032",3130,3192,2167,3733,4870,4273,4936,3622,3906
"Scap_LM7D7_a_01033",37979,38888,37174,46751,47648,49373,42071,63121,45536
"Scap_LM7D7_a_01034",13935,17599,13773,18473,22209,22732,18846,19881,23859
"Scap_LM7D7_a_01035",8569,12697,11039,21763,18616,26606,15831,18857,21790
"Scap_LM7D7_a_01036",2031,3532,2158,7959,5559,8115,7554,6955,9604
"Scap_LM7D7_a_01037",3731,7148,5143,16268,11121,15893,16170,14068,20076
"Scap_LM7D7_a_01038",878,1492,1529,2371,1552,1989,3031,2606,3405
"Scap_LM7D7_a_01039",3720,5274,6620,21986,30015,24479,27646,20016,24994
"Scap_LM7D7_a_01040",8976,9753,6396,5798,6756,6477,8052,7721,8500
"Scap_LM7D7_a_01041",151746,170318,150561,21711,28062,25118,28470,23785,27329
"Scap_LM7D7_a_01042",4233,4608,4063,4082,5156,4671,3719,6415,3611
"Scap_LM7D7_a_01043",4104,4362,4356,4077,5194,4848,3477,6105,3627
"Scap_LM7D7_a_01044",6109,7486,6797,9972,10903,10322,13500,12863,13609
"Scap_LM7D7_a_01045",21127,28708,23117,35134,36418,33951,40059,35495,45222
"Scap_LM7D7_a_01046",9679,13096,8037,13771,15345,14250,15945,12433,15415
"Scap_LM7D7_a_01047",43970,36724,36199,30752,45403,38237,28877,27197,24957
"Scap_LM7D7_a_01048",1599,1931,1421,1284,1737,1418,1350,2030,1443
"Scap_LM7D7_a_01049",25793,29651,22345,15150,18842,17739,20404,24827,20196
