"","Scap_PJ_019","Scap_PJ_020","Scap_PJ_021","Scap_PJ_022","Scap_PJ_023","Scap_PJ_024","Scap_PJ_025","Scap_PJ_026","Scap_PJ_027"
"Scap_2C01_ad_00342",15932,15955,14581,11578,12198,17818,14471,14197,13024
"Scap_2C01_ad_00343",169,199,168,711,796,1009,1211,1128,1116
"Scap_2C01_ad_00344",1165,1276,1169,900,880,1338,1237,1044,1055
"Scap_2C01_ad_00345",25553,33574,33454,38395,41956,45606,51189,49572,46085
"Scap_2C01_ad_00346",7007,8297,8375,7086,6914,8420,8894,8958,9056
"Scap_2C01_ad_00347",3958,4038,4082,8325,7965,8975,9420,9866,9733
"Scap_2C01_ad_00348",152860,167279,127817,275315,221138,246783,188673,205100,225389
"Scap_2C01_ad_00349",4501,4505,4175,10238,9732,11770,13548,12428,11505
"Scap_2C01_ad_00350",24154,22026,19172,33399,28255,34938,26240,27977,26010
"Scap_2C01_ad_00351",22620,21197,18973,35287,31055,36434,33856,33697,32924
"Scap_2C01_ad_00352",121421,117933,103928,147731,128622,153515,165950,176527,163716
"Scap_2C01_ad_00353",29559,33458,33818,1563,1757,1914,2220,2002,2015
"Scap_2C01_ad_00354",2859,3307,2958,1931,1839,2244,2222,2540,2592
"Scap_2C01_ad_00355",20857,20557,19350,13089,13484,15890,4604,5323,5284
"Scap_2C01_ad_00356",703,731,651,594,503,566,733,778,707
"Scap_2C01_ad_00357",18386,20363,17288,6677,5995,8308,4491,5064,4715
"Scap_2C01_ad_00358",2400,2901,2532,529,564,761,442,477,551
"Scap_2C01_ad_00359",11914,12845,11657,6813,6383,7054,5341,6241,6125
"Scap_2C01_ad_00360",608,521,461,599,471,552,509,615,572
"Scap_2C01_ad_00361",1428,1350,1141,1161,1033,1124,964,998,1084
"Scap_2C01_ad_00362",1903,1807,1574,1701,1502,1763,1488,1634,1506
"Scap_2C01_ad_00363",504,396,349,2046,1679,1679,3880,4638,4687
"Scap_2C01_ad_00364",7110,6875,5986,7183,6263,7421,5881,6497,6500
"Scap_2C01_ad_00365",3115,2925,2485,2817,2396,2716,2168,2538,2473
"Scap_2C01_ad_00366",6266,5932,5424,4920,4488,5229,4391,4879,4555
"Scap_2C01_ad_00367",1053,978,950,712,682,890,831,881,737
"Scap_2C01_ad_00368",9128,8935,7716,5612,4917,5593,5751,6219,6005
"Scap_2C01_ad_00369",14633,19107,22586,15390,17936,20464,11467,10731,10089
"Scap_2C01_ad_00370",9545,11613,13962,9494,10914,13246,7244,6885,6406
"Scap_2C01_ad_00371",38535,44571,44191,36570,36105,39223,22503,23382,22865
"Scap_2C01_ad_00372",5986,6814,6431,6590,6021,6520,6110,6511,6727
"Scap_2C01_ad_00373",949,1043,905,2055,1830,1726,1154,1262,1340
"Scap_2C01_ad_00374",531,614,537,1593,1351,1552,967,1059,1127
"Scap_2C01_ad_00375",72879,78223,75189,214765,229154,242571,174217,200873,192719
"Scap_2C01_ad_00376",30056,33393,31092,83498,88549,94505,72729,80294,82595
"Scap_2C01_ad_00377",38667,42081,41092,97530,105729,115817,86478,89590,91120
"Scap_2C01_ad_00378",80,89,93,128,185,181,81,99,105
"Scap_2C01_ad_00379",1901,2085,1870,2231,1915,1892,2252,2559,2549
"Scap_2C01_ad_00380",9191,9759,8606,7075,6193,7887,7923,8305,8070
"Scap_2C01_ad_00381",1857,1820,1601,1792,1583,1927,2414,2568,2355
"Scap_2C01_ad_00382",485698,507610,453920,74929,68225,81341,23253,25450,25553
"Scap_2C01_ad_00383",4817,5461,4838,2586,2318,2526,2528,2703,2830
"Scap_2C01_ad_00384",18300,19375,17322,94461,89895,98696,114060,123733,112566
"Scap_2C01_ad_00385",286,268,235,534,604,748,729,713,677
"Scap_2C01_ad_00386",459,419,372,2085,2040,2998,3108,2847,2628
"Scap_2C01_ad_00387",2914,2750,2633,1172,1189,1553,1366,1333,1085
"Scap_2C01_ad_00388",392,432,352,171,159,193,167,161,129
"Scap_2C01_ad_00389",1332,1158,1139,5153,5532,7358,9113,8157,7181
"Scap_2C01_ad_00390",561,518,415,2199,2277,2914,3419,3254,2898
"Scap_2C01_ad_00391",3281,3260,2835,1791,1500,1907,1952,2262,2354
"Scap_2C01_ad_00392",53647,51423,42647,44117,37783,42123,46693,55150,54394
"Scap_2C01_ad_00393",1325,1352,1122,1149,957,1013,965,1006,1104
"Scap_2C01_ad_00394",371,428,367,350,308,417,436,404,382
"Scap_2C01_ad_00395",38083,40468,35629,39902,35703,41552,39733,42664,41282
"Scap_2C01_ad_00396",12754,13146,11794,10465,9256,11046,12568,13171,13295
"Scap_2C01_ad_00397",513,542,548,2277,1945,2453,2333,2519,2358
"Scap_2C01_ad_00398",399,403,396,2016,1739,1837,1615,1790,1774
"Scap_2C01_ad_00399",42,52,49,445,386,484,400,415,353
"Scap_2C01_ad_00400",268,260,283,2795,2476,2663,2084,2462,2438
"Scap_2C01_ad_00401",160,175,173,1771,1673,1658,1169,1558,1466
"Scap_2C01_ad_00402",649,959,1046,4838,4375,5124,6687,6732,5828
"Scap_2C01_ad_00403",415,579,561,2153,1853,2037,3238,3292,2744
"Scap_2C01_ad_00404",364,404,401,1637,1724,2150,2491,2272,2015
"Scap_2C01_ad_00405",4960,4908,4475,4834,5129,6227,6460,6422,6464
"Scap_2C01_ad_00406",4005,3704,3195,11968,12090,16395,20058,18620,17124
"Scap_2C01_ad_00407",14645,15417,11836,11233,9991,11415,10798,12462,12329
"Scap_2C01_ad_00408",15717,15729,13069,8470,7439,8655,5486,6318,6178
"Scap_2C01_ad_00409",5539,6806,5419,5719,4636,4826,4995,5649,5882
"Scap_2C01_ad_00410",11059,13670,11891,10002,8850,10096,11825,12793,12082
"Scap_2C01_ad_00411",19113,22486,18892,14418,12185,13656,16698,19262,18291
"Scap_2C01_ad_00412",21337,24278,21813,15182,14173,18066,17461,19853,18711
"Scap_2C01_ad_00413",328,372,384,234,200,267,284,248,282
"Scap_2C01_ad_00414",8478,8384,7797,4954,4582,6038,5723,6247,5574
"Scap_2C01_ad_00415",4738,4777,4313,3232,2979,3668,3922,4233,3914
"Scap_2C01_ad_00416",902222,940110,781910,2049185,1842712,2081943,1029978,1136273,1120918
"Scap_2C01_ad_00417",1980,1933,1753,3098,2613,3709,4006,4282,3519
"Scap_2C01_ad_00418",3297,4463,5724,5552,6850,7812,7492,6644,6665
"Scap_2C01_ad_00419",5215,6370,7243,7745,8483,8666,9082,8634,8816
"Scap_2C01_ad_00420",29918,30326,26822,21844,19328,23403,24151,26245,26237
"Scap_2C01_ad_00421",29725,30365,25852,29607,26497,30514,25394,29835,29086
"Scap_2C01_ad_00422",1633,2037,1794,13770,10901,11617,16566,16888,17804
"Scap_2C01_ad_00423",92,116,129,134,150,207,202,189,145
"Scap_2C01_ad_00424",2365,2540,2478,2879,2864,3265,2750,2913,2854
"Scap_2C01_ad_00425",9914,10802,11393,12302,12021,14211,12400,12724,12161
"Scap_2C01_ad_00426",8552,9420,8757,7621,6892,10333,9792,10260,8440
"Scap_2C01_ad_00427",7424,8122,7152,15251,13452,15500,18339,19788,19671
"Scap_2C01_ad_00428",3979,3903,3385,3180,2893,3209,3299,3579,3773
"Scap_2C01_ad_00429",3430,3240,2850,2172,1880,2293,2492,2736,2661
"Scap_2C01_ad_00430",1459,1481,1366,1289,1477,1875,1577,1432,1454
"Scap_2C01_ad_00431",5631,5633,4958,4686,4903,6308,5635,5570,5079
"Scap_2C01_ad_00432",6823,6474,5342,5602,4647,5355,5546,6289,6206
"Scap_2C01_ad_00433",2647,2774,2186,3105,2604,3195,3173,3568,3610
"Scap_2C01_ad_00434",49471,43453,37201,14805,12850,14439,27112,29406,31730
"Scap_2C01_ad_00435",3605,3852,3806,3964,4055,4891,9496,8866,8475
"Scap_2C01_ad_00436",83215,87095,74525,146309,128241,136965,98723,123787,120879
"Scap_2C01_ad_00437",3146,3493,3424,11359,13564,18434,25434,22984,22075
"Scap_2C01_ad_00438",714,801,952,2558,3023,4337,6379,5683,5163
"Scap_2C01_ad_00439",1687,2003,2056,5647,6451,8872,13330,12137,11826
"Scap_2C01_ad_00440",2393,2648,2678,6857,7374,9129,13837,13073,13015
"Scap_2C01_ad_00441",71382,66335,62396,20691,20107,24426,10425,11016,10732
"Scap_2C01_ad_00442",75033,68720,59667,22267,22080,25969,10908,12209,11092
"Scap_2C01_ad_00443",18691,18452,16180,13356,10966,12697,12708,13170,14182
"Scap_2C01_ad_00444",5587,6320,4852,30942,23182,22218,25151,28280,29048
"Scap_2C01_ad_00445",53,71,64,250,242,285,406,354,391
"Scap_2C01_ad_00446",2907,2953,2636,8769,7397,8640,10760,10450,10769
"Scap_2C01_ad_00447",13646,12572,9689,4811,4164,4351,5523,6137,6147
"Scap_2C01_ad_00448",9569,9309,8409,11955,10428,11930,14744,16066,15341
"Scap_2C01_ad_00449",34659,35821,34243,21539,22302,27087,15483,19274,18738
"Scap_2C01_ad_00450",36937,36120,32900,19973,20492,22289,13054,16071,16670
"Scap_2C01_ad_00451",5348,5194,4531,7570,7092,9249,11554,11540,10798
"Scap_2C01_ad_00452",9530,9657,8140,33194,27750,29955,59219,67727,67296
"Scap_2C01_ad_00453",2120,2098,1857,2676,2303,2920,3219,3717,3508
"Scap_2C01_ad_00454",11152,12065,9739,13205,11409,12459,11541,13237,13861
"Scap_2C01_ad_00455",1038,972,726,3354,3132,3588,4628,4396,4486
"Scap_2C01_ad_00456",15748,15598,13298,14871,13300,15848,15407,17202,17159
"Scap_2C01_ad_00457",8304,7944,8459,9559,11847,12647,10038,8144,7866
"Scap_2C01_ad_00458",2495,2829,3172,3876,5331,5236,4635,3577,3655
"Scap_2C01_ad_00459",8080,8186,7467,5262,4779,5941,5403,5873,5674
"Scap_2C01_ad_00460",1928,1915,1878,949,911,1203,1196,1398,1394
"Scap_2C01_ad_00461",5395,5330,5074,6039,5639,7066,7344,8167,7619
"Scap_2C01_ad_00462",493,455,462,4536,4310,5697,3835,3198,3392
"Scap_2C01_ad_00463",64018,64415,62621,52642,52257,66388,46257,50871,44843
"Scap_2C01_ad_00464",410,437,332,171,137,156,133,156,180
"Scap_2C01_ad_00465",11249,11628,9987,10034,9233,11719,11030,11627,11153
"Scap_2C01_ad_00466",54040,53310,42033,99219,80150,92839,99062,108775,107411
"Scap_2C01_ad_00467",16843,17210,15004,32858,28107,33932,38197,38519,38287
"Scap_2C01_ad_00468",18116,19250,16972,34316,28667,33255,43234,45191,43252
"Scap_2C01_ad_00469",308,339,298,234,191,284,246,268,295
"Scap_2C01_ad_00470",1444,1719,1268,993,845,771,822,891,927
"Scap_2C01_ad_00471",24109,22497,19107,15237,13606,16629,18299,19043,19408
"Scap_2C01_ad_00472",4563,4665,4548,3653,3318,4043,4237,4312,3961
"Scap_2C01_ad_00473",14984,14659,11721,9605,8608,9627,9154,10582,10961
"Scap_2C01_ad_00474",27035,26496,22572,8975,7832,9966,7053,7643,7076
"Scap_2C01_ad_00475",1970,2153,1997,1424,1317,1699,1344,1510,1345
"Scap_2C01_ad_00476",10485,11056,10016,4215,3666,5120,2349,2480,2345
"Scap_2C01_ad_00477",33134,33534,30560,12639,11281,13352,11244,12549,12386
"Scap_2C01_ad_00478",8891,9023,8162,3504,3085,3675,3351,3909,3725
"Scap_2C01_ad_00479",8467,7887,6548,8480,7804,9190,7226,8224,7567
"Scap_2C01_ad_00480",69110,81594,80509,107517,99415,120852,75626,72979,63323
"Scap_2C01_ad_00481",218862,254797,245111,275370,263729,315737,199112,190629,165680
"Scap_2C01_ad_00482",24444,27872,26542,30193,28586,34472,22366,20217,18035
"Scap_2C01_ad_00483",73000,83208,71948,82275,75238,79979,50477,48063,46905
"Scap_2C01_ad_00484",108712,141697,145482,333054,331553,347351,261336,246324,219605
"Scap_2C01_ad_00485",61124,74689,73366,158622,147900,168008,129332,119192,102377
"Scap_2C01_ad_00486",53381,60083,54703,117333,107712,118726,82945,76126,63367
"Scap_2C01_ad_00487",64663,67496,65165,127000,116159,131202,89324,81020,68885
"Scap_2C01_ad_00488",31716,35243,34329,58250,53574,64943,50376,44641,36788
"Scap_2C01_ad_00489",62127,64834,62662,110777,101348,119890,92098,81770,66492
"Scap_2C01_ad_00490",44098,44616,38426,72347,63569,67497,49593,44103,39639
"Scap_2C01_ad_00491",173916,193026,174312,243327,219711,253366,151570,149161,118772
"Scap_2C01_ad_00492",10176,9873,8339,26398,23859,29233,22619,25622,22618
"Scap_2C01_ad_00493",32826,31651,26244,71259,62567,70509,49888,57638,56309
"Scap_2C01_ad_00494",5235,5146,4522,2838,2676,3479,5762,6129,5328
"Scap_2C01_ad_00495",17005,14730,11219,9572,7662,9199,7755,8166,8895
"Scap_2C01_ad_00496",45175,41448,35987,47599,38445,41501,54501,60591,60594
"Scap_2C01_ad_00497",40158,40993,35597,9402,8086,11007,7599,7391,7667
"Scap_2C01_ad_00498",4547,4558,3483,11780,11008,16001,18262,17378,15173
"Scap_2C01_ad_00499",14050,13037,11269,5996,5133,6422,6206,6485,6744
"Scap_2C01_ad_00500",89,94,62,508,466,631,691,716,631
"Scap_2C01_ad_00501",4124,5179,4183,727,611,674,703,778,725
"Scap_2C01_ad_00502",12018,11906,9977,12454,10276,11925,12568,14048,13710
"Scap_2C01_ad_00503",8115,8110,6898,9304,7912,9220,10093,11433,10275
"Scap_2C01_ad_00504",346,300,309,213,231,283,633,832,709
"Scap_2C01_ad_00505",1332,1284,1051,927,839,839,2110,2552,2454
"Scap_2C01_ad_00506",8091,7130,6400,3025,2637,2955,2383,2598,2782
"Scap_2C01_ad_00507",6412,5873,4959,2321,2041,2353,1971,1936,2258
"Scap_2C01_ad_00508",51286,49133,48208,18599,17428,23947,13774,14344,11995
"Scap_2C01_ad_00509",6176,6900,6616,2541,2484,3009,3789,4452,4062
"Scap_2C01_ad_00510",2355,2578,2569,1038,1000,1379,1789,1938,1705
"Scap_2C01_ad_00511",2226,2132,2058,6249,6611,9375,12952,10917,9687
"Scap_2C01_ad_00512",5297,6761,5931,5893,5808,6028,17201,21586,20399
"Scap_2C01_ad_00513",5040,6531,5979,5553,5523,5433,16092,20324,20168
"Scap_2C01_ad_00514",8369,10114,9628,7733,7449,8399,24855,31040,28259
"Scap_2C01_ad_00515",38297,42877,36683,18395,16262,19076,19781,24532,24653
"Scap_2C01_ad_00516",12919,15039,12789,6209,5752,6233,7576,9346,9524
"Scap_2C01_ad_00517",4613,4662,4035,3863,3196,3310,4918,4964,5317
"Scap_2C01_ad_00518",72522,73292,65058,38964,34000,44019,56902,60671,55318
"Scap_2C01_ad_00519",26705,25186,20248,12076,11205,13372,5519,5977,5982
"Scap_2C01_ad_00520",33209,34160,29752,18702,18281,22086,22704,25678,23832
"Scap_2C01_ad_00521",423854,431560,356737,229493,198285,205062,72118,89606,97974
"Scap_2C01_ad_00522",14172,14627,12334,16922,14644,16125,14020,15428,15442
"Scap_2C01_ad_00523",30744,33040,29573,49130,44070,54720,68620,74767,70044
"Scap_2C01_ad_00524",12179,12911,10865,7154,6444,7522,6584,7470,7067
"Scap_2C01_ad_00525",2921,3331,2934,2533,2258,2412,2353,2434,2428
"Scap_2C01_ad_00526",70,77,75,94,80,115,129,135,117
"Scap_2C01_ad_00527",430,462,397,561,482,550,573,568,568
"Scap_2C01_ad_00528",1381,1456,1497,1456,1310,1761,2160,2373,2044
"Scap_2C01_ad_00529",1388,1250,876,682,589,746,809,831,937
"Scap_2C01_ad_00530",25684,24142,19535,14430,12777,14671,13641,14943,15146
"Scap_2C01_ad_00531",5961,5895,5064,4610,3915,4912,5490,6206,5941
"Scap_2C01_ad_00532",2725,2684,2534,2950,2667,3907,3856,3891,3401
"Scap_2C01_ad_00533",3458,3282,3020,1078,1063,1366,2547,2728,2503
"Scap_2C01_ad_00534",13764,13133,10956,4473,3972,4871,8246,9434,8689
"Scap_2C01_ad_00535",19685,17710,16074,11405,9535,13202,10212,11478,10898
"Scap_2C01_ad_00536",4879,5265,4868,4630,4199,5158,5808,6053,6044
"Scap_2C01_ad_00537",2880,3067,2597,3264,2909,3998,4386,5018,4605
"Scap_2C01_ad_00538",5314,5610,4256,6272,5582,6425,6727,7844,7957
"Scap_2C01_ad_00539",17431,17473,15708,17497,16701,21755,22584,23605,21745
"Scap_2C01_ad_00540",15573,17183,15731,12723,11872,14865,19056,19770,18584
"Scap_2C01_ad_00541",5474,4912,3581,6922,5854,6824,9375,10552,11111
"Scap_2C01_ad_00542",1072,1164,1003,770,709,946,816,888,895
"Scap_2C01_ad_00543",2042,2001,1835,1342,1209,1621,1458,1562,1477
"Scap_2C01_ad_00544",3561,3547,3336,2641,2373,3395,3166,3233,2901
"Scap_2C01_ad_00545",1212,1233,1077,1280,1159,1199,1783,1912,1780
"Scap_2C01_ad_00546",2854,2901,2510,2331,1917,2718,2660,2899,2814
"Scap_2C01_ad_00547",365,388,336,373,309,315,367,371,345
"Scap_2C01_ad_00548",2108,2119,1814,1705,1571,1808,1772,1785,1732
"Scap_2C01_ad_00549",2170,2625,2132,7300,5947,6358,7319,8197,7639
"Scap_2C01_ad_00550",5075,5246,4818,5207,4697,5817,6009,6478,6105
"Scap_2C01_ad_00551",13766,14686,12141,10832,9896,11034,10357,12564,12574
"Scap_2C01_ad_00552",1327,1427,1330,1153,1078,1021,1051,1253,1173
"Scap_2C01_ad_00553",14387,13893,11565,9359,8425,8796,8511,9986,9783
"Scap_2C01_ad_00554",5050,5387,4781,3925,3452,4228,4110,4499,4269
"Scap_2C01_ad_00555",54030,51389,45905,51444,44428,55044,50036,51221,49897
"Scap_2C01_ad_00556",21778,23619,18792,37103,31973,34248,26634,30050,30181
"Scap_2C01_ad_00557",5979,6839,5333,7724,6871,7395,7880,8347,8757
"Scap_2C01_ad_00558",2244,2710,3077,5745,6436,7022,7048,6653,6597
"Scap_2C01_ad_00559",3035,3428,3299,6577,6503,7065,7547,7153,7155
"Scap_2C01_ad_00560",1379,1530,1402,2869,2660,3239,4170,3888,3776
"Scap_2C01_ad_00561",2021,2279,1985,4545,4021,4583,5742,6015,6010
"Scap_2C01_ad_00562",5028,4539,4921,17243,17837,26296,32293,28803,25723
"Scap_2C01_ad_00563",342,307,286,542,400,613,529,494,472
"Scap_2C01_ad_00564",570,554,462,923,753,978,1000,962,946
"Scap_2C01_ad_00565",3969,4061,3835,5720,4741,5560,7124,7449,7114
"Scap_2C01_ad_00566",10492,11920,10441,7641,6419,7626,7000,7710,8271
"Scap_2C01_ad_00567",5301,5228,4239,6716,5714,6395,5631,6137,6249
"Scap_2C01_ad_00568",146,172,154,236,171,200,272,264,291
"Scap_2C01_ad_00569",814,1070,947,1128,989,977,1200,1420,1481
"Scap_2C01_ad_00570",147,186,180,167,158,166,254,282,263
"Scap_2C01_ad_00571",30814,31449,25609,31993,27838,29961,26314,31034,31049
"Scap_2C01_ad_00572",2126,2215,1956,2404,2040,2462,2634,2829,2598
"Scap_2C01_ad_00573",211,259,224,278,229,307,349,373,324
"Scap_2C01_ad_00574",5596,6053,4560,2615,2130,2259,1932,2298,2583
"Scap_2C01_ad_00575",9871,10057,8413,4863,4258,4960,4662,5088,5349
"Scap_2C01_ad_00576",6732,8114,6777,109662,86553,100290,206358,230601,221503
"Scap_2C01_ad_00577",19662,22445,22148,25951,27877,30021,20398,19204,18726
"Scap_2C01_ad_00578",22517,26856,26875,30825,34187,34962,26647,23781,23857
"Scap_2C01_ad_00579",14823,17304,17814,21914,24187,26267,18686,16430,15839
"Scap_2C01_ad_00580",77246,84923,75798,117443,118514,127241,80856,80521,77442
"Scap_2C01_ad_00581",70,54,55,130,161,202,202,188,253
"Scap_2C01_ad_00582",3437,3755,3152,2615,2300,2856,2536,2684,2651
"Scap_2C01_ad_00583",11674,10233,8762,20060,18449,22188,20629,22161,20387
"Scap_2C01_ad_00584",9277,9985,8610,8440,7488,8459,8533,9497,9991
"Scap_2C01_ad_00585",7685,7425,6863,6446,6125,7320,6379,7182,6858
"Scap_2C01_ad_00586",4260,4157,4486,44834,58081,71076,81189,56164,51428
"Scap_2C01_ad_00587",2704,2487,2160,23207,22497,28241,32524,27467,25632
"Scap_2C01_ad_00588",1278,1134,1156,1434,1257,1648,1751,1792,1694
"Scap_2C01_ad_00589",3584,3542,3357,4095,3649,4857,5876,5627,5466
"Scap_2C01_ad_00590",7564,7722,7037,5567,5058,6176,6605,7156,6629
"Scap_2C01_ad_00591",28952,31151,27027,43671,38742,42962,38297,43376,43024
"Scap_2C01_ad_00592",892,980,1001,642,692,734,793,773,875
"Scap_2C01_ad_00593",1046,1114,1055,835,778,904,850,923,936
"Scap_2C01_ad_00594",7293,6790,5400,6226,5252,6215,4161,4381,5047
"Scap_2C01_ad_00595",12415,12346,9849,6870,5950,7352,5059,5745,6064
"Scap_2C01_ad_00596",2949,3002,2858,6209,6706,9635,9544,8620,7619
"Scap_2C01_ad_00597",4949,5128,4246,9339,9484,12079,14494,14205,12744
"Scap_2C01_ad_00598",23354,19784,18744,11745,10137,12787,5585,4939,5461
"Scap_2C01_ad_00599",520,520,385,415,340,422,395,357,394
"Scap_2C01_ad_00600",685,642,600,515,483,552,533,558,544
"Scap_2C01_ad_00601",744,811,636,1935,1930,2561,3207,2924,2806
"Scap_2C01_ad_00602",14380,13280,13319,5478,5006,7373,4937,4482,3737
"Scap_2C01_ad_00603",1019,1059,1031,1302,1332,1429,1570,1591,1701
"Scap_2C01_ad_00604",537,605,655,716,782,938,1013,1057,974
"Scap_2C01_ad_00605",463,498,584,710,661,810,844,848,852
"Scap_2C01_ad_00606",1258,1417,1495,1794,2143,2281,2409,2057,2131
"Scap_2C01_ad_00607",595,661,721,958,1136,1134,1225,1038,1055
"Scap_2C01_ad_00608",818,1038,1355,1597,2157,2226,2341,1851,1906
"Scap_2C01_ad_00609",77,121,111,214,250,296,259,232,222
"Scap_2C01_ad_00610",18,23,16,36,46,51,68,52,51
"Scap_2C01_ad_00611",508,511,478,419,348,418,506,567,533
"Scap_2C01_ad_00612",866,987,971,3621,2989,3668,4711,5019,4866
"Scap_2C01_ad_00613",11224,12751,12600,10141,10043,13086,34775,41351,38164
"Scap_2C01_ad_00614",2341,2583,2291,1973,1832,1949,2239,2362,2620
"Scap_2C01_ad_00615",3218,3580,3462,1990,1942,2468,2598,2905,2888
"Scap_2C01_ad_00616",6411,6883,6697,4564,4315,5968,5902,6230,5691
"Scap_2C01_ad_00617",4098,4130,3602,5325,4716,4826,4673,4981,5294
"Scap_2C01_ad_00618",24063,23773,22403,16094,14664,18859,17601,18393,16269
"Scap_2C01_ad_00619",10674,10591,9810,7006,6219,7537,6771,7253,7028
"Scap_2C01_ad_00620",24731,23762,19437,14210,12183,14891,12925,14484,14310
"Scap_2C01_ad_00621",8757,9503,8575,7446,6658,7653,6951,7684,7695
"Scap_2C01_ad_00622",2826,3141,2997,2911,2721,3282,3175,3288,3155
"Scap_2C01_ad_00623",6763,6742,5736,6458,5657,5390,4508,4764,5268
"Scap_2C01_ad_00624",8142,9286,8406,7432,6988,7502,7504,8439,8751
"Scap_2C01_ad_00625",5465,5866,5265,6049,5394,6527,6771,7226,7172
"Scap_2C01_ad_00626",3639,4070,3896,4251,3856,4437,4818,5029,5091
"Scap_2C01_ad_00627",777,828,796,884,754,859,1113,1069,1207
"Scap_2C01_ad_00628",23582,24486,21286,24593,23418,27251,26899,31669,29197
"Scap_2C01_ad_00629",10369,11002,10285,10201,9308,11321,14478,14904,13974
"Scap_2C01_ad_00630",11899,12036,11890,14577,13496,21837,20402,21200,18016
"Scap_2C01_ad_00631",1045,1018,880,1116,994,1194,1125,1286,1203
"Scap_2C01_ad_00632",545,499,372,576,455,500,459,547,566
"Scap_2C01_ad_00633",6542,6821,5972,6908,6086,6909,6998,7805,7689
"Scap_2C01_ad_00634",78,65,77,150,96,143,99,97,89
"Scap_2C01_ad_00635",32984,33965,29116,28639,25798,30400,30504,33402,32722
"Scap_2C01_ad_00636",20893,21879,19883,21022,17958,21189,21559,23453,22697
"Scap_2C01_ad_00637",904,939,967,755,709,893,820,935,744
"Scap_2C01_ad_00638",7407,7499,6194,6378,5536,7587,6552,6975,6066
"Scap_2C01_ad_00639",4260,4329,3538,4853,3860,3803,3598,3937,4004
"Scap_2C01_ad_00640",19456,19983,17201,16792,15127,16956,20558,22989,21752
"Scap_2C01_ad_00641",12437,12790,11459,9900,8947,9659,10758,12001,11286
"Scap_2C01_ad_00642",22325,24273,20461,15017,14009,17993,14233,16516,14967
"Scap_2C01_ad_00643",17040,17518,15526,17713,16600,20367,20706,22124,21340
"Scap_2C01_ad_00644",8917,8766,8965,15959,14982,18982,14875,16108,15070
"Scap_2C01_ad_00645",7987,8350,7575,6878,6218,7924,8246,9537,8674
"Scap_2C01_ad_00646",57181,55860,55971,54216,60551,71616,56774,48946,48035
"Scap_2C01_ad_00647",23700,24824,29765,24575,30225,35236,35558,27311,27391
"Scap_2C01_ad_00648",57897,59829,64869,57573,71084,74976,70852,56456,58987
"Scap_2C01_ad_00649",35642,36254,39618,34184,43259,50173,42337,34329,32043
"Scap_2C01_ad_00650",59983,66486,76164,60906,79129,80122,80377,61016,62983
"Scap_2C01_ad_00651",10831,12583,17459,15598,23346,27555,25495,16471,15627
"Scap_2C01_ad_00652",35812,41484,56848,51930,82320,80950,70932,49296,50694
"Scap_2C01_ad_00653",35427,40908,63639,54988,90287,96752,86778,53028,50763
"Scap_2C01_ad_00654",31042,37351,50454,48734,73926,69596,58598,37316,39471
"Scap_2C01_ad_00655",7393,9139,13481,12416,19743,20967,18760,11036,11557
"Scap_2C01_ad_00656",11273,13946,23073,19784,33248,35326,33563,20336,19231
"Scap_2C01_ad_00657",18259,21751,36275,30070,51619,51092,43852,27169,26779
"Scap_2C01_ad_00658",22476,28011,41051,36268,59036,57211,49768,33476,33982
"Scap_2C01_ad_00659",7840,10146,15957,12913,21550,23465,21066,12420,11999
"Scap_2C01_ad_00660",8514,10570,16020,12818,21277,23798,20628,13231,13605
"Scap_2C01_ad_00661",10367,13068,20541,17208,28630,32096,28307,16312,15905
"Scap_2C01_ad_00662",17118,21868,36164,28976,48164,58596,51033,29924,27124
"Scap_2C01_ad_00663",7339,9366,14905,12198,19982,21390,19146,10752,11366
"Scap_2C01_ad_00664",13961,17464,25727,21169,33879,33012,29227,18673,18054
"Scap_2C01_ad_00665",8779,11269,16123,13609,21242,22533,20471,12538,12472
"Scap_2C01_ad_00666",11514,14971,19080,16021,22575,23293,22919,15223,15371
"Scap_2C01_ad_00667",86689,100691,122047,107854,143030,158944,142080,109799,105354
"Scap_2C01_ad_00668",40141,46118,57334,49403,64646,74604,67925,52453,47151
"Scap_2C01_ad_00669",13813,15083,17670,15055,18991,23124,22951,18326,16545
"Scap_2C01_ad_00670",26402,28361,30762,27871,32465,39855,37231,31770,27985
"Scap_2C01_ad_00671",89530,96261,96455,91211,103129,110689,98359,86776,88932
"Scap_2C01_ad_00672",97259,105068,118125,95676,111726,130698,115034,105112,101347
"Scap_2C01_ad_00673",72514,75566,86116,70011,79339,97619,92701,76333,72130
"Scap_2C01_ad_00674",56558,57215,54680,49348,52349,54327,48296,45259,48354
"Scap_2C01_ad_00675",5063,5530,5982,6776,6383,7290,7437,6466,6061
"Scap_2C01_ad_00676",5101,5942,6320,7297,7243,7792,7610,6801,6660
"Scap_2C01_ad_00677",4121,4630,5467,5323,5515,6347,6458,5588,5287
"Scap_2C01_ad_00678",2581,2943,3567,2861,3169,3685,3993,3485,3261
"Scap_2C01_ad_00679",55001,56093,57037,57866,57496,61197,58092,54749,57783
"Scap_2C01_ad_00680",29616,31421,31095,28626,26911,31379,32264,31419,30434
"Scap_2C01_ad_00681",7038,7800,6681,7844,7101,8496,6425,7236,7087
"Scap_2C01_ad_00682",4543,5059,4435,3326,2891,3349,3039,3419,3283
