"","Scap_PJ_019","Scap_PJ_020","Scap_PJ_021","Scap_PJ_022","Scap_PJ_023","Scap_PJ_024","Scap_PJ_025","Scap_PJ_026","Scap_PJ_027"
"Scap_2C01_ad_01063",3881,4600,4002,35796,27992,33882,42629,43518,42466
"Scap_2C01_ad_01064",4490,4855,3649,6619,6056,6160,5021,6031,6366
"Scap_2C01_ad_01065",7417,7548,6177,7072,6403,7126,8005,9156,9280
"Scap_2C01_ad_01066",78727,71898,68749,61722,55532,67864,69402,70595,69158
"Scap_2C01_ad_01067",2523,2574,2231,2103,1962,2097,2605,2884,2843
"Scap_2C01_ad_01068",96797,95157,87342,75161,70910,92755,87853,92610,85585
"Scap_2C01_ad_01069",3947,4061,3506,3350,2836,3178,3616,3740,3793
"Scap_2C01_ad_01070",7256,7667,7115,6189,5366,6210,7361,7672,7499
"Scap_2C01_ad_01071",1092,1153,1158,990,829,928,1288,1329,1305
"Scap_2C01_ad_01072",20261,22123,18701,23015,20642,22949,19954,21948,20620
"Scap_2C01_ad_01073",35218,37365,31365,38810,34389,36562,33195,36305,35704
"Scap_2C01_ad_01074",204606,214806,180516,117108,106782,113410,71997,84565,86855
"Scap_2C01_ad_01075",71076,74038,79761,153781,153117,188249,136833,128622,117088
"Scap_2C01_ad_01076",8542,9619,8404,60563,54706,68425,90381,100575,90607
"Scap_2C01_ad_01077",16178,18460,16843,20202,19079,23254,20032,22633,21938
"Scap_2C01_ad_01078",9435,9571,7331,21047,20710,26013,29374,29383,29822
"Scap_2C01_ad_01079",36787,38925,35475,43669,39101,52605,46511,50805,43528
"Scap_2C01_ad_01080",19637,20695,17473,22737,19766,22632,22047,23060,22319
"Scap_2C01_ad_01081",20414,21921,18829,23844,20818,23355,23564,26312,25400
"Scap_2C01_ad_01082",51779,52433,46158,56193,47028,54981,58923,65911,61358
"Scap_2C01_ad_01083",39501,40267,36667,45184,42135,51519,61321,65721,62045
"Scap_2C01_ad_01084",21569,21737,19867,25290,22964,25126,32720,35439,33762
"Scap_2C01_ad_01085",27533,28315,23515,29811,25785,28482,35475,38102,39251
"Scap_2C01_ad_01086",14885,17080,16915,4196,3884,4698,5008,5140,5148
"Scap_2C01_ad_01087",185861,196656,182009,56229,55498,69021,73698,79315,73752
"Scap_2C01_ad_01088",117606,121765,103195,250952,216071,247502,202900,222744,221703
"Scap_2C01_ad_01089",24761,26792,23407,75815,67858,79399,98338,112138,104222
"Scap_2C01_ad_01090",44750,50620,43294,86421,76083,90353,114382,126776,120261
"Scap_2C01_ad_01091",25223,26077,22155,18391,16796,20382,18762,20364,20488
"Scap_2C01_ad_01092",46896,47492,40503,24144,22483,26379,22674,24448,25713
"Scap_2C01_ad_01093",43898,47078,41667,43736,39758,47615,44985,48645,45505
"Scap_2C01_ad_01094",12518,13461,13118,13819,12757,16443,16904,17371,15495
"Scap_2C01_ad_01095",3956,4377,4400,5311,5228,7117,8880,8139,7357
"Scap_2C01_ad_01096",3598,4101,3402,72500,68961,86475,49877,51838,60533
"Scap_2C01_ad_01097",6211,6358,5478,8357,7617,8364,6554,6736,6683
"Scap_2C01_ad_01098",49117,51316,42723,59099,53039,58754,41990,46460,45764
"Scap_2C01_ad_01099",34954,36006,32114,39540,35668,41066,32760,35411,33554
"Scap_2C01_ad_01100",47933,52074,45532,31930,29368,34128,38342,44160,44873
"Scap_2C01_ad_01101",14912,16086,14690,15657,14072,15328,14874,16909,15995
"Scap_2C01_ad_01102",64679,53008,48029,49919,44394,54314,48929,51677,49710
"Scap_2C01_ad_01103",17464,15661,15926,14257,12792,16708,16290,16605,14551
"Scap_2C01_ad_01104",55299,49086,36275,38582,31865,33825,32136,36055,36167
"Scap_2C01_ad_01105",2095,2386,2252,1748,1647,2093,2181,2224,2109
"Scap_2C01_ad_01106",24152,25712,21067,18966,17476,20739,19518,20792,20007
"Scap_2C01_ad_01107",158424,154524,126801,104248,92938,110841,115174,123256,117895
"Scap_2C01_ad_01108",26918,27072,23484,27692,25235,28609,37481,38934,38292
"Scap_2C01_ad_01109",8462,7976,6902,5870,5396,6784,5634,6104,5771
"Scap_2C01_ad_01110",90447,85866,72858,106141,95540,110840,86044,92354,94923
"Scap_2C01_ad_01111",13782,12151,10804,15103,13370,17087,11493,11543,11686
"Scap_2C01_ad_01112",37278,35320,30567,35038,31057,34695,28655,30094,32592
"Scap_2C01_ad_01113",8295,8270,7673,6208,5994,7147,5944,6355,6161
"Scap_2C01_ad_01114",25437,26932,26323,20230,19475,23949,22366,23910,22749
"Scap_2C01_ad_01115",27941,29880,27094,21781,19921,23072,24372,25683,25824
"Scap_2C01_ad_01116",7839,8494,7834,5500,5638,6923,6028,5925,5779
"Scap_2C01_ad_01117",4914,4713,4443,5419,5325,7183,6921,7151,6430
"Scap_2C01_ad_01118",55828,58686,49263,43775,38334,43581,51052,56301,56577
"Scap_2C01_ad_01119",28076,29450,23807,21055,17785,18993,24422,27454,27106
"Scap_2C01_ad_01120",551,583,575,1114,916,1181,1056,1169,1192
"Scap_2C01_ad_01121",922,854,788,1451,1161,1300,1338,1645,1623
"Scap_2C01_ad_01122",905,921,844,958,905,1200,1052,1117,1063
"Scap_2C01_ad_01123",8021,7317,5914,7483,6665,7623,6101,7109,7255
"Scap_2C01_ad_01124",508,465,334,521,441,576,478,477,483
"Scap_2C01_ad_01125",14124,14302,13866,9790,9226,12363,12880,13619,12411
"Scap_2C01_ad_01126",6186,6165,5529,4030,3575,4505,4362,4823,4396
"Scap_2C01_ad_01127",12978,12426,12790,15667,14726,17429,19304,17774,18793
"Scap_2C01_ad_01128",48625,44755,46207,53593,51306,68174,69720,67792,60711
"Scap_2C01_ad_01129",26886,26317,24485,29512,27147,33995,34383,37232,35473
"Scap_2C01_ad_01130",8371,9803,11203,11057,12017,14131,13588,12731,11722
"Scap_2C01_ad_01131",7563,8742,7895,9662,8986,9206,8426,8263,8654
"Scap_2C01_ad_01132",5575,6094,6711,7297,7546,9289,9365,8638,7518
"Scap_2C01_ad_01133",7210,8252,10149,9717,10807,12693,13415,11941,10360
"Scap_2C01_ad_01134",6539,7891,10054,8825,10481,11763,13008,10612,9565
"Scap_2C01_ad_01135",26205,29543,30390,20734,21419,25128,29766,28356,26891
"Scap_2C01_ad_01136",10595,11950,10491,8324,7580,8572,10064,10610,11025
"Scap_2C01_ad_01137",84582,84688,72039,78396,68914,81911,76732,83293,79069
"Scap_2C01_ad_01138",38232,39901,34065,20190,18702,22274,21043,23089,21863
"Scap_2C01_ad_01139",5143,5375,4961,2692,2517,2851,3402,3655,3527
"Scap_2C01_ad_01140",14332,15986,18211,41504,46523,54332,52398,43843,42098
"Scap_2C01_ad_01141",7899,8123,7805,13369,12812,15071,17608,16997,16324
"Scap_2C01_ad_01142",18707,19420,17744,24355,23410,26683,27053,26573,26429
"Scap_2C01_ad_01143",7306,7945,7908,9176,8905,11023,13870,14155,13592
"Scap_2C01_ad_01144",27466,30231,25620,31578,28260,30959,39440,44637,44050
"Scap_2C01_ad_01145",3960,3880,3651,2838,2773,3355,3049,3286,3202
"Scap_2C01_ad_01146",11316,11273,9166,17601,15943,17737,19883,22229,21883
"Scap_2C01_ad_01147",32637,33848,27888,28567,25744,31437,22329,24074,23234
"Scap_2C01_ad_01148",9959,10855,8600,28076,27647,35526,45710,39597,36093
"Scap_2C01_ad_01149",2639,3108,2707,6208,5732,6056,6338,6952,7021
"Scap_2C01_ad_01150",14527,14387,12523,19890,17202,19992,22760,23405,23056
"Scap_2C01_ad_01151",5059,5124,4667,6594,5561,6561,9275,9383,8969
"Scap_2C01_ad_01152",6920,6990,6022,6887,6062,7198,7357,8048,7851
"Scap_2C01_ad_01153",15434,15484,14412,13419,12523,15974,18133,18923,18035
"Scap_2C01_ad_01154",30609,33719,29254,25723,23347,26356,27477,30391,29614
"Scap_2C01_ad_01155",9633,9835,7993,18220,15456,18866,16923,17326,15615
"Scap_2C01_ad_01156",8755,9601,8310,15975,13627,17271,15512,15669,14395
"Scap_2C01_ad_01157",7932,8293,7363,10418,9055,10817,10429,10323,10335
"Scap_2C01_ad_01158",2556,2229,1935,2098,1858,2212,2599,2695,2833
"Scap_2C01_ad_01159",5474,5177,4532,4440,3941,4783,6069,6454,6253
"Scap_2C01_ad_01160",4783,4708,4571,4915,4421,5365,7933,8379,7403
"Scap_2C01_ad_01161",15735,15290,13581,15841,14010,16680,20614,22464,20580
"Scap_2C01_ad_01162",20586,20623,17078,19083,16705,19375,23196,23757,22407
"Scap_2C01_ad_01163",3914,4131,3675,8520,7604,9179,10784,11579,11111
"Scap_2C01_ad_01164",2885,3125,2982,8143,7118,8727,10452,11262,10510
"Scap_2C01_ad_01165",2438,2493,2223,6466,5503,7185,8677,9271,8365
"Scap_2C01_ad_01166",12550,12495,10712,31023,26326,28293,35530,40926,39220
"Scap_2C01_ad_01167",6598,6671,5940,17485,14998,16936,22696,24991,23719
"Scap_2C01_ad_01168",8284,8560,7650,20971,17692,19270,26023,29883,28343
"Scap_2C01_ad_01169",8492,8897,7408,9339,7906,9148,8621,9230,9439
"Scap_2C01_ad_01170",2804,2927,3094,3086,2901,3966,4326,4328,3942
"Scap_2C01_ad_01171",18669,19606,16773,16479,14696,17234,18847,20219,20284
"Scap_2C01_ad_01172",7594,8219,7288,6902,5874,6940,7635,8034,7742
"Scap_2C01_ad_01173",4186,4442,3943,3706,3161,3874,4027,4169,4071
"Scap_2C01_ad_01174",14207,14587,12065,11313,10106,11214,12143,14135,13908
"Scap_2C01_ad_01175",9199,9363,9471,9292,8841,11215,14259,14848,13261
"Scap_2C01_ad_01176",10912,11473,11222,16147,15517,19598,25310,26390,23148
"Scap_2C01_ad_01177",36649,36559,32350,48201,44762,54754,64428,68126,61352
"Scap_2C01_ad_01178",315,316,279,199,198,268,273,284,314
"Scap_2C01_ad_01179",75,80,65,47,41,62,74,69,70
"Scap_2C01_ad_01180",2795,2822,2251,2484,2172,2607,2526,2808,2780
"Scap_2C01_ad_01181",388,335,271,505,448,561,505,477,549
"Scap_2C01_ad_01182",126,103,132,141,127,185,190,215,169
"Scap_2C01_ad_01183",13170,12651,10752,9084,8190,10182,9159,10267,10552
"Scap_2C01_ad_01184",22540,23309,19759,10687,8667,8816,8280,9843,9844
"Scap_2C01_ad_01185",29630,29941,25821,21389,19369,23695,25638,27354,26015
"Scap_2C01_ad_01186",2577,2610,2285,1572,1415,1792,1970,2033,2044
"Scap_2C01_ad_01187",50764,54082,45865,41035,36610,42189,42071,49257,45688
"Scap_2C01_ad_01188",18568,20254,18483,14281,13320,16850,18382,19257,17331
"Scap_2C01_ad_01189",131440,144976,123272,97594,87738,98531,109420,118745,113428
"Scap_2C01_ad_01190",21027,23672,20420,14038,12701,14796,15995,17316,16654
"Scap_2C01_ad_01191",13235,14803,14548,8817,8395,10833,12593,12641,11321
"Scap_2C01_ad_01192",3477,3519,3399,3551,3100,3521,4168,4181,4176
"Scap_2C01_ad_01193",37408,37018,32316,50693,42354,48017,55435,55856,55530
"Scap_2C01_ad_01194",23162,24499,19285,45496,36075,56218,66047,71115,70688
"Scap_2C01_ad_01195",35107,37479,32957,19691,18458,21272,15204,16170,16575
"Scap_2C01_ad_01196",32035,35249,33314,20188,20131,24631,20751,21257,20599
"Scap_2C01_ad_01197",43749,46692,39894,26422,24778,29814,23255,25168,25522
"Scap_2C01_ad_01198",20142,21398,19083,19582,18813,23003,22619,24833,23154
"Scap_2C01_ad_01199",15028,15720,15457,14490,14844,20584,20405,21951,18221
"Scap_2C01_ad_01200",9408,10013,9926,9495,9296,12802,13147,14198,11955
"Scap_2C01_ad_01201",3113,3358,3023,2937,2748,3175,3666,3630,3737
"Scap_2C01_ad_01202",17458,18247,17220,13811,13152,17713,19992,20905,20424
"Scap_2C01_ad_01203",6035,6252,5768,4848,4600,5695,6093,6152,6441
"Scap_2C01_ad_01204",68229,72586,63962,52453,47647,56078,66386,74014,69899
"Scap_2C01_ad_01205",6059,6422,5592,8031,7242,8305,7416,7786,7334
"Scap_2C01_ad_01206",17500,18364,15630,22654,20976,24996,21170,22313,21751
"Scap_2C01_ad_01207",26166,26033,23724,24627,22752,27797,24611,26462,23833
"Scap_2C01_ad_01208",36543,37027,31383,33368,29740,33716,32945,33910,34903
"Scap_2C01_ad_01209",7459,8036,6714,3602,3243,3834,3308,3660,3742
"Scap_2C01_ad_01210",20870,21418,17570,12516,11305,12889,11903,12976,12676
"Scap_2C01_ad_01211",22325,22934,20087,15399,13690,16936,17317,18730,17366
"Scap_2C01_ad_01212",10702,10559,9702,8745,8082,9190,10775,10991,11010
"Scap_2C01_ad_01213",2006,1998,1882,1195,1124,1521,1392,1294,1248
"Scap_2C01_ad_01214",3262,3056,2759,2046,1898,2351,2318,2421,2146
"Scap_2C01_ad_01215",6394,6308,5050,5817,4941,5323,6295,6962,7634
"Scap_2C01_ad_01216",38800,42677,36469,109935,102627,126997,131277,138289,122135
"Scap_2C01_ad_01217",72976,71868,62948,63130,59487,69839,66061,71614,69480
"Scap_2C01_ad_01218",8634,9653,7387,6005,4643,5025,5017,5516,5930
"Scap_2C01_ad_01219",10221,10551,9547,10701,9487,11462,10379,11518,10608
"Scap_2C01_ad_01220",19415,19284,17676,16974,15767,19332,18569,20508,19210
"Scap_2C01_ad_01221",3052,2908,2756,2515,2348,3088,3058,3009,2736
"Scap_2C01_ad_01222",10887,11567,10318,9077,8307,9223,10556,11156,11742
"Scap_2C01_ad_01223",13136,13692,11601,11349,10009,11928,13813,15635,15914
"Scap_2C01_ad_01224",8953,9580,8686,7909,7211,8517,10665,11722,11627
"Scap_2C01_ad_01225",603,517,483,352,343,435,483,521,524
"Scap_2C01_ad_01226",124,101,111,122,84,94,124,147,128
"Scap_2C01_ad_01227",80,89,66,127,84,123,147,151,112
"Scap_2C01_ad_01228",142,115,106,195,174,252,284,278,255
"Scap_2C01_ad_01229",174,131,134,213,184,218,266,240,221
"Scap_2C01_ad_01230",216,172,153,240,213,244,254,272,261
"Scap_2C01_ad_01231",122,103,83,124,105,131,123,143,118
"Scap_2C01_ad_01232",9104,9657,9109,20815,19553,26066,25790,26999,23066
"Scap_2C01_ad_01233",5772,6439,6451,27548,26816,31687,33568,33442,30604
"Scap_2C01_ad_01234",22917,25189,23509,109195,113178,120901,118097,114702,108147
"Scap_2C01_ad_01235",14823,16919,16558,74913,86153,83246,85646,78764,77046
"Scap_2C01_ad_01236",26224,27098,23803,39356,33304,38563,36478,41348,38195
"Scap_2C01_ad_01237",6865,6952,6473,8711,8272,11325,12599,12922,12317
"Scap_2C01_ad_01238",781,783,760,522,571,808,851,790,786
"Scap_2C01_ad_01239",12011,12763,11670,9916,9059,13099,12156,12989,11086
"Scap_2C01_ad_01240",32939,33903,28897,26622,25916,31932,29763,31713,29411
"Scap_2C01_ad_01241",18785,19869,18123,15451,14446,18085,17355,18142,17678
"Scap_2C01_ad_01242",4168,4677,4746,4843,4364,4549,5119,5023,5244
"Scap_2C01_ad_01243",24433,26438,22833,21662,19185,20839,22694,23819,25044
"Scap_2C01_ad_01244",12705,12811,11301,10672,9079,9126,9916,11400,11588
"Scap_2C01_ad_01245",10670,10245,8795,8310,7335,8613,9350,9724,9113
"Scap_2C01_ad_01246",52247,50807,42831,34721,30441,34447,36969,40476,39369
"Scap_2C01_ad_01247",3190,3233,2949,2257,2071,2470,2745,2696,2762
"Scap_2C01_ad_01248",26495,27255,24060,16907,14984,17347,18737,19655,18572
"Scap_2C01_ad_01249",14408,15683,12132,16811,14789,18338,14126,15004,14850
"Scap_2C01_ad_01250",49469,50459,42697,55061,50464,62899,50299,50198,48074
"Scap_2C01_ad_01251",49316,50066,44409,38136,35583,42464,32717,33446,32684
"Scap_2C01_ad_01252",26849,28695,25947,17694,16525,19693,15908,15614,15852
"Scap_2C01_ad_01253",46374,47834,43584,29816,27742,33408,27740,28517,28212
"Scap_2C01_ad_01254",109413,107781,90932,66670,60325,65259,54616,56355,57016
"Scap_2C01_ad_01255",17297,17934,15570,22971,20831,27218,28539,33420,29722
"Scap_2C01_ad_01256",40579,40453,32143,49948,43271,47052,49840,56682,56685
"Scap_2C01_ad_01257",3560,4281,4292,7740,8033,9342,7384,7513,7606
"Scap_2C01_ad_01258",104404,113250,95407,80894,73697,86506,73808,82983,80820
"Scap_2C01_ad_01259",4507,4611,3932,15468,14190,16529,17312,19662,18399
"Scap_2C01_ad_01260",36552,35755,32098,23606,21192,25384,25221,26986,27328
"Scap_2C01_ad_01261",17989,18894,17141,17865,16201,18712,14781,15022,14938
"Scap_2C01_ad_01262",6476,6751,6223,5567,5050,6078,5968,6070,6054
"Scap_2C01_ad_01263",1682,1788,1577,4147,3706,5417,5224,5197,4737
"Scap_2C01_ad_01264",15114,16232,12408,34747,30492,33894,33827,37152,37042
"Scap_2C01_ad_01265",3009,2983,2486,4540,4172,4799,5100,5693,5546
"Scap_2C01_ad_01266",747,807,718,1101,980,1255,1562,1652,1521
"Scap_2C01_ad_01267",5717,6068,5295,9809,9361,12626,13126,13230,11264
"Scap_2C01_ad_01268",1640,1760,1789,1746,1649,2347,2007,2128,1968
"Scap_2C01_ad_01269",10430,10600,9944,15447,14525,17437,19759,22694,19323
"Scap_2C01_ad_01270",25888,26938,21665,33815,30248,33829,39726,47499,43818
"Scap_2C01_ad_01271",4777,4732,4124,9627,8811,11845,12352,14527,13040
"Scap_2C01_ad_01272",23064,22103,19690,30033,27416,36223,31984,33990,29362
"Scap_2C01_ad_01273",18546,18570,14444,21617,18791,20506,18852,20958,20778
"Scap_2C01_ad_01274",23467,23395,20208,22364,20259,23977,23623,25812,25250
"Scap_2C01_ad_01275",90608,94190,82115,47387,44219,52164,44430,50022,48704
"Scap_2C01_ad_01276",69439,72276,61475,37522,34797,39325,31727,34784,35209
"Scap_2C01_ad_01277",10673,10128,9377,10904,10246,12201,10139,11977,11163
"Scap_2C01_ad_01278",877,818,787,1318,1175,1475,2376,2586,2206
"Scap_2C01_ad_01279",5854,5900,5385,5494,5186,6626,6115,6454,6221
"Scap_2C01_ad_01280",6648,6612,5878,6140,5731,6559,7301,7722,7995
"Scap_2C01_ad_01281",107168,114262,98853,151111,156243,195623,243728,240207,224880
"Scap_2C01_ad_01282",25766,24417,20032,21171,18245,19937,18473,20773,21414
"Scap_2C01_ad_01283",6622,6668,5159,4958,4303,4500,3833,4542,4977
"Scap_2C01_ad_01284",11718,12445,10602,11804,9942,12466,13197,14273,13633
"Scap_2C01_ad_01285",184063,195907,161133,301313,274068,304730,260180,294822,269029
"Scap_2C01_ad_01286",22827,23396,19939,17769,16220,17904,17985,18812,19235
"Scap_2C01_ad_01287",9802,10112,9833,9128,8714,11018,12447,13222,12735
"Scap_2C01_ad_01288",107491,117943,110897,109374,103463,122452,112930,115431,112496
"Scap_2C01_ad_01289",16334,16288,14532,13248,12349,15415,14403,15779,13892
"Scap_2C01_ad_01290",21615,22057,19069,13868,13211,15167,16548,18350,17803
"Scap_2C01_ad_01291",18713,19874,17982,11226,10609,12839,15340,16018,15676
"Scap_2C01_ad_01292",42504,47753,46338,72190,67398,89216,67766,69808,68638
"Scap_2C01_ad_01293",4132,4745,4878,11938,12772,13161,11692,10489,11042
"Scap_2C01_ad_01294",8566,9460,10846,24168,28003,33256,27589,23888,21757
"Scap_2C01_ad_01295",6571,7727,8927,18451,21359,24777,24817,20755,18587
"Scap_2C01_ad_01296",14250,14823,14663,30581,30120,34313,34474,31914,29683
"Scap_2C01_ad_01297",8279,8449,7313,16297,14125,14575,14521,14674,14779
"Scap_2C01_ad_01298",5123,5258,4362,9593,8146,8204,8412,8598,8995
"Scap_2C01_ad_01299",86196,93478,73242,68153,58359,64102,58983,62695,63573
"Scap_2C01_ad_01300",2157,2270,2051,1796,1687,1989,2023,2143,1886
"Scap_2C01_ad_01301",11977,12435,11138,8366,7745,8471,8020,8751,8725
"Scap_2C01_ad_01302",12722,13356,11224,7374,6601,7019,6977,7924,7811
"Scap_2C01_ad_01303",17725,18865,15699,10725,9332,10491,11012,12447,12133
"Scap_2C01_ad_01304",49798,52080,44504,33062,29688,33932,37193,41414,39209
"Scap_2C01_ad_01305",69830,73106,64101,59162,53167,60374,62013,67308,67231
"Scap_2C01_ad_01306",15758,16374,13947,14475,12390,14162,16026,17073,17404
"Scap_2C01_ad_01307",4964,5035,4956,4504,3964,5154,6179,5927,5789
"Scap_2C01_ad_01308",486,495,496,438,383,531,688,677,600
"Scap_2C01_ad_01309",210997,210470,190320,225341,203577,239622,274532,293398,275235
"Scap_2C01_ad_01310",19098,19028,18680,21889,19894,22860,22158,22835,22325
"Scap_2C01_ad_01311",9253,9957,8215,8649,7891,9519,7511,8628,8758
"Scap_2C01_ad_01312",14114,15010,12142,25801,25623,30436,35202,33961,33745
"Scap_2C01_ad_01313",35013,33587,29334,48210,45109,53720,58009,58816,58120
"Scap_2C01_ad_01314",7032,7207,6307,7230,6216,6848,8053,8354,8608
"Scap_2C01_ad_01315",23872,24956,21623,9121,8652,11020,9242,10309,9977
"Scap_2C01_ad_01316",36509,36620,29822,33679,27812,33119,37214,42003,42121
"Scap_2C01_ad_01317",6515,6545,5672,6095,5091,5853,7557,8600,8742
"Scap_2C01_ad_01318",6919,6773,5716,10825,9095,10325,12546,13815,13425
"Scap_2C01_ad_01319",975,1115,903,1165,989,1121,955,1028,1019
"Scap_2C01_ad_01320",284,291,258,193,166,253,270,351,318
"Scap_2C01_ad_01321",6454,6759,5812,7454,7110,9484,9897,10424,9424
"Scap_2C01_ad_01322",17842,18897,15541,19610,17411,19400,21878,23910,24202
"Scap_2C01_ad_01323",2428,2561,2212,2682,2330,2779,3454,3508,3532
"Scap_2C01_ad_01324",23150,25922,24949,16337,15875,19005,19388,20463,19071
"Scap_2C01_ad_01325",12980,14815,14180,10459,9794,11291,12979,14447,13448
"Scap_2C01_ad_01326",33135,35837,31707,24945,23147,27592,30179,32587,29542
"Scap_2C01_ad_01327",19056,21984,19271,19482,17101,19583,23179,24543,22779
"Scap_2C01_ad_01328",30299,32589,28370,30475,26197,29068,30272,33944,32749
"Scap_2C01_ad_01329",24103,27142,24481,24913,21980,24483,28931,32149,30239
"Scap_2C01_ad_01330",7406,8216,7165,7200,6425,7593,8606,8862,8107
"Scap_2C01_ad_01331",29842,29323,25055,14598,13377,15967,14377,16008,15948
"Scap_2C01_ad_01332",6038,5801,4979,4478,4120,5036,5566,5762,5681
"Scap_2C01_ad_01333",18611,18962,16103,14020,13351,16479,16933,17456,16702
"Scap_2C01_ad_01334",25004,25452,20953,18449,16385,17972,29665,34229,34676
"Scap_2C01_ad_01335",62,66,62,92,88,101,93,93,74
"Scap_2C01_ad_01336",62,62,58,77,82,114,79,72,61
"Scap_2C01_ad_01337",226,205,227,260,252,307,307,279,259
"Scap_2C01_ad_01338",251,225,224,231,235,250,294,287,286
"Scap_2C01_ad_01339",390,400,345,475,462,531,571,587,511
"Scap_2C01_ad_01340",915,918,756,959,897,1028,919,1087,1024
"Scap_2C01_ad_01341",540,529,478,541,547,587,668,738,644
"Scap_2C01_ad_01342",13636,13349,12278,10165,9666,11358,9345,9934,9378
"Scap_2C01_ad_01343",34504,33428,29560,21748,21332,25741,20911,23002,21680
"Scap_2C01_ad_01344",168716,176560,153350,456171,406095,455246,470918,521296,502284
"Scap_2C01_ad_01345",54492,57069,52088,126344,113908,135536,153613,160827,153117
"Scap_2C01_ad_01346",4688,4765,3822,4266,3695,4506,3879,3995,3832
"Scap_2C01_ad_01347",3202,3052,2616,2838,2382,2546,2208,2516,2477
"Scap_2C01_ad_01348",329,322,306,325,242,290,253,319,273
"Scap_2C01_ad_01349",1079,1232,867,767,586,785,499,670,589
"Scap_2C01_ad_01350",17589,18289,17074,19268,17947,20718,22195,23669,22627
"Scap_2C01_ad_01351",1407,1490,1499,1203,1164,1636,1857,1794,1699
"Scap_2C01_ad_01352",5785,5875,5265,3450,3296,4100,4570,4504,4691
"Scap_2C01_ad_01353",10572,10550,9193,5232,4642,5683,6433,6784,7045
"Scap_2C01_ad_01354",13516,12001,11031,8801,7553,9343,6587,7103,7220
"Scap_2C01_ad_01355",48031,47497,39927,51071,49002,56814,56815,64668,60972
"Scap_2C01_ad_01356",9044,9485,8777,10896,10339,12941,12686,13809,12739
"Scap_2C01_ad_01357",4509,4693,4287,5695,5257,6670,6432,6570,5974
"Scap_2C01_ad_01358",1824,1844,1625,1921,1636,2016,1943,2107,1950
"Scap_2C01_ad_01359",29018,31834,30684,22993,20408,25106,37674,39586,39540
"Scap_2C01_ad_01360",11990,13067,12654,19420,18303,23650,28804,30350,26394
"Scap_2C01_ad_01361",5281,6685,5849,18516,16988,18353,20136,21010,19834
"Scap_2C01_ad_01362",4101,5465,5200,17301,17000,19656,20946,20868,19900
"Scap_2C01_ad_01363",4522,6132,6041,18777,18715,23075,25239,24241,21809
"Scap_2C01_ad_01364",12890,17057,16116,50317,49955,55383,54802,57504,54118
"Scap_2C01_ad_01365",17253,22602,20210,64515,63889,70749,69524,73344,69302
"Scap_2C01_ad_01366",11139,15132,14224,42736,41823,46995,43072,44722,41214
"Scap_2C01_ad_01367",6352,9555,8852,33627,32081,33524,31044,32889,29653
"Scap_2C01_ad_01368",44350,45108,36828,23545,20667,23249,21084,23621,25070
"Scap_2C01_ad_01369",8301,8574,7930,8427,7743,10265,10425,11513,10744
"Scap_2C01_ad_01370",914,925,805,2926,2609,3269,9518,11514,10675
"Scap_2C01_ad_01371",377,374,388,689,604,717,1699,2035,1900
"Scap_2C01_ad_01372",349,365,316,749,561,635,1563,1777,1758
"Scap_2C01_ad_01373",616,616,500,1264,1095,1176,2584,3059,3031
"Scap_2C01_ad_01374",100,103,111,223,205,283,616,635,650
"Scap_2C01_ad_01375",19128,20377,17689,16151,15116,17580,15885,18185,17230
"Scap_2C01_ad_01376",439,475,389,697,623,834,849,718,741
"Scap_2C01_ad_01377",3319,3273,2711,1979,1746,2208,1302,1493,1395
"Scap_2C01_ad_01378",1113,1173,935,708,621,720,576,629,624
"Scap_2C01_ad_01379",1383,1297,1114,859,739,759,773,871,795
"Scap_2C01_ad_01380",306,278,274,193,185,245,222,247,192
"Scap_2C01_ad_01381",1021,962,766,630,524,638,649,661,637
"Scap_2C01_ad_01382",6617,6623,5153,8150,7319,7789,6757,7592,7924
"Scap_2C01_ad_01383",25756,26128,24855,12466,13069,18232,21681,21145,19792
"Scap_2C01_ad_01384",32362,32665,30596,19939,20551,28547,29846,29007,26367
"Scap_2C01_ad_01385",4205,3986,3300,15283,15811,20082,25754,23463,21402
"Scap_2C01_ad_01386",163,146,176,346,303,315,408,453,407
"Scap_2C01_ad_01387",87,103,107,259,221,273,341,376,300
"Scap_2C01_ad_01388",66,87,77,172,209,184,283,246,262
"Scap_2C01_ad_01389",48,38,41,137,141,177,215,236,193
"Scap_2C01_ad_01390",23,29,23,85,76,94,165,151,153
"Scap_2C01_ad_01391",20,19,13,92,60,70,141,126,146
"Scap_2C01_ad_01392",26,23,17,101,74,112,195,185,171
"Scap_2C01_ad_01393",2,2,1,33,21,39,77,69,60
"Scap_2C01_ad_01394",6029,6624,5841,10878,9755,12128,12969,14303,12276
"Scap_2C01_ad_01395",1424,1589,1385,13456,10628,12963,13030,13070,13082
"Scap_2C01_ad_01396",1429,1438,1357,1397,1226,1488,2628,2473,2169
"Scap_2C01_ad_01397",425,463,489,1224,1071,1515,1318,1290,1397
"Scap_2C01_ad_01398",25622,25593,22404,34082,29471,35416,29267,31203,31985
"Scap_2C01_ad_01399",14540,15282,11860,21697,19382,23184,19085,21196,20226
"Scap_2C01_ad_01400",33881,33848,30303,31673,27802,32310,29456,33303,31984
"Scap_2C01_ad_01401",18368,18273,16993,17894,15854,20810,20038,20990,19116
"Scap_2C01_ad_01402",5059,5488,4674,4233,3473,4265,4153,4472,4070
